Gene	hurdle.Pr(>Chisq)	FDR	logFC
GNB1	0.00401057217609696	0.0161547222911188	0.13057129567991
PRKCZ	0.00234152919041438	0.0107832187038201	0.0480935991600522
FAAP20	0.0157530946295238	0.0449721724329817	0.0364814244811292
SKI	0.066678604047463	0.127364612572315	0.0167375965923054
RER1	1.19924181649696e-06	1.95024504725398e-05	-0.0845444253569805
PEX10	0.07590501334655	0.140437498561038	-0.0407750754168949
PANK4	0.198499491244966	0.283176531547106	-0.022213310999768
HES5	0.00601279086680558	0.0217905682066162	-0.183210818838286
AL139246.5	0.0243984316205871	0.0615148731177189	-0.0337009649252969
PRXL2B	0.287125298944098	0.375003879371647	-0.00779990824722074
PRDM16-DT	0.000427284971070166	0.00277723861185734	0.042246959329179
TPRG1L	0.0142921429732723	0.0418584993123681	-0.0234446227811488
WRAP73	0.0499366285396654	0.103124119775944	-0.0209700092507306
LRRC47	0.00235347740925099	0.0108219200298126	-0.0267160112066516
CEP104	0.258648218952753	0.346443375528621	-0.0141881128347493
DFFB	0.289101623552886	0.376940122606106	0.00435732729189921
C1orf174	0.293124491190237	0.380762541045136	-0.0127305824033423
NPHP4	0.0524296700835185	0.106841551752032	-0.0327857124037107
KCNAB2	0.981615028969805	0.984436225062263	0.00222045760608278
RPL22	2.61645130840507e-11	9.71268079925566e-10	0.312277115509965
ICMT	0.119523660818008	0.194728020697533	-0.0138360197298067
GPR153	0.655540062362161	0.710454413135954	0.00905169246091872
ACOT7	3.41415816925025e-06	4.86547417981952e-05	-0.0622092639140393
NOL9	0.0896479550553818	0.157967172859815	-0.0266207559669009
ZBTB48	0.00404391067006887	0.0162461450702471	-0.0363582421726495
PHF13	0.0534982721049451	0.108300082416326	0.0272779718414402
THAP3	0.0617866670860179	0.120082839771091	-0.0366645515358097
DNAJC11	0.558442812771931	0.627727756316943	-0.000204119756577859
CAMTA1	0.147615550900034	0.227629889285621	0.0572712915481881
VAMP3	0.020069586041508	0.0533195245431667	-0.0497983288762268
PER3	0.000359780144847095	0.00241693889384905	-0.0826746135608928
PARK7	0.0655264074927311	0.125690908545426	0.0556794800118723
ERRFI1	0.316490905540318	0.403603759708972	0.0220901941140434
RERE	6.88301178371526e-08	1.45941359226588e-06	-0.12293806209624
ENO1	9.06342395713648e-06	0.000114232814023228	-0.13863428753979
H6PD	0.0586900510703008	0.115909054612158	0.0329250918067745
SPSB1	0.00394599753404227	0.0159895381165422	-0.0123650142246606
SLC25A33	0.122920335743718	0.199042461564978	-0.00890421096552768
TMEM201	0.000598447745027578	0.00367648003522224	-0.0259041767507284
CLSTN1	1.92216207071981e-09	5.50405681971961e-08	-0.161888339737937
CTNNBIP1	0.284476770034676	0.372181552483503	0.00529800768321095
LZIC	0.0324659357387972	0.0757993640179564	-0.00724250128486403
NMNAT1	0.939913699185471	0.950655570033305	-0.0017903181505811
RBP7	0.40071083164591	0.483967700444175	-0.00101774163981451
UBE4B	0.680545162645369	0.732290578976907	0.0171416715681952
KIF1B	0.174952614032418	0.257619517142262	0.0523018108050495
PGD	0.729857761692494	0.774906793319171	-0.00718829696461976
DFFA	0.405290736567767	0.487906926141167	0.0231560774638571
PEX14	0.0526951585440553	0.107120389605594	0.00384272133970201
TARDBP	0.119036100831001	0.194174956517833	0.0485493470163432
SRM	0.00415083879913874	0.0165829879796799	-0.10861709643527
EXOSC10	1.77876746268665e-06	2.73948133944414e-05	-0.12800081657921
MTOR	0.000193047992026736	0.00147540370877505	-0.0619066305604252
UBIAD1	0.572998579187267	0.640610733029485	0.0137024509261445
DISP3	0.00499828286343117	0.018975451852995	-0.0105920516097965
FBXO2	1.092777494021e-15	7.06142409231664e-14	-0.148992020368583
FBXO44	5.59038091396705e-07	9.89497421772169e-06	-0.101991598168069
FBXO6	0.000629430836204829	0.00382603686228441	-0.0480467146627864
MAD2L2	0.0875867969246812	0.155479295180397	0.0283942971443337
DRAXIN	0.000246625141832305	0.00179679921362891	0.046456947737548
AGTRAP	0.00119314873481613	0.00641342209007947	-0.0376246973984107
MTHFR	0.00212255372989205	0.00996645471094641	-0.0380694347797503
CLCN6	0.00486899312596363	0.0186177248113318	-0.042770773554685
AL021155.4	0.0754399271864409	0.139791305854376	-0.0129991537470728
KIAA2013	0.003391573283633	0.0142832015562103	0.00432192859244659
PLOD1	0.248662697112648	0.336165322098381	-0.0118234150035492
MFN2	0.117211559721324	0.192045180960092	0.00966853778003859
MIIP	0.106382896668438	0.178616210752218	-0.0170819019690491
VPS13D	4.21345230823037e-05	0.00041432281030932	-0.029813579728945
PDPN	4.53561725478122e-07	8.20644348631749e-06	-0.0996623884993172
PRDM2	0.0969976764250438	0.167273739364454	0.0365092072894194
KAZN	6.48431281265471e-08	1.38449147519147e-06	-0.212014923809838
AL031293.1	0.010783457162985	0.0338991923633296	0.02380315276168
TMEM51	0.968178710429717	0.973759910275725	0.00210845577473671
EFHD2	0.00414629637719283	0.0165756849933408	0.0267186036968666
CASP9	0.656870090279788	0.711706388625537	0.00593590735335345
DNAJC16	0.144752977103857	0.224036004228792	-0.0122684182294477
DDI2	2.71899678110635e-05	0.000289695284518888	0.016714413639779
PLEKHM2	0.142591188109285	0.22158877470145	-0.0448175531648497
FBLIM1	0.024595754991818	0.0618718755334858	-0.0401085656504875
FLJ37453	0.0605422732576515	0.118361387264546	-0.0330708100050515
SPEN	0.0741807207670885	0.138020893163993	-0.0245534080856612
ZBTB17	0.011545826182038	0.0357256587689969	-0.0430044804637011
ARHGEF19	0.219978816661577	0.306165388933088	-0.00402758368162458
FBXO42	1.72167475082674e-06	2.67176794559682e-05	-0.0121607855010734
SZRD1	0.293932301681067	0.3814872689087	0.0261391152329408
NECAP2	0.443733281096469	0.523321142370709	-0.0109201248010382
NBPF1	0.195767940922714	0.280459104104293	0.00395396202669651
CROCC	0.000325776825973508	0.00223648812569672	-0.0218332601907326
BX284668.6	0.0635082528724522	0.12268455998696	-0.0173038854121338
ATP13A2	0.949447939308853	0.958631587531334	0.00512100652896641
SDHB	0.00282770046819246	0.0125200326750122	0.0372973329082675
PADI2	0.000258905465147936	0.00186439413080881	-0.0355548157134482
RCC2	0.0117286464347104	0.0361083838939043	0.0243867819155862
ARHGEF10L	0.822107400366582	0.852862499762445	0.00620237932048448
IGSF21	7.74279135491964e-28	1.52520501318764e-25	-0.369948157735953
ALDH4A1	0.144328930386797	0.223578034857173	0.00136348417583626
IFFO2	0.582235298272518	0.648385127911212	-0.0162962948733438
UBR4	0.0542096612552999	0.109377596714188	0.0477864743130114
EMC1-AS1	0.631680354128314	0.690198093936448	-0.00515521835690383
EMC1	0.292955016884885	0.380663860114385	0.0278217289884722
MRTO4	0.335505513282215	0.422385516475425	0.0322553092517986
AKR7A2	0.268051112404963	0.355986570822752	0.00965352261823005
SLC66A1	0.233400914149668	0.320283748821336	-0.0247604623110624
CAPZB	0.00206920875124319	0.00981026649026906	-0.0982481130810964
MICOS10	0.849270407035828	0.875803384372927	-0.0177017964431417
NBL1	0.136384030496038	0.214785063113877	0.0222260822327537
OTUD3	0.14725842031236	0.227165225119976	0.0163349566027426
CAMK2N1	0.117710599029357	0.19252705851688	0.00109645715573781
MUL1	0.257811181107465	0.345815261380063	-0.0167183110270956
PINK1	0.000611057411644162	0.003742650034308	0.062808802072304
DDOST	8.39263527960384e-06	0.000106658953870761	-0.118743574174569
HP1BP3	0.000189675984838382	0.00145601056117609	-0.124051106827092
EIF4G3	3.04632912149142e-05	0.000318261912410391	0.139168815788229
ECE1	0.0198500131218882	0.052885735221994	-0.032338705535682
NBPF3	0.489862224256237	0.566168379097426	-0.0108470145790028
ALPL	0.497162835160465	0.572384022041362	-0.00247617744198525
RAP1GAP	1.35538089614564e-18	1.23531842422587e-16	-0.256174935828581
USP48	0.0485589580218842	0.100944775203621	-0.037576834046167
LINC00339	0.348526428435164	0.434475173061004	-0.0107530762407756
CDC42	0.07677627492782	0.141641789379678	0.0949134877710227
ZBTB40	0.224058709977	0.310275332404143	0.0208701820373376
EPHB2	0.977789076855595	0.981405160719706	0.000762510869112505
KDM1A	0.34105975920058	0.427567526084652	-0.0325397790749091
LUZP1	0.145201398049863	0.22455928509345	0.0145007341278603
LINC01355	0.142085285927759	0.221083908400524	0.019015841166039
HNRNPR	1.92837611479173e-05	0.000217463134717926	0.154888766644887
ZNF436	0.9335854895994	0.945664724597949	-0.00418687595673207
ZNF436-AS1	0.0428183224182573	0.0923596205747397	-0.0193215005534346
ASAP3	0.644541537519799	0.701210208242411	-0.00818217408741475
ID3	0.697348942183001	0.746926657705049	-0.00892249364098678
RPL11	2.18329044270907e-10	7.20662869643402e-09	0.229799130895779
ELOA-AS1	0.714240985860633	0.762035918608885	0.0012686171206583
ELOA	0.0256894120985909	0.0638601241522675	-0.0114327503049181
PITHD1	0.193702494986117	0.278250831717883	-0.0326267662471003
LYPLA2	0.182577989486169	0.265930230840141	-0.00230423137419414
GALE	0.0758396823993869	0.140337885021775	-0.0216780740025039
HMGCL	0.0206832133562973	0.05449926315436	-0.00220356180829649
FUCA1	2.18161736920766e-05	0.000239605152249399	-0.0532735866677848
PNRC2	0.732411593898583	0.77687535142291	0.0222365691065371
SRSF10	0.0217043348870584	0.0564229548692304	-0.0411458249465835
NIPAL3	0.00959860421601686	0.0310464404265995	0.0215275058491199
SRRM1	0.0617155505720253	0.120048493605004	0.0686729948329869
CLIC4	0.0765162991647188	0.141204829510231	-0.0236846057737066
SYF2	0.024226395796586	0.061267013526486	0.0367062875551805
RSRP1	0.0272767816493273	0.0666662666166169	0.0130447341027069
TMEM50A	0.116186601615523	0.190875330544238	-0.0564464901960017
MACO1	0.00239708641693787	0.0110058708308505	-0.0179599421611658
MAN1C1	0.113597997698226	0.187711046663298	-0.0233640763082256
SELENON	0.0235494238840619	0.0599435418707894	-0.0760621596994396
MTFR1L	4.22145579201188e-05	0.000414775861527282	-0.0412316962834658
PAQR7	0.0820848204226947	0.148761227455464	0.00148174372467726
STMN1	0.11753474947596	0.192316706236589	0.0824102915423315
PAFAH2	1	1	0.000368801868432141
EXTL1	3.94575040927859e-11	1.42572336534081e-09	-0.0929362024878109
PDIK1L	0.0257729556802563	0.0639696585940173	0.0245280968552465
FAM110D	0.182309148779979	0.265665390054872	0.0123840335537965
ZNF593	0.0166170514125603	0.0467978526052627	0.00458364922656232
SH3BGRL3	0.493000812906794	0.568771861707035	-0.00663668704077724
DHDDS	0.123736028137978	0.199998426634346	0.0372357494278606
HMGN2	0.414730459679166	0.496627424655521	0.0474434312979177
ARID1A	0.0318841270723402	0.0747841067667545	0.0833099434195976
PIGV	1	1	0.000377289644783726
ZDHHC18	0.0938236282336249	0.163461907506029	-0.010785521137941
GPN2	0.34637726119287	0.432695189148554	0.0115479949348743
GPATCH3	0.698481629910824	0.747835201727088	0.00702189574441817
NUDC	0.0684335516771796	0.129995608442576	-0.0426913138971966
TRNP1	0.106595321667818	0.178825365869376	-0.0448985046873888
SLC9A1	0.96107256146392	0.968127614084366	-0.00269861714165812
WDTC1	0.0571351278073787	0.113887924908033	-0.0314315046393356
TMEM222	0.0263742851616641	0.0650725544806877	-0.0525484913512724
GPR3	0.903358057308013	0.919699229234976	0.0029988030161025
WASF2	0.387014400673558	0.471012145034994	0.011260377369243
AHDC1	0.0272224381347411	0.066560087475394	0.0386283101347829
IFI6	0.0149029459291694	0.0432019175487647	-0.0706625269500001
FAM76A	0.952379566526308	0.96103541650713	-0.00234593753555601
STX12	0.413271508114693	0.495542430084464	0.0174597183887325
PPP1R8	0.478002574297667	0.55519214834973	0.00942022278655213
RPA2	0.952037159512848	0.960848676070607	0.00984937583983159
EYA3	0.0780008502079057	0.143208716715146	0.0364975164839093
DNAJC8	0.877484856975847	0.897903238961187	-0.00899220363514686
ATP5IF1	0.766120927106837	0.805495427234487	0.0384702044180598
SESN2	0.430052872168399	0.510978213537846	0.020454377142156
MED18	0.0356221640138302	0.0810910510905701	-0.0215066995579086
PHACTR4	0.022148454072084	0.0573004660732313	0.0535592931562187
RCC1	0.606080965318936	0.668237503786239	-0.00487977365507467
SNHG3	0.0249380463152174	0.0624755609533846	0.0205247765299424
TRNAU1AP	7.92143251080051e-07	1.35686473007583e-05	0.0407031882944313
SNHG12	0.0650960300121537	0.124983149589441	0.00660943945313489
TAF12	0.0039918120706999	0.0160950811553179	-0.0394463902412371
GMEB1	0.196264138635187	0.280939033027339	0.0029837548517111
YTHDF2	0.571259056076029	0.639016930926593	-0.0371331590291643
EPB41	1.77810880162429e-06	2.73948133944414e-05	0.0596328097387364
SRSF4	0.196149163815304	0.28087345968769	0.0477672826192036
MECR	0.0863537065112077	0.153916785992612	0.00988368534181619
PTPRU	0.000453466965323278	0.0029179094033157	-0.0395652806167727
LINC01778	0.567800246725975	0.635846727788771	0.00716127519546163
SDC3	0.00400574846704456	0.0161406156476461	-0.0132802274307551
PUM1	0.517368606310717	0.59058657665257	0.0318846565362874
NKAIN1	0.0234734504891328	0.0598024861179619	0.021083345295484
SNRNP40	0.00190299272525061	0.00923738082411993	0.0409788866292437
ZCCHC17	0.144934264043909	0.224259744934533	0.0741031420652349
PEF1	0.269299209485738	0.357222900559282	-0.0293639990620883
COL16A1	5.94953904515464e-21	6.48765360343514e-19	-0.271632211448172
ADGRB2	0.030325532125933	0.0720209526659602	-0.0478023228764313
PTP4A2	2.22966438564054e-06	3.3785224741722e-05	0.159323038385891
KHDRBS1	0.0506896779893481	0.104238598633424	0.0867360326519012
TMEM39B	0.154843301393126	0.235798159590306	0.0180206344271641
KPNA6	0.00749854456785486	0.0256454003940665	0.0297557693290242
TXLNA	0.000314947800722486	0.00217559812795459	0.026766631931593
CCDC28B	0.250035779682646	0.337573179003333	-0.0523805487699928
TMEM234	0.359243058414188	0.444837825449912	-0.00461050113069908
EIF3I	0.167424746673109	0.249208827680521	-0.000590170815572222
HDAC1	0.05262558826554	0.107048019568128	-0.0425101161362804
MARCKSL1	0.0287559287821977	0.0694337995684026	0.00888775522741581
FAM229A	0.312113274649252	0.399248342686863	-0.0245758806098094
BSDC1	0.000281350504979934	0.00198391092224015	0.0756606480129682
ZBTB8B	0.0250215879818234	0.0626334605497046	0.011753663635858
ZBTB8A	0.000594210992989453	0.00365596919767264	0.0691591157454452
ZBTB8OS	0.993125632728972	0.994591500821561	0.0019297010843447
RBBP4	0.0242477030246802	0.0612866715729343	0.0858462954706891
SYNC	0.00188935511951024	0.00918944407589749	0.0619092046423063
KIAA1522	9.18321503276217e-05	0.000803399750681407	-0.0426682637675384
YARS1	0.0420326461805225	0.0911316718982286	0.0212832359770724
S100PBP	0.730284241279578	0.775096888167093	-0.00066734101733873
FNDC5	0.0419512905397456	0.0909714331253397	0.0107447845753222
HPCA	0.937930882769743	0.949200353933284	0.00564818662189132
TMEM54	0.0135446801442279	0.0400923845374347	-0.057103149457482
RNF19B	0.644020294089287	0.700767983937319	0.00318131072601982
AK2	0.0294184926141413	0.0704762750679693	-0.0387229255008622
AZIN2	0.000151384419501609	0.00121236584614633	-0.0451068451843488
TRIM62	0.000844766198814103	0.0048391789803549	-0.0268276134234489
ZNF362	0.15381119953589	0.234606741592584	-0.0143564909402394
PHC2	0.039998874455014	0.0882555671710913	-0.0200324454517017
CSMD2	0.00170877953423979	0.00850074315750329	0.100800065471464
SMIM12	0.212845038551783	0.298413093311093	-0.0120142756765964
DLGAP3	0.201873037616876	0.286963369216432	-0.0117416031153856
ZMYM6	0.679449947532952	0.731598124376856	-0.011036974519723
ZMYM1	0.298221830590422	0.38578362641678	-0.0147816943625135
SFPQ	0.152462504747087	0.233073547437249	-0.0363336046605041
ZMYM4	0.785472844127328	0.822372897156199	-0.013756949928035
KIAA0319L	0.00129401874314755	0.00681788218725669	0.00683546746074676
NCDN	0.124144079601773	0.200472252304173	-0.0113346664638748
PSMB2	0.00412728426496892	0.0165213119397133	-0.0787218017803313
C1orf216	0.0252190244706532	0.063037238203047	-0.024096134047328
AGO4	0.00766981107194888	0.0260705267524942	0.0323021588849421
AGO1	0.00240423489046733	0.0110303984662951	0.0598284071359208
AGO3	0.0482632450653131	0.100493589358022	0.0602080185797572
ADPRS	0.326750433196313	0.41366259361735	-0.034033461778338
TRAPPC3	0.042040339601044	0.091132173863605	-0.0491712021625764
MAP7D1	0.00517670294178551	0.0194712266794045	0.014120022983027
THRAP3	0.909420691076548	0.924638270073083	-0.000946673824184785
STK40	0.0580052385495752	0.115096340927045	0.0203082478686778
LSM10	0.0176076455067199	0.0488288316470413	-0.0458129616553866
OSCP1	0.0698487327626592	0.131910093278237	-0.0178826332869299
MRPS15	0.00367713858796636	0.0152027398696118	-0.0126441624780263
GRIK3	0.0805395009802763	0.146682003422073	0.0580461336698336
AL031430.1	0.00598135848995164	0.0217024156974983	0.0275039686354196
MEAF6	0.0182638400090902	0.0500350556372855	-0.00894843757440511
SNIP1	0.127194784041171	0.203915927437388	-0.00956305870060765
DNALI1	0.0383546478869239	0.0857523357906096	0.0135959946120588
GNL2	0.511728151135656	0.586115547998421	-0.0108127678520775
C1orf109	0.115498469517787	0.190003072228009	-0.0134771870865882
MANEAL	0.37438790139428	0.458891955010873	0.0213377291865671
YRDC	0.455867684117901	0.534772070515025	0.000224862283234761
C1orf122	3.91629878308398e-05	0.000390128523962518	-0.0528344928179294
MTF1	0.300238872121375	0.387693206277893	0.0195172145674056
INPP5B	0.918942448209347	0.932456307741838	0.00073341076053593
SF3A3	0.000138663196301294	0.00112599309602906	-0.0138246395653097
FHL3	2.53093459295842e-09	7.12218990410166e-08	-0.0891457730459861
UTP11	0.105421438924593	0.17753808659579	-0.0447487577262537
POU3F1	0.180655885633835	0.263822830473038	0.0164985129218863
RRAGC	0.000258249304524238	0.00186076622781977	-0.0051157341524217
AKIRIN1	0.090880564571019	0.159655399180934	0.0630504153464084
NDUFS5	2.1052451037222e-05	0.000233103884422115	-0.116476487900481
MACF1	0.544539951767069	0.614986723777623	-0.0230191469677188
PABPC4	0.0514891442451598	0.105495397105584	0.0526557519919796
PPIE	0.0122440861832738	0.0371612884086291	-0.0168544864061022
BMP8B	0.0252352161781151	0.0630648035979783	-0.0396041067455201
TRIT1	0.00095716827421466	0.00535251654440643	-0.0104061635988125
MYCL	0.0596833955126209	0.117184781340791	0.00121248511191021
MFSD2A	0.111112646181622	0.184553073278411	-0.00884058641781268
CAP1	0.71501246418539	0.762592544327672	-0.0148900991008846
PPT1	2.57518639235978e-13	1.25301798445777e-11	-0.219762174642288
RLF	0.100749971803555	0.171899889024423	0.0545493853193827
AL050341.2	0.280528663718601	0.368357872271291	0.00890288854456361
ZMPSTE24	0.10729037550341	0.179744493281639	0.0209875586499321
COL9A2	9.52750713607378e-09	2.36023214306023e-07	-0.182100531515312
SMAP2	0.50172687738575	0.576497351915718	-0.013725568190161
ZFP69B	0.000484315201625762	0.00307269691296386	0.0212251194177827
AL031985.3	0.10711669685707	0.179576694401564	0.0188605031706332
ZFP69	0.171690592375114	0.253949037747035	-0.00618901716657135
EXO5	0.250933832340949	0.338486292730286	-0.0177894182323581
ZNF684	0.0483886028873269	0.100642031175566	-0.0177421979732739
NFYC-AS1	0.274419906342717	0.362166664811281	-0.0133748151644282
NFYC	0.0510110836888881	0.104723208117732	0.00990022292200374
CITED4	0.155456521312313	0.236301114908066	0.0259570528243757
CTPS1	0.131673880516251	0.208860085697486	0.00689477084027762
SCMH1	0.00580742577732165	0.0212544474133741	-0.0392993886382986
FOXO6	0.158561025246036	0.239339692333432	-0.000640402466226354
HIVEP3	0.0762516212514371	0.140819610517518	-0.0069651518964037
FOXJ3	0.0783888345677961	0.143812954270166	0.0427568958624859
RIMKLA	0.00351688125169199	0.0146843318724493	-0.0325465176911044
PPCS	0.0739357017046607	0.13766987725553	0.0384435379962358
CCDC30	0.202589071868547	0.287900900015193	0.0209337483671702
PPIH	0.296604420979898	0.384261142826721	0.011987820656766
YBX1	0.00163069513347354	0.00818564721130801	0.131272082572763
P3H1	0.312211552114105	0.399312984183639	0.0195636981018347
C1orf50	0.0136699191204929	0.0403847900867393	0.0137477519551712
SVBP	0.0582731410676748	0.115515317620437	-0.0377828907685253
ZNF691	0.258192095836908	0.346136121455122	-0.0130030487703741
SLC2A1	0.457957888002114	0.536554075802937	0.0155299189618255
EBNA1BP2	0.0291655537541239	0.0700618837623584	-0.00754785625985072
ELOVL1	3.66869694949938e-05	0.000370602116164069	-0.0323679326645868
MED8	0.18022110955493	0.263408378529723	0.0265403744197108
SZT2	0.00466057634856265	0.0180922277480481	0.0414954679322034
HYI	0.00398456753972682	0.0160836805311208	-0.0846791977983317
PTPRF	0.00193194476751942	0.00934819391668568	-0.079120209228731
KDM4A	0.040111314057305	0.0883939874741728	-0.0105982232438904
KDM4A-AS1	0.000883944740763131	0.0050095671085569	0.0196314425309831
ST3GAL3	0.00750958645185716	0.0256687879475319	0.00976633056032733
IPO13	0.00547755671400213	0.0203459246192543	-0.0165500599845853
DPH2	0.492035967360471	0.567980649279152	0.0142528826669005
ATP6V0B	2.97251159517713e-05	0.000311883884122838	-0.0812790580659302
B4GALT2	0.551839825936883	0.621564123781901	0.00375210001170029
SLC6A9	0.4952429039825	0.570711604674303	-0.00886087501625325
AL139220.2	0.442022384889826	0.521989884612207	0.0220088705137177
DMAP1	0.000112075998168457	0.000940745131018119	-0.0575651506619197
ERI3	0.75724044342137	0.797738077762891	-0.00470063859068037
RNF220	0.0543318732732955	0.109568101155885	-0.00772918370609912
TMEM53	0.0617732656603509	0.120082839771091	-0.0173455655019124
RPS8	2.77090650344665e-13	1.33759213939106e-11	0.298841270141829
PLK3	0.220886351603512	0.307115681967089	-0.0192553926418328
EIF2B3	0.0331560960454919	0.0768524200044775	-0.00366715173823368
HECTD3	0.0011627794806536	0.00629478093848512	-0.0158502678754145
UROD	0.260893794091231	0.348762686869111	0.0255742145796712
ZSWIM5	0.351648507481286	0.437528126816628	-0.00840350339484565
MUTYH	0.085180681639254	0.152248158182381	-0.0343202263095857
TOE1	0.0723326157300399	0.135490526980211	0.0277447180742573
PRDX1	9.11522678730773e-09	2.28123493347109e-07	-0.19047990596178
AKR1A1	0.0026330476714658	0.0118356316568317	-0.0599731434382449
NASP	0.0666282786954708	0.127344470689794	0.0606315208507595
GPBP1L1	0.0148595347466764	0.0431067690881613	-0.00732475466838378
TMEM69	0.447298135777554	0.526658984220995	0.000839847332522153
IPP	0.26650233789758	0.354475392370196	0.0259275997359797
MAST2	0.000269416414667468	0.00192083051508102	0.00859425018028109
PIK3R3	0.0568488430706134	0.113483968686074	0.051676320679845
POMGNT1	0.00300759256221961	0.0131091106218373	-0.0234375561234422
LURAP1	0.378935722612492	0.463356422362285	-0.00596995546706549
LRRC41	0.26447349003908	0.35219874973801	-0.0122019804373846
UQCRH	0.222170171011441	0.308427092090383	0.0444751407437411
NSUN4	0.0585356386613539	0.115725206529264	0.0111326637642229
FAAH	0.0004362548647132	0.00282423843146937	-0.0582061618434375
MKNK1	0.156654770728797	0.237516268282454	-0.0360986711101903
MOB3C	0.697632651714424	0.747122726708897	-0.00774344267887629
ATPAF1	0.00408271867702248	0.0163751209203532	-0.041363134599462
EFCAB14	0.00578104915466655	0.0211960232140326	-0.0594608355860063
CMPK1	0.0982397841192676	0.168724860560908	0.0424499477239582
SPATA6	1.06199083506973e-05	0.000130878850340128	-0.139267124782534
BEND5	0.196584022001299	0.281265307017557	0.0442308746426669
ELAVL4	0.0863305315750074	0.15390368582918	0.0546953157715363
FAF1	0.448276459462737	0.527488235804838	-0.0210988121307162
CDKN2C	0.000172494421882258	0.00134585591268037	-0.070595664060591
RNF11	0.129743581942784	0.206564772033272	0.0554598560983554
EPS15	0.0145624633442612	0.0424785642200533	-0.0472447685597224
OSBPL9	0.0723072408659077	0.135463772464386	-0.0274379830097622
NRDC	0.00294447363929873	0.0129077015638031	-0.106958059423486
TXNDC12	0.0813912748248304	0.147855368055281	-0.00929058320139246
KTI12	0.31840264569598	0.405406563068792	-0.00960842638350623
BTF3L4	0.105710513430794	0.177874353179224	0.0484210457209412
ZFYVE9	0.198224502732014	0.28285031567544	-0.0142210609958567
CC2D1B	0.210691707357812	0.296449057829603	-0.00414095155863747
PRPF38A	0.00361078635974871	0.0150046049035764	0.0429832258377669
TUT4	0.0865499452380057	0.154154073383661	-0.0473231303292894
COA7	0.226413626033454	0.312698135784979	0.022075028265749
ZYG11B	0.00072399788688115	0.0042736520988301	0.0662009031335395
ECHDC2	4.52131084852025e-09	1.2109379252846e-07	-0.0954178957009156
SCP2	0.282777504149889	0.370474325057133	-0.0333769963303797
PODN	0.0257658719783678	0.0639696585940173	-0.0149960624435106
CPT2	0.488096037659172	0.564461365985147	-0.00925520519923828
CZIB	0.0643362178198135	0.123835812172322	-0.0122632829597691
MAGOH	0.487102665444713	0.563510926690942	-0.0178998524305037
LRP8	0.000115154808619272	0.000962618533653092	0.0224678567086654
NDC1	0.000336273582827281	0.00229436271903328	0.0220360698628683
YIPF1	8.26526676023854e-05	0.000733069738146647	0.0213449429137632
HSPB11	0.359181895202231	0.444807187802155	-0.0175374271582403
LRRC42	0.0272959966501911	0.0666732014177567	0.0245255366772563
TMEM59	2.96290271780763e-11	1.08017704156969e-09	-0.176868690259463
TCEANC2	0.34764771802749	0.433733944250662	-0.011134664849464
MRPL37	0.0109156280188462	0.0342090236064071	0.00631577166062638
