© 2000-2023 QIAGEN. All rights reserved.

Canonical Pathways	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
Insulin Secretion Signaling Pathway	2.0471997509192517	1.7386899302055674	2.6617598220799774	0.7572230256655131	0.5556765940707546	2.163905205546908	0.2538039300029792	-0.0
Epithelial Adherens Junction Signaling	0.7973064124653884	2.7766170157089425	3.220618240857479	0.3095222461696356	1.0145170458284738	1.2816036008549188	0.5429322772845696	0.0
BAG2 Signaling Pathway	2.1213535450153413	2.591170281011618	4.158050147502482	0.29326035658024463	0.254314201299853	0.3622512879245618	-0.0	0.0639432497732605
Renal Cell Carcinoma Signaling	0.7973064124653884	0.9320681399227513	4.154754021458167	0.8108968228226603	1.2539974459075298	0.6094298962485741	0.6600099431085024	0.3092866772811569
WNT/β-catenin Signaling	0.18806018568023544	0.4750028321239091	1.3724519255387233	2.3215992373815157	0.7509211122302033	1.5331168453832187	1.0013703966028	1.50950479272871
FAT10 Signaling Pathway	2.1143943782745183	3.1314125430799264	3.447787386872017	0.0	0.17271207115305923	-0.0	-0.0	0.0639432497732605
Remodeling of Epithelial Adherens Junctions	0.29528958940417566	3.470359254200368	3.7835767525557378	0.37242792144609915	0.23966354507682275	0.3435052038655558	0.17949092368307437	0.0
Iron homeostasis signaling pathway	2.470298982395587	0.07802062785144706	2.3523145136626016	0.3741051471063019	0.49362304402979235	2.263415536701562	0.5263077311352249	0.11460751262161502
14-3-3-mediated Signaling	0.17964918010503406	1.7401077309932134	3.178168166260086	1.213898508272799	0.6001265432972677	0.8216066139553007	0.7913507074718722	0.0639432497732605
Reelin Signaling in Neurons	0.11597211328587825	0.24442230755776934	4.744455159050325	0.3741051471063019	0.30836810349290955	1.9942343993229268	0.39785608742790657	-0.0
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.26880561457456725	1.1403957136447793	3.049567816803227	-0.0	0.819323866527531	2.12722347778867	0.6866670625526503	0.0
ILK Signaling	0.33690911122991424	0.6998163926391421	2.258480813950176	1.9564181130416443	0.4764505790562857	1.585497888211754	0.4524836872645311	0.3092866772811569
HIF1α Signaling	0.2914261537982455	0.791014758112735	2.963060765026938	1.5089909444282104	0.44483318736242106	1.005738032753276	0.6600099431085024	0.0639432497732605
Actin Cytoskeleton Signaling	0.11113903989863243	0.26881010641543446	4.895358032479103	0.2916157482328273	0.31414468117586664	1.3690787592953713	0.4515901147928438	-0.0
Ferroptosis Signaling Pathway	0.8698475316661903	2.408615710887925	1.7895006816136179	0.6252634581241318	0.3836877785262222	0.9657565937661522	0.5345861332338646	-0.0
Germ Cell-Sertoli Cell Junction Signaling	0.004385919184242313	0.5317440530930911	3.866316196732293	1.3147779378946298	0.16532515423949143	1.085247955057136	0.526971260721266	0.0639432497732605
Amyotrophic Lateral Sclerosis Signaling	-0.0	0.16017825684817832	3.116510505907851	1.719314632065668	0.5202154528513042	1.5519677640645075	0.48861543793860684	-0.0
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.4606408168580713	1.7800382841066023	2.725060946284852	-0.0	1.2398601858349292	-0.0	0.17949092368307437	-0.0
Polyamine Regulation in Colon Cancer	0.43882125955012047	0.25895464095078535	2.7429763803264327	1.128077118350465	0.31414468117586664	1.301895327810106	1.0182465936567324	0.0639432497732605
Regulation of Actin-based Motility by Rho	0.512962026192458	0.9806524672227497	3.9354700570119237	-0.0	0.1839318964011624	1.2627484613854791	0.3365577250744623	0.0
Sumoylation Pathway	0.17964918010503406	0.6843704108720362	2.828402121016831	0.37242792144609915	1.0561455933906567	1.242977650776011	0.526971260721266	0.0639432497732605
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	-0.0	0.07802062785144706	2.3253487889574718	1.718958290329147	0.24989302795559823	1.2432462554367303	0.7794534179562846	0.0639432497732605
BEX2 Signaling Pathway	0.010399228687802313	0.8454806341797374	1.3944338454595924	1.9564181130416443	0.2771249128313972	1.3690787592953713	0.48861543793860684	0.0639432497732605
Endoplasmic Reticulum Stress Pathway	2.072740976083127	0.06755883371512397	1.0348909175282957	0.0	0.4454126426195994	2.1963928454154895	0.5114583022924633	0.0
Aldosterone Signaling in Epithelial Cells	1.666526082797789	0.006047628282697958	1.3944338454595924	1.3047377773872273	0.24751242859509873	1.0649033638897278	0.526971260721266	-0.0
RHOA Signaling	0.6989610296057764	1.0772637724396066	2.116260949591299	0.0	0.16532515423949143	1.657655797521288	0.4524836872645311	0.0
Signaling by Rho Family GTPases	0.3866233612305569	0.791014758112735	2.800980481535236	0.22845494545287268	0.11991086754307664	1.2810411496108969	0.48861543793860684	0.0639432497732605
Notch Signaling	0.16258194818182473	-0.0	0.3276712760941966	1.6292763840055993	0.16822305689016323	2.844900581008839	1.0013703966028	0.0
Superpathway of Cholesterol Biosynthesis	-0.0	0.332854782857378	3.9500170811882924	0.17784857298035064	0.0	0.41689260930457855	1.2482783958890573	0.0
MSP-RON Signaling In Cancer Cells Pathway	0.004385919184242313	0.5317440530930911	2.828402121016831	1.063391355393911	0.17271207115305923	0.8596618021309458	0.3904687796507296	0.11460751262161502
MicroRNA Biogenesis Signaling Pathway	2.1213535450153413	0.24442230755776934	1.3944338454595924	0.21850675769738212	1.0961375374425706	0.8830678506877037	-0.0	-0.0
GNRH Signaling	-0.0	0.13152267475731524	1.3098598780814712	1.719314632065668	0.1240237227459711	1.2530050532116068	1.2784450240273837	0.0639432497732605
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0.0	-0.0	0.4467293722653165	2.3301342253869293	0.254314201299853	1.4897561835877269	1.2784450240273837	0.0639432497732605
Antigen Presentation Pathway	0.9453472397482497	0.0625813323108918	1.026970584329426	0.0	0.3836877785262222	2.163905205546908	1.0013703966028	0.248879565036373
Semaphorin Signaling in Neurons	0.7973064124653884	0.12228282574989435	1.471394217144439	-0.0	0.5538575180226807	1.6524027364770506	1.0013703966028	0.0
IL-8 Signaling	-0.0	0.27861218493790085	2.4067903845018592	0.9516420984585143	0.12992044899073776	1.2217039510149639	0.41722632569710205	0.11460751262161502
Androgen Signaling	0.4068343501381125	0.35585085071212474	0.7755625823283755	1.9646040079518625	0.11991086754307664	1.3247671320354026	0.42034094858010507	0.0639432497732605
VEGF Signaling	0.06687057688785943	0.29214639642821877	3.0732363467950545	0.6377517573881027	0.17271207115305923	1.005738032753276	0.10724097936333486	0.059527675707063
Glutamate Receptor Signaling	-0.0	0.35597151719621606	0.5532731293215216	1.3997962959682115	0.4764505790562857	1.8962073688355674	0.5429322772845696	0.11460751262161502
Hepatic Fibrosis Signaling Pathway	0.3648555958045045	0.1294103741675741	2.1176136465458053	0.8653983217943423	0.11991086754307664	1.2530050532116068	0.41202840700920906	0.0639432497732605
Molecular Mechanisms of Cancer	-0.0	0.13840294768758554	3.9153211732542545	0.21846892334750231	-0.0	0.555268625631508	0.25698455066402603	0.11460751262161502
ERK/MAPK Signaling	-0.0	0.067182262586015	2.032316103832947	1.1925680830254564	0.24919829096208224	0.928661568996594	0.5263077311352249	0.0639432497732605
NGF Signaling	-0.0	0.07848419193678498	2.598352855790097	0.6997238222809996	0.17271207115305923	0.9093970098310057	0.5604109839469382	-0.0
HGF Signaling	-0.0	0.006047628282697958	2.0639674102157417	0.6252634581241318	0.3836877785262222	1.242977650776011	0.5345861332338646	0.11460751262161502
Ephrin Receptor Signaling	0.0694002277094861	0.14449386916083864	2.943055573170759	0.410308810379721	-0.0	1.085247955057136	0.20043197684945102	0.0639432497732605
IGF-1 Signaling	-0.0	0.24442230755776934	2.7429763803264327	0.3652649730670997	0.254314201299853	0.7006050723658426	0.5263077311352249	0.05185364234672673
Immunogenic Cell Death Signaling Pathway	0.9404754181524465	0.06548157648985767	0.3804542785864222	0.4393939750281946	0.22928167541078925	2.263415536701562	0.4524836872645311	0.0639432497732605
Protein Kinase A Signaling	0.10926584444984197	0.35597151719621606	1.7437543457067017	0.9307579225482547	0.283931894171317	0.8881157286342489	0.4515901147928438	0.0639432497732605
GP6 Signaling Pathway	0.36911575388038614	-0.0	0.14844739616738364	1.9564181130416443	1.6595329887259935	0.4644701166329867	0.15436531674093498	-0.0
Pulmonary Fibrosis Idiopathic Signaling Pathway	-0.0	0.006047628282697958	0.5942189682601834	2.322252060381195	0.17271207115305923	1.005738032753276	0.5263077311352249	0.09977866140368866
CXCR4 Signaling	0.10926584444984197	0.14449386916083864	1.5080223720139392	1.063391355393911	0.5565455977871958	0.7367803742297669	0.5345861332338646	0.0639432497732605
Glioblastoma Multiforme Signaling	-0.0	0.6998163926391421	2.3523145136626016	0.5747152744712171	0.11991086754307664	0.7010838929202728	0.16382652647206258	0.0639432497732605
Leukocyte Extravasation Signaling	-0.0	0.02153080600202147	0.7674963359230246	0.8436026537513893	0.24919829096208224	2.263415536701562	0.48861543793860684	-0.0
Chemokine Signaling	0.1668664962714883	0.02153080600202147	0.7286037636445352	0.5266790901915348	0.819323866527531	1.7688568105949436	0.48861543793860684	0.0639432497732605
Glycoaminoglycan-protein Linkage Region Biosynthesis	0.0	1.1155298996227363	2.503734124082436	0.42352979822313563	0.12992044899073776	0.0	0.39785608742790657	0.0
Caveolar-mediated Endocytosis Signaling	-0.0	0.45058652882036343	1.7290751785465739	0.0	0.17271207115305923	1.590636773134917	0.5263077311352249	0.0639432497732605
PPAR Signaling	0.34788545305753216	0.13152267475731524	1.7290751785465739	0.3554594790732883	0.44483318736242106	0.8850095059483056	0.5263077311352249	0.0639432497732605
Sertoli Cell-Sertoli Cell Junction Signaling	-0.0	0.08067669223568094	1.4520520539736148	0.7562055759917438	0.17271207115305923	0.555268625631508	1.2482783958890573	0.11460751262161502
PAK Signaling	0.10926584444984197	0.16017825684817832	2.7429763803264327	0.17784857298035064	0.12845095664213302	0.555268625631508	0.48861543793860684	-0.0
RHOGDI Signaling	0.22156976460496566	0.4750028321239091	2.0944407908255593	-0.0	-0.0	1.0649033638897278	0.3904687796507296	0.0639432497732605
p53 Signaling	-0.0	0.1700947550220553	1.076494817992697	0.39531922230279354	0.5200836381645958	1.6524027364770506	0.4038835292303669	0.059527675707063
Aryl Hydrocarbon Receptor Signaling	0.512962026192458	-0.0	1.3783720326130136	0.4393939750281946	0.7005717629261232	0.8216175566716869	0.32375534248135357	0.09486298425306547
Cell Cycle: G1/S Checkpoint Regulation	-0.0	0.332854782857378	2.116260949591299	0.6377517573881027	0.12992044899073776	0.555268625631508	0.3679278896874429	0.11460751262161502
Creatine-phosphate Biosynthesis	0.11597211328587825	0.09511185060426401	0.5748987540523058	1.3047377773872273	0.7342189939810206	0.3421705623444036	1.0700402725082423	0.0
Natural Killer Cell Signaling	-0.0	-0.0	0.9799931943701505	0.30658909843757537	0.22928167541078925	1.6301067987668811	1.0182465936567324	0.0639432497732605
NADH Repair	0.22156976460496566	0.9081304986264577	0.906974044247431	0.6377517573881027	0.22985141636927442	1.272530617314868	0.0	0.0
Agrin Interactions at Neuromuscular Junction	-0.0	0.31732078267969976	2.0639674102157417	-0.0	0.12992044899073776	1.0522932390134827	0.5345861332338646	0.0639432497732605
Coronavirus Replication Pathway	0.7798813827346706	0.5431648695873835	0.7473923308473395	0.9516420984585143	0.12992044899073776	0.41178608285648505	0.5263077311352249	0.0639432497732605
Dopamine-DARPP32 Feedback in cAMP Signaling	-0.0	-0.0	0.26554463554657076	1.7785173318780407	0.12992044899073776	1.585497888211754	0.3665857448808506	0.0
Corticotropin Releasing Hormone Signaling	0.06687057688785943	-0.0	0.2591442454742598	2.3215992373815157	0.13844140318714912	0.7264078468034705	0.48861543793860684	0.0639432497732605
GABA Receptor Signaling	0.1555342950332117	0.16017825684817832	0.9352708356557741	1.4838759997314988	0.07293834809532465	0.7692572483795708	0.14477177156291776	0.3092866772811569
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	-0.0	0.006047628282697958	1.931733502670392	0.3167490555384433	0.0	0.49659343250454435	1.2601967317088083	0.0
Cholesterol Biosynthesis I	-0.0	0.006047628282697958	1.931733502670392	0.3167490555384433	0.0	0.49659343250454435	1.2601967317088083	0.0
Cholesterol Biosynthesis III (via Desmosterol)	-0.0	0.006047628282697958	1.931733502670392	0.3167490555384433	0.0	0.49659343250454435	1.2601967317088083	0.0
GDNF Family Ligand-Receptor Interactions	-0.0	0.004228878266155318	1.6793697839738786	0.8467104571407355	0.17271207115305923	0.9058586548158936	0.3365577250744623	0.0639432497732605
Synaptic Long Term Potentiation	-0.0	0.03349782718429964	0.47661586917529164	1.4838759997314988	0.22928167541078925	1.242977650776011	0.5345861332338646	-0.0
Actin Nucleation by ARP-WASP Complex	0.10926584444984197	0.24442230755776934	2.7429763803264327	-0.0	-0.0	0.6350118683855766	0.2548580504639281	0.0
RAC Signaling	0.11597211328587825	0.08067669223568094	2.6957892776528736	0.235099764349447	0.057667649592019594	0.37263736484749443	0.39785608742790657	0.0
PI3K/AKT Signaling	-0.0	0.6998163926391421	2.526405953141501	0.19261971222577856	0.1368488399475108	0.3421705623444036	-0.0	-0.0
Glioma Invasiveness Signaling	0.2491608144201089	0.06314814557296056	1.81595085948509	0.3466027607332101	0.11991086754307664	1.2766823249622974	-0.0	0.0
Tight Junction Signaling	-0.0	0.1700947550220553	1.2479943732237733	0.3652649730670997	0.48128565532001	0.792988914406174	0.6062590071713284	0.12799350559861433
Ephrin B Signaling	0.2553072825677175	0.14449386916083864	1.021486924343902	0.3540844307036166	0.02511500264895292	1.6611705962653114	0.16991436440827867	0.11277887722975784
HIPPO signaling	0.004385919184242313	0.4942189068282182	1.0190827529916644	0.7348759377038561	0.45120032619004546	0.7506400520483844	0.2841089146118514	0.0
PCP (Planar Cell Polarity) Pathway	0.1613361485909442	-0.0	0.3624945376078211	0.22046933728628257	0.1594529595130181	2.1456179691690256	0.5604109839469382	0.11460751262161502
DNA Methylation and Transcriptional Repression Signaling	0.29391711083866623	0.006047628282697958	1.3098598780814712	0.3306556681499621	0.5556765940707546	0.8152778066079885	0.3375365569998899	0.0639432497732605
Role Of Osteoclasts In Rheumatoid Arthritis Signaling Pathway	0.006187113456221882	-0.0	0.5967394507010275	1.9564181130416443	0.47182791415384356	0.37263736484749443	0.17891000966446546	0.0639432497732605
Zymosterol Biosynthesis	0.10926584444984197	0.08067669223568094	1.0581395894964263	0.45306345637170964	0.0	0.8596618021309458	1.0182465936567324	0.0
Cardiac Hypertrophy Signaling	0.06687057688785943	0.006047628282697958	0.9578029918917335	1.3047377773872273	-0.0	0.6759673468696346	0.4990016045660116	0.0639432497732605
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.02366088705957367	0.10053789750905252	0.31359502173201115	0.3167490555384433	0.16822305689016323	1.47836068664984	0.32375534248135357	0.8317325984324642
PTEN Signaling	-0.0	0.24442230755776934	2.096568620598697	0.19918785737931152	0.143540130705914	0.555268625631508	0.2046739948700965	0.0639432497732605
Pancreatic Adenocarcinoma Signaling	-0.0	0.5317440530930911	2.3213715762627363	0.2794114537698685	-0.0	0.32798748396045324	-0.0	-0.0
Axonal Guidance Signaling	-0.0	0.067182262586015	1.2994917420506438	0.42352979822313563	0.057667649592019594	0.9657565937661522	0.5429322772845696	0.09977866140368866
PDGF Signaling	-0.0	-0.0	1.23282522917404	0.7213140202761205	-0.0	0.9657565937661522	0.45918766134424954	0.0639432497732605
Ephrin A Signaling	0.31038783084237737	-0.0	1.269194470473603	-0.0	0.254314201299853	1.301895327810106	0.2841089146118514	0.0
Neurotrophin/TRK Signaling	-0.0	0.004228878266155318	1.5698181435327978	0.5571108355282395	0.09128944026231808	0.62242734046398	0.5039573766756109	0.0639432497732605
Mouse Embryonic Stem Cell Pluripotency	-0.0	0.14449386916083864	2.463046993166134	0.21314942973926654	-0.0	0.5302597868940772	-0.0	0.05185364234672673
EGF Signaling	-0.0	0.004228878266155318	1.1321123227948422	0.7764793001665866	0.17271207115305923	0.7562532207686854	0.4524836872645311	0.0639432497732605
Circadian Rhythm Signaling	-0.0	-0.0	0.5190002234130808	1.4838759997314988	0.057667649592019594	0.9058586548158936	0.3670056505225977	-0.0
Opioid Signaling Pathway	0.006187113456221882	0.1304393427506553	1.030170416642642	0.5587993813944065	0.12992044899073776	0.9593397548226118	0.4524836872645311	0.0639432497732605
Thrombopoietin Signaling	-0.0	-0.0	1.3944338454595924	0.6997238222809996	0.057667649592019594	0.8850095059483056	0.20113546379803726	0.0639432497732605
Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.006187113456221882	0.004228878266155318	-0.0	2.786032490706714	0.24751242859509873	0.1902065414032254	-0.0	0.0639432497732605
Endocannabinoid Developing Neuron Pathway	-0.0	0.006047628282697958	1.471394217144439	0.42352979822313563	-0.0	1.2896114829580045	-0.0	0.0639432497732605
Endocannabinoid Cancer Inhibition Pathway	-0.0	0.16658575758690847	0.49839531871372866	1.3047377773872273	-0.0	0.9657565937661522	0.21885201948841038	0.0639432497732605
Glycolysis I	-0.0	0.3770978386369082	0.40182525439967	0.473049728311583	0.12845095664213302	1.2530050532116068	0.4524836872645311	0.0639432497732605
ATM Signaling	0.4362783489135806	0.28208033434292595	0.6219065900145704	0.6264290750951189	0.49362304402979235	0.14427547399497076	0.5345861332338646	0.0
CD27 Signaling in Lymphocytes	-0.0	0.053395388582813764	0.8099737927812426	0.44743369677995526	0.17271207115305923	0.4927534076073731	1.0268727940310396	0.11460751262161502
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0.0	0.12228282574989435	1.5597459690469953	0.6377517573881027	-0.0	0.7968308527572207	-0.0	-0.0
Paxillin Signaling	-0.0	0.006047628282697958	2.3213715762627363	-0.0	-0.0	0.49659343250454435	0.20433488805074668	0.05185364234672673
Glioma Signaling	-0.0	0.1304393427506553	1.7982996837526148	0.2849122896032057	-0.0	0.6395554284995036	0.16042591981747553	0.0639432497732605
Toll-like Receptor Signaling	0.032275745129350546	0.004228878266155318	-0.0	0.8208075088514621	0.5538575180226807	0.2602752169837706	1.0700402725082423	0.3092866772811569
Colorectal Cancer Metastasis Signaling	-0.0	0.14449386916083864	1.2173896575877223	0.9578953496096458	-0.0	0.5972032104832387	-0.0	0.11460751262161502
Role of NFAT in Cardiac Hypertrophy	-0.0	-0.0	1.3944338454595924	1.0995602228847223	-0.0	0.31736692240208964	0.16042591981747553	0.059527675707063
Thyroid Cancer Signaling	-0.0	-0.0	1.0190827529916644	0.5446979481875147	0.16822305689016323	0.8596618021309458	0.32375534248135357	0.09977866140368866
Spermine and Spermidine Degradation I	0.0	0.1304393427506553	0.6957825418190431	0.5587993813944065	0.0	0.3769924079731445	1.2482783958890573	0.0
Cardiac β-adrenergic Signaling	-0.0	-0.0	0.38175328352356463	1.8822192451959667	-0.0	0.4783053130020778	0.2548580504639281	-0.0
Prostate Cancer Signaling	-0.0	0.1700947550220553	1.7253322684693795	0.1903690719013322	0.057667649592019594	0.792988914406174	-0.0	0.043184271154738975
Insulin Receptor Signaling	0.0	0.24442230755776934	2.0154574338017217	0.22845494545287268	-0.0	0.24524637868710358	0.23966734730953443	0.0
IL-2 Signaling	-0.0	-0.0	2.1165925323747166	0.21391217536534993	0.057667649592019594	0.24507323406759202	0.20433488805074668	0.0639432497732605
Amyloid Processing	-0.0	-0.0	1.3781731561559771	0.2703609458013348	0.11991086754307664	0.857702934029239	0.2556516018423358	0.0
Role of Tissue Factor in Cancer	-0.0	0.4661071891861803	1.3944338454595924	0.3167490555384433	0.12845095664213302	0.392694554325025	0.17891000966446546	0.0
ERK5 Signaling	0.06687057688785943	0.7301748764978357	1.2173896575877223	0.1752380212363096	0.11991086754307664	0.289169556390507	0.16382652647206258	0.11198456585901989
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0.0	-0.0	-0.0	0.8653983217943423	0.283931894171317	1.2627484613854791	0.39361342146913453	0.0639432497732605
Oncostatin M Signaling	-0.0	0.13152267475731524	2.315571980210685	0.0	-0.0	0.24507323406759202	0.10724097936333486	0.0639432497732605
IL-6 Signaling	-0.0	-0.0	1.6606553594343174	0.6377517573881027	0.08603065648271362	0.3049220837533411	0.15300773943605106	-0.0
Renin-Angiotensin Signaling	-0.0	-0.0	0.5316030247842403	0.9516420984585143	0.17271207115305923	0.7010838929202728	0.4688017111805066	-0.0
Autophagy	0.01915727265536729	0.24442230755776934	0.9233365987834996	0.5266790901915348	0.16532515423949143	0.3536785551718303	0.5263077311352249	0.0639432497732605
Oleate Biosynthesis II (Animals)	-0.0	0.16017825684817832	1.3126042823563253	0.7849977676443722	0.057667649592019594	0.49659343250454435	0.0	0.0
HOTAIR Regulatory Pathway	-0.0	0.16795455955866492	1.2773301469675284	0.2916157482328273	0.12992044899073776	0.33668316750025284	0.5429322772845696	0.0639432497732605
L-DOPA Degradation	0.0	0.24442230755776934	0.3624945376078211	0.7091115716016833	0.0	0.555268625631508	0.5429322772845696	0.3956210642306337
SPINK1 General Cancer Pathway	-0.0	0.07802062785144706	1.7253322684693795	0.1903690719013322	0.12992044899073776	0.19445015562240953	0.3670056505225977	0.11460751262161502
CDK5 Signaling	-0.0	0.031577828174995874	0.6275836060933143	1.3538899786364276	-0.0	0.17261273191605694	0.6062590071713284	0.0
Spliceosomal Cycle	0.06687057688785943	0.24442230755776934	0.40654542294332074	-0.0	1.3144518265929015	0.5978466209408491	0.08486218775638339	0.0639432497732605
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0.0	0.5752253893886029	1.4365643410084963	-0.0	0.12845095664213302	0.62242734046398	-0.0	0.0
Neuregulin Signaling	-0.0	0.08067669223568094	1.151466689125813	0.3167490555384433	0.12845095664213302	0.7562532207686854	0.32375534248135357	-0.0
Chronic Myeloid Leukemia Signaling	-0.0	0.13152267475731524	2.0217873309470478	0.19918785737931152	-0.0	0.3289057285176485	-0.0	0.05185364234672673
ID1 Signaling Pathway	-0.0	0.6998163926391421	0.9190096601016668	0.6076857495688646	0.09499112474463862	0.34056267188395783	-0.0	0.0639432497732605
G Beta Gamma Signaling	-0.0	0.05028866889313168	0.6510396517498699	1.195371759915133	-0.0	0.5978466209408491	0.15300773943605106	0.0639432497732605
Nitric Oxide Signaling in the Cardiovascular System	-0.0	-0.0	0.1381943334438381	1.3047377773872273	0.04404513954156621	0.9093970098310057	0.31502357403215697	0.0
