Gene	PVal	FDR	Log2FC
PCDHGB6	2.35641851947452e-15	2.79407178430508e-13	-0.763038005475804
PPP1CB	2.89251542168477e-15	3.39675873509963e-13	0.401544675263267
HLA-A	2.97936346213136e-15	3.4654253298105e-13	0.680471923926562
SLITRK2	4.17304634780704e-15	4.8080580231856e-13	0.373570873240314
C1orf56	5.99433722276653e-15	6.84194771043436e-13	0.306382622129612
JUND	9.65155170969196e-15	1.0814165232153e-12	0.577333835440961
DDT	9.60796297946882e-15	1.0814165232153e-12	0.173438073060566
ARC	1.03680964357328e-14	1.15114147063277e-12	-0.512363871407157
GADD45B	1.40515805145518e-14	1.53224957878769e-12	-0.209501051591284
ABHD2	1.8817799774351e-14	2.03382113844379e-12	0.537366065316728
CLSTN1	2.57802203751936e-14	2.76187571440561e-12	0.526677249567241
PRDX1	3.97297326268215e-14	4.1829243497532e-12	0.483996001703537
GFRA1	4.97344645464681e-14	5.19151295304286e-12	0.368030888123081
SYT1	5.41789525659695e-14	5.60752159057784e-12	-0.277456051664872
RPS17	6.10550068412094e-14	6.26609074413185e-12	0.402891505073
RPGR	6.85962620277364e-14	6.98138456787287e-12	-0.281184102241517
MEG8	7.2127979366253e-14	7.28015712396734e-12	-0.270103454822638
RTN3	1.12209211035136e-13	1.11415536127815e-11	0.422642026370574
SYT11	1.15987558637935e-13	1.14238391422992e-11	0.47091733134012
SEZ6L2	1.76585328808181e-13	1.72530929658745e-11	0.32853802231883
SELENOM	2.20919278870562e-13	2.14133901019537e-11	0.436065857292291
AL627171.2	2.44388491571985e-13	2.35017058863673e-11	-0.655423761944961
NDUFC2	2.59516474969215e-13	2.47615211624923e-11	0.598234742364214
SEC11C	2.8020687045317e-13	2.65284225491827e-11	0.569835666715305
PPIB	3.16453693497675e-13	2.97296073745162e-11	0.393802001668951
MARCKSL1	3.58550815688166e-13	3.34273367328211e-11	0.36988650273939
PCDH9-AS1	3.61774503364957e-13	3.34723637090623e-11	0.286044164697596
CPNE8	4.13160853635902e-13	3.79393496650772e-11	-0.297389366244227
TM9SF3	4.4948263697702e-13	4.09666525776145e-11	0.50409560491643
COX16	5.01505577309635e-13	4.5369537893945e-11	0.309554889789394
CNTN1	6.01969846216322e-13	5.40577774399995e-11	0.422121808873447
GPRC5B	6.26456853676112e-13	5.58461135324551e-11	0.357117163960396
MXRA7	7.43887554894662e-13	6.58340486081776e-11	0.338221078943122
RPLP1	7.52586918784935e-13	6.61247772598591e-11	0.259557221453632
ARL6IP1	7.94182482034161e-13	6.92810760934514e-11	0.61164010056219
PLS3	8.34249099637415e-13	7.22601720132748e-11	-0.251457915579723
SCN9A	8.74928295738062e-13	7.52499949003447e-11	0.331266348238086
FOXG1	9.51101193564814e-13	8.12293627762733e-11	-0.38593566234552
MTRNR2L12	9.71740028730929e-13	8.24157011867419e-11	0.431922662543607
ALDOA	1.09528763618463e-12	9.22534337980887e-11	0.183967950079347
TCEAL6	1.12628490307873e-12	9.41552432362477e-11	0.194990175063299
IER2	1.13328590483324e-12	9.41552432362477e-11	-0.802207867708269
RPS8	1.15819261770063e-12	9.55743678376879e-11	0.197113920100598
TAOK3	1.3930832045802e-12	1.14186075017033e-10	-0.299584573414962
MGST3	1.45699530970154e-12	1.18628558115899e-10	0.542115917972166
PDIA6	1.49375491054325e-12	1.20021241595162e-10	0.541138548518009
PSAP	1.48458020354077e-12	1.20021241595162e-10	0.460878824688505
AK5	1.68043499915327e-12	1.33267224965317e-10	0.179409643339821
H3-3B	1.74381676396712e-12	1.37401510569874e-10	0.155604620448347
MT-ATP6	2.04196717744321e-12	1.59862468834063e-10	-0.387845829527631
RBMX2	2.13713792219582e-12	1.66247550597309e-10	-0.360901793022328
BMP7	2.24262717238069e-12	1.73349402887882e-10	0.398174584984349
EEF1A1	2.88799465505787e-12	2.20444242013886e-10	0.287429796424779
NEU4	3.04971891630144e-12	2.31342963508009e-10	0.642644512123046
COL20A1	3.27710841767616e-12	2.47057562377031e-10	0.20979273315976
BCAP31	4.20445428824326e-12	3.15024541241196e-10	0.368469336278641
HSP90B1	4.47841219963862e-12	3.33505171915771e-10	0.494720548944854
MLEC	4.5798104131817e-12	3.38989239855686e-10	0.383747211172053
APP	4.65083585867868e-12	3.42172640614715e-10	0.425415080801786
TMEM50A	5.60783844392936e-12	4.10110963567122e-10	0.541139423260133
PLP1	5.79541309344352e-12	4.18812900060507e-10	0.324623873482411
YWHAE	5.78937003088422e-12	4.18812900060507e-10	0.349393799641861
INTS6	5.90296824633507e-12	4.24076183485236e-10	-0.443155092882919
GLTP	6.80771493355903e-12	4.86214166570505e-10	0.397766084888752
PAXBP1	6.88837262337806e-12	4.89114504937885e-10	-0.509998454596271
DDR1	7.47235806469751e-12	5.27513925110698e-10	0.463176369035368
JUNB	7.51631691803382e-12	5.27567692643374e-10	-0.698879006030374
SERPINE2	9.75432991156885e-12	6.80204202634073e-10	0.357387350019304
NRXN2	9.80233682662711e-12	6.80204202634073e-10	0.443246358342739
HSPA1B	1.00118554548323e-11	6.90818026383429e-10	-0.677147342633684
IGSF21	1.03635786543441e-11	7.11069584862382e-10	0.493364079070247
THSD4	1.05971658865297e-11	7.23034564090431e-10	-0.272057125525545
NKAIN4	1.06637236953456e-11	7.23533652729199e-10	0.480008025306783
PDGFRA	1.12544600619875e-11	7.59396247166041e-10	0.340599982350512
ITGB8	1.32012657425691e-11	8.85862958868116e-10	0.324177957323485
DHRS7	1.50776886442394e-11	1.00625033558523e-09	0.554643887792351
ALCAM	1.56162885425895e-11	1.03653115201438e-09	0.332729456034782
TMEM106B	1.66351487721766e-11	1.09818957813293e-09	0.424162047170457
PGRMC1	1.70325285321491e-11	1.11837780087708e-09	0.406850210067248
GOLM1	1.81284971349756e-11	1.18397505620031e-09	0.489679827690103
VWC2	1.89251788629026e-11	1.22943196517356e-09	0.243627619494443
ATP1B3	1.97260633005812e-11	1.27203745602627e-09	0.443246488122025
FADS2	1.97893324035857e-11	1.27203745602627e-09	0.209352817213288
PFN2	2.08759794325888e-11	1.33486040214768e-09	0.372757398895789
COX6C	2.18407787381719e-11	1.38927828504841e-09	0.514585751787941
PFDN5	2.21429023279896e-11	1.40119827011263e-09	0.162613293499173
NSG2	2.24238766641728e-11	1.41166394690486e-09	0.465735220028032
SET	2.3212626366413e-11	1.45382464519488e-09	0.443441404184565
TSPAN7	2.47524353772621e-11	1.54235455746175e-09	0.454679213169762
LETM1	2.82555382549707e-11	1.75003185681989e-09	0.241975306717623
PEBP1	2.83719239867631e-11	1.75003185681989e-09	0.488180102409885
PLPP4	3.07567810943568e-11	1.88760084173558e-09	0.259696234587889
ZNF37A	3.13159711374986e-11	1.91230977751135e-09	-0.346331832878319
HSPH1	3.62386724818922e-11	2.20190501005646e-09	-0.471811602328141
CSPG4	3.67109949652644e-11	2.2195612946078e-09	0.411108816873832
BEX5	4.25246292077382e-11	2.54584949271621e-09	0.265417275870731
FXYD6	4.51389813836797e-11	2.68918233970185e-09	0.504339927370691
DPYSL2	5.11298764256465e-11	3.0313067028467e-09	0.426588124822033
TMCO1	6.20380328352999e-11	3.66024393728269e-09	0.454988110602188
ATP6V1A	7.29632806320396e-11	4.28413724211106e-09	0.184973336950295
MZT2B	7.77875215518533e-11	4.54554545795591e-09	0.449545835683468
PLEKHB1	8.01604991867241e-11	4.6619056027022e-09	0.28353481989313
STK32B	8.08466469189157e-11	4.67952653469534e-09	0.188498634163602
NCALD	8.47259452257744e-11	4.88093381623765e-09	0.324665056470294
RAP2A	9.05394986647404e-11	5.1913563248473e-09	0.166110001558304
TMX2	9.5786872802514e-11	5.46656578288366e-09	0.253550629780603
UGT8	9.82272488626201e-11	5.57976460632177e-09	0.395098010704596
REEP3	1.17030690516491e-10	6.61711029295328e-09	0.328904643166452
PRKACB	1.18661814173291e-10	6.67841814054564e-09	0.235075333551443
RPS21	1.30683130736249e-10	7.28782226338723e-09	0.530564573106536
CTSD	1.34450193506367e-10	7.46381915133298e-09	0.391154577389332
CHAD	1.409884177228e-10	7.79136445994824e-09	0.322787033040844
LRRC7	1.4358202973504e-10	7.89895193312633e-09	-0.411960514988622
ARL4C	1.73408838593297e-10	9.49704998089657e-09	-0.298822681174927
PET100	1.89603257524762e-10	1.03376097506693e-08	0.43403564848821
ARL6IP5	2.55187944423446e-10	1.37420999409413e-08	0.522513436931351
PTPRA	2.55421001113049e-10	1.37420999409413e-08	0.392873438517218
TMEM14C	2.62763353118095e-10	1.4013663020224e-08	0.166444225224666
COL6A1	2.81461604264344e-10	1.4880911570911e-08	0.31010511625616
CNN3	2.85697674122725e-10	1.5039765922676e-08	0.347093872903606
FXR1	3.03763419470429e-10	1.58541138546682e-08	0.243345861528971
OMG	3.05117412355935e-10	1.58570168387363e-08	0.469675755300743
TMEM59	3.26282871021324e-10	1.68851385753535e-08	0.458299620228261
RPS27	3.35171417096696e-10	1.72719346708943e-08	0.248303215186996
PLEKHH2	3.43184643689286e-10	1.76105632494842e-08	0.22021485534291
SELENOT	3.61428308501689e-10	1.846913778967e-08	0.504866513021558
KRTCAP2	3.8531537093589e-10	1.96077359385001e-08	0.436967944191372
CD59	4.15101143350835e-10	2.10358102230031e-08	0.353729391041189
DIAPH1	4.26621760161689e-10	2.15302956894823e-08	-0.399583637654987
PHKG1	4.3721603784798e-10	2.19741541985077e-08	0.178708517896203
SCN7A	5.176532935296e-10	2.59102445650697e-08	0.171447491919568
CDK6	5.24012778567613e-10	2.61215023046786e-08	0.203645373653951
PLPPR1	5.81281466979082e-10	2.88584981959981e-08	0.397884631761264
CHMP4B	6.14367561730162e-10	3.03776155117833e-08	0.185284817870466
CBX6	6.52057828523643e-10	3.21112187893518e-08	0.299876193172327
ASAH1	7.07591639255185e-10	3.47060911253959e-08	0.402106824462229
RIN2	7.4644953712251e-10	3.64655527875088e-08	0.308328120959492
TMEM33	7.5455263035021e-10	3.67145469102275e-08	0.338211278694244
DSTN	7.68031866577864e-10	3.72221158195058e-08	0.476646241650204
GPR17	7.74726376174299e-10	3.73981550680503e-08	0.36144565060857
DOCK9	9.07273148113437e-10	4.36241218815331e-08	0.239102133439741
FBXO7	9.15068019175718e-10	4.38263753654629e-08	0.300180851110035
SLIT2	9.76944914570172e-10	4.66071415689278e-08	0.23867770712402
EMC7	1.14358984665446e-09	5.43449914287584e-08	0.527771236562995
SUMF2	1.19108198914238e-09	5.63824974162631e-08	0.223219812727525
NFIX	1.24984911541593e-09	5.89359353149604e-08	0.368586117300148
AFAP1L2	1.33930954865083e-09	6.29114904525869e-08	0.237436549896997
AIG1	1.36000570753687e-09	6.36388877630185e-08	0.379582369205229
HEY1	1.40124611014328e-09	6.53183921495417e-08	-0.43784318290834
GRID2	1.54686109535339e-09	7.15599036270869e-08	0.388292159613121
LUC7L3	1.56105042307762e-09	7.19438068567811e-08	-0.228869142661495
CAMK2N1	1.76995993369579e-09	8.09607515738825e-08	-0.325160088710176
SPARCL1	1.84711259490814e-09	8.38616584446586e-08	0.641439772065557
PID1	1.87571918755607e-09	8.48450312504531e-08	0.257310332448373
GATM	2.08043124268963e-09	9.34128925256191e-08	0.38048436518015
THUMPD3-AS1	2.11034708514438e-09	9.44090437760744e-08	-0.417007339192137
CAT	2.24218952283545e-09	9.99410972349974e-08	0.276551387220028
ATP6V0E2	2.28512463875815e-09	1.01484462593285e-07	0.504252128781337
PDIA3	2.33991603448894e-09	1.03541284526136e-07	0.471601985841126
MID1	2.54579302936676e-09	1.12244658005979e-07	-0.228249570214093
SELENOH	2.6295515802429e-09	1.15520551976642e-07	0.256602809512607
COL11A1	2.76276522422519e-09	1.20505898869508e-07	0.298326095437418
RCN1	2.90747784729596e-09	1.25473593459454e-07	0.313044578480281
RPL3	2.89970132668188e-09	1.25473593459454e-07	0.244240103680044
SNX3	2.99756085365209e-09	1.28453370897028e-07	0.331105345286404
SUSD5	3.0096761524304e-09	1.2852159038333e-07	0.211727585306133
RPL13	3.04833336738747e-09	1.29718799358548e-07	0.348137976718665
APLP1	3.14388456972639e-09	1.3332035503496e-07	0.299430181101624
MIR503HG	3.54760485098303e-09	1.49920062439639e-07	-0.358941480931295
TIMP3	3.69698347528318e-09	1.55693997184943e-07	0.304336760070553
ANGPTL2	3.7299245256644e-09	1.5654147158742e-07	0.320971171693292
PCDHGC3	3.86742502050112e-09	1.61204306400615e-07	0.310821388236544
TGFBR3L	3.96049096547363e-09	1.64522027759624e-07	0.23474999391643
CA10	4.13133643642659e-09	1.71037328468061e-07	0.355601197663423
GNG5	4.16307266426943e-09	1.71768940705144e-07	0.201856514432653
NDUFB6	4.38615553205328e-09	1.80364032030191e-07	0.441836797949244
GDE1	4.66280954487437e-09	1.91096956280371e-07	0.17120035196313
FTH1	5.17312057279886e-09	2.11302078781246e-07	0.344139814381816
TSC22D1	5.55691831560214e-09	2.26222144628163e-07	0.371282253460745
DLL3	5.80717973257234e-09	2.35624870677429e-07	0.404177715091972
PPP1R10	6.02140732665623e-09	2.43508104902161e-07	-0.431072774787954
IQCK	6.11777551251691e-09	2.46588753578776e-07	0.240041915191798
HES1	6.33861547444129e-09	2.53814789473283e-07	-0.542635956943446
PFKL	6.60507771792614e-09	2.63620307741934e-07	0.174204906565022
PLEKHO1	6.63321373511251e-09	2.6388090992485e-07	-0.311193208517266
NDUFA4	6.89597981773796e-09	2.734435114092e-07	0.292128028435641
MIR9-1HG	7.54880689073358e-09	2.98361095652198e-07	-0.312272249958013
DAD1	7.81847810647007e-09	3.08022816497803e-07	0.51224064300454
CD151	8.62022451018408e-09	3.3851704804784e-07	0.295247081798777
SOX21	9.30491347062081e-09	3.6306999430253e-07	0.162444592170235
ASTN2	9.41623566519585e-09	3.66243586557442e-07	0.287183426653069
WSB1	9.46865236661755e-09	3.671131789e-07	-0.260012577075458
SLC22A17	9.79542319782139e-09	3.78580707325926e-07	0.366315165356877
RAB2A	1.00654618476764e-08	3.87790175222941e-07	0.399578866109425
TXNIP	1.0237857265949e-08	3.93191669147911e-07	0.214542082269345
AL157778.1	1.02885246746292e-08	3.93898908624599e-07	-0.196975192707756
EEF1A2	1.05875519634812e-08	4.04080537906237e-07	0.319269490932073
HIP1	1.09094666130326e-08	4.15069519454725e-07	0.276440149466733
FRMD4B	1.10058475732548e-08	4.17436075814162e-07	0.212547331724718
SERTAD1	1.11933217051253e-08	4.23232315742089e-07	-0.244299194989464
CERS4	1.14127503156613e-08	4.3019728273201e-07	0.22416544629176
CKS2	1.16652794337872e-08	4.38363254537979e-07	-0.166025230143621
TMED9	1.28097320813091e-08	4.78425865165223e-07	0.419357404338066
SEZ6L	1.3631830344909e-08	5.06035088153112e-07	0.247925193980606
BEX2	1.40376674544717e-08	5.1952131097413e-07	0.390737623637907
CDC42	1.57261953881188e-08	5.7850609721414e-07	0.342705257611819
COX7C	2.06236571457946e-08	7.52531307531748e-07	0.415283317492545
ATP6V0E1	2.22073971596921e-08	8.07199230688449e-07	0.518456199499522
SRP14	2.30067160581842e-08	8.33771582251048e-07	0.240862496041176
CANX	2.52850071200624e-08	9.09432882165271e-07	0.445308871054277
CNN2	2.60267163677043e-08	9.32153334307251e-07	0.188644139613135
TLE5	2.66476602987542e-08	9.51601974352881e-07	0.318731363077947
PCYOX1	2.68933656345167e-08	9.57576310479162e-07	0.198036093290508
REV3L	2.81117597421995e-08	9.97197201088873e-07	-0.423018209773866
TMEM147	2.81694124601377e-08	9.97197201088873e-07	0.398293760306285
TMEM179B	3.23245166445219e-08	1.14098069878481e-06	0.183743433168277
MPZL1	3.24959186474861e-08	1.14372522893875e-06	0.391108696592789
INSR	3.57148092991296e-08	1.25340507462721e-06	0.254194076167119
SSR1	4.14163758113666e-08	1.44107748656473e-06	0.267651898392615
PCBP2	4.36638013905104e-08	1.51066857332097e-06	0.279023664806174
SAR1A	4.40903111425388e-08	1.52111573441759e-06	0.281926782345297
RPL21	4.45550176916957e-08	1.53281811568642e-06	0.421525710852185
MAMLD1	4.58339734307818e-08	1.56730415016304e-06	-0.234049524609641
BSG	4.57277170845534e-08	1.56730415016304e-06	0.498180442313847
SELENON	4.86652645679361e-08	1.64639577885929e-06	0.349463119281954
KLRC3	5.13096799564528e-08	1.72708501327204e-06	0.21206366264301
IFNAR1	5.13331580952879e-08	1.72708501327204e-06	0.35989056463024
LAPTM4B	5.17018261335528e-08	1.7347098971678e-06	0.367636673293435
TMEM9	5.99615762534629e-08	1.9899748119118e-06	0.313068220505363
TIAL1	6.23173400698305e-08	2.0569774980347e-06	0.33491296404076
GPC6	6.40116721946418e-08	2.10720903642361e-06	0.158571712220644
LINC00320	6.51034086796935e-08	2.13738690915349e-06	0.167018477387909
LRRK2	6.59854668344921e-08	2.16053755080336e-06	0.214408937876958
ST13	6.95313262984071e-08	2.2705510376536e-06	0.300986707243974
DPP6	7.3008553954834e-08	2.37774258520103e-06	0.297060516129483
PHACTR3	7.58561579437574e-08	2.46391291746572e-06	0.230252762794568
ATP5ME	7.67033860959529e-08	2.48482348644529e-06	0.308852882773452
DDOST	8.6611116040719e-08	2.77918047152174e-06	0.362909858478069
PTPRN2	8.67000540121003e-08	2.77918047152174e-06	0.207596086489459
TSPAN3	8.66059701390521e-08	2.77918047152174e-06	0.378896424110775
TMEM130	9.19489998492411e-08	2.93204473931797e-06	0.202113129898287
CHD9	9.7247022039526e-08	3.07688569991899e-06	-0.285249684660634
COX6A1	9.94071872241767e-08	3.1336746990926e-06	0.482878466816268
TTLL6	1.07909125002206e-07	3.38790268290987e-06	-0.154180734683714
NES	1.09575681753182e-07	3.43140461859386e-06	-0.292001365941284
CACNG2	1.10481520492546e-07	3.45092278714953e-06	0.171734759438102
ARMCX3	1.11612865457788e-07	3.47736715774479e-06	0.287950974272825
ATCAY	1.1621537176059e-07	3.61154792700275e-06	0.377188909036487
CSPG5	1.27154337366783e-07	3.89206998060282e-06	0.248355926041885
CDH2	1.26994580173514e-07	3.89206998060282e-06	0.359647270703639
PLEKHB2	1.28999362148972e-07	3.93867302481349e-06	0.213759256875828
SETD5	1.3112217810759e-07	3.99350414271319e-06	-0.234672744416577
NLGN4X	1.42076438036109e-07	4.30565642117866e-06	0.339597100110891
LRPAP1	1.72386009154758e-07	5.14755581859915e-06	0.401809228228032
ACTG1	1.73369932420995e-07	5.1643097186771e-06	0.229069009922209
ANO3	1.86249320813731e-07	5.50765848692033e-06	0.150001231714902
SCN1A	1.94257183240854e-07	5.7305869056052e-06	-0.380177632618916
GPR82	1.96818853521016e-07	5.79216544108956e-06	-0.217336519952752
PRMT2	2.00738520287016e-07	5.87918356898159e-06	0.212164721302347
HSPD1	2.0342053477865e-07	5.94348084031495e-06	-0.477269746949487
PGP	2.07281601919453e-07	6.0418381962823e-06	-0.296560524676192
LRRC4B	2.19077218280845e-07	6.35532082390488e-06	0.35797289069862
ENO1	2.28580189281835e-07	6.59964503947766e-06	0.250692837457125
SLC18B1	2.32209707274366e-07	6.67288742339255e-06	0.25048323825417
RPL18A	2.3726018465861e-07	6.78608579680471e-06	0.24649891243039
PCMT1	2.47673460963021e-07	7.05089971734587e-06	0.371605551634441
EFCAB14	2.56065671041428e-07	7.27286055913713e-06	0.166946031369439
NDFIP1	2.58589184102986e-07	7.32749351612474e-06	0.342367477483177
HSPA1A	2.72218126981968e-07	7.67806001115653e-06	-0.267076623179031
KTN1	2.71971973809869e-07	7.67806001115653e-06	0.294591388878678
UBE2V1	2.73559869423947e-07	7.69812600293701e-06	0.15600677152141
NDUFA3	2.74197693878699e-07	7.69833663296677e-06	0.501656438183428
ATP1A3	2.82671202357657e-07	7.88187989587686e-06	0.236923929318627
KCNJ16	2.96531405092874e-07	8.21210442267409e-06	0.307503429521654
PRDX5	3.04997796321904e-07	8.40843811846369e-06	0.494737338172713
SPCS1	3.0758285112725e-07	8.46060666850699e-06	0.43254821775838
PRDX2	3.51495592420789e-07	9.58217783534619e-06	0.361655426472349
NDUFS8	3.63543205465793e-07	9.88853712328225e-06	0.381292092514757
CCDC50	3.94866594276859e-07	1.06457079821264e-05	0.178611666137257
RPLP0	4.06543526206141e-07	1.09123430451771e-05	0.452440788196944
XIST	4.38594495014878e-07	1.16700535242194e-05	0.176025238848642
OSBPL8	4.40490346841597e-07	1.16950187086444e-05	0.364900000386399
FAM199X	4.43927368696825e-07	1.17257548608845e-05	-0.362255620451737
UQCR11	4.44528330515804e-07	1.17257548608845e-05	0.420468973719974
DPP7	4.48028551581812e-07	1.17926135785963e-05	0.286002095970359
ZNF506	4.57444444982397e-07	1.19650287569395e-05	0.275423785641011
PABPC1	4.69640753834401e-07	1.22296855577389e-05	0.239487001770738
