Gene	PVal	FDR	Log2FC
PTMS	0.000159179960838132	0.00981850940260661	0.447497495507595
LRP1	0.000164042280762558	0.0100172418747656	-0.303449748880287
SCG2	0.000171946405456547	0.0102012777512403	-0.421194933881659
NDUFA12	0.000168118731859493	0.0102012777512403	-0.441196393115493
UQCR11	0.000172067732478139	0.0102012777512403	0.81798335055278
FBXO2	0.000173096807884048	0.0102127116651588	-0.236459739165948
RPL12	0.000187673696258994	0.0110195137135149	0.724630226697237
HLA-C	0.000189785464400844	0.0110901907977393	0.517352151024557
HARS1	0.000199929597204314	0.0115722282969492	0.254038354949813
RPS14	0.000206526694029085	0.0118727679786635	0.505681927384116
RPS20	0.000208005216908153	0.0118727679786635	0.355603804149323
COX6C	0.000220159268206933	0.0123339685440884	0.398323394396972
SEZ6L2	0.000226129918126068	0.0126007425577873	-0.42801538358049
STK32B	0.000262178952107409	0.014179103833616	0.189615801879781
EDF1	0.000266174757410058	0.0142578610186361	0.453761141060902
RPLP1	0.000300356428963985	0.0156762951578511	0.29890412374815
SELENOM	0.000302788966442188	0.0157360070091849	0.389194995802297
LY6H	0.000320020304603219	0.016491172911895	0.546290725334018
TCEAL7	0.000332220418140473	0.0169766023713372	0.283467763172325
GNG5	0.000384427443307227	0.0187236973874961	0.284872234284384
NBEAL1	0.000383326814515557	0.0187236973874961	0.190821811238206
ZNF703	0.000385891094125242	0.0187236973874961	0.150470750077358
KAT6A	0.000380572999265601	0.0187236973874961	-0.228437645057514
ERCC6	0.000387052105118664	0.0187236973874961	0.177820936515853
ZNF100	0.000387873203884099	0.0187236973874961	-0.19782134862651
MICOS10	0.00039490354141049	0.0188097582697504	0.423963632737194
FAM153CP	0.000398551594385622	0.0188663202412078	-0.170327002857968
ARHGEF6	0.000402373882111467	0.0189737151437349	-0.221144818049372
CDK2AP2	0.000408789439143784	0.0192020977702424	0.160082154843043
LRRC7	0.00042990540033552	0.0199636298642498	-0.365484021321817
MRPL32	0.000429510790506409	0.0199636298642498	-0.154723376949123
RPL13A	0.000440223267611683	0.0202884783673264	0.576109287449054
SLC44A1	0.000442280185435983	0.0203066462583822	0.412756515774619
C6orf120	0.000452305452551969	0.0206891628914502	-0.175983800994666
PDXDC2P-NPIPB14P	0.000471918368702223	0.0212676717231005	-0.237442558844904
RPS21	0.00048038831830519	0.0215697887186077	0.338768779338814
AL118516.1	0.00050584970137579	0.0225472350470895	-0.176848214121296
SEMA3E	0.000508789114710885	0.0225957871198692	0.161211246748345
XIST	0.0005147024216496	0.0227755821579948	0.213233719882378
EPN2	0.000535175422497472	0.0235960196208001	-0.209811156202095
STXBP6	0.000541158326954663	0.0237739807449543	-0.259739264536171
ARL4C	0.000546289827288153	0.0239133966332265	-0.270901270415449
MFGE8	0.000554509742525746	0.0239773020124848	-0.293171963851543
PANTR1	0.000573055954504817	0.0244838773782347	-0.391186253169808
SPOCK2	0.000571982981333682	0.0244838773782347	-0.356540635802325
SYNRG	0.000590671762081425	0.0249004684835837	-0.337306471644565
ARL4A	0.000607051621951549	0.0251319371487941	-0.416902702249914
NDUFB6	0.000625295065804697	0.0256266061700428	0.470064590076595
TMX2	0.00064497299840913	0.0260850411927354	0.185973180329986
MYEF2	0.000676859289922687	0.0272821204878739	0.314140629014592
RPA2	0.000689901617665704	0.0276254703493484	0.230621841842337
NR2F1	0.000695185555716682	0.0276701816746504	-0.434628362088953
CNTFR	0.000760072631469781	0.0296574027097139	-0.254431365482114
CCND1	0.000777574766485505	0.030147684517738	0.390922987570448
HEPN1	0.000800624843578929	0.0307210536904085	-0.303421021812767
MT2A	0.000802424967431452	0.0307210536904085	-0.583207800034708
SOX2	0.000820592029968373	0.0312208425607593	-0.300511455132495
DDX39B	0.000868427043102228	0.0324695402105643	-0.213147038753006
RPS18	0.000879488575982042	0.0327475426172825	0.306593384835156
GNG8	0.00088804492831879	0.0329656313360407	-0.245411405152365
WNT7B	0.000913265576661969	0.0331955728802757	-0.212778358445858
SELENOT	0.000918979550602211	0.0332056131701326	0.202366216310455
BX664615.2	0.000928450838744318	0.0334488793321072	-0.19012600536169
SAP30	0.000938795427779976	0.0337220839984613	-0.20349911936447
MZT2B	0.000962643548198282	0.03377474332836	0.367051910313579
LAMTOR3	0.000961998001929051	0.03377474332836	-0.184779769820249
CCT6A	0.00096107917499029	0.03377474332836	-0.224835905221075
SERP2	0.000964921811561355	0.03377474332836	0.153963061103797
RPL19	0.000978519293751036	0.0340474533748758	0.422332393655884
ULK1	0.000987023923203734	0.0342458044718386	-0.163959722771721
MEF2C	0.00100255223730021	0.034393737286931	0.184790947222264
NRXN3	0.00100036892358409	0.034393737286931	-0.278715281636262
NTM	0.00101614080711664	0.0347622624014441	-0.258928041961931
NUTM2A-AS1	0.00103273438407475	0.0352312431081142	-0.305462092167758
LINC00662	0.00104342965424398	0.0353983510202269	-0.276549597368034
C2orf72	0.00108864642045903	0.0364104879332714	0.185914661750909
EPB41	0.00109730786417332	0.0364169047422521	-0.152425674055062
SUMO1	0.00112618293173148	0.0372507439578806	-0.470989624997068
RNASEK	0.00113365632078196	0.0373189882633694	-0.160454131519044
MACO1	0.00118486403135084	0.0385886517730342	-0.307294184807927
MT1E	0.001194595155056	0.0388021027359012	-0.333860570738973
IGF2R	0.00119874374694001	0.0388335739559107	-0.240884680006989
LINC02283	0.001250252292551	0.0401824506550666	-0.171061614348073
PHB2	0.00133405494833662	0.0420661578169518	0.377853147038403
PTPRS	0.00133986206425892	0.0420661578169518	-0.187574845534198
LRRC4C	0.00135276309220579	0.0422290725800797	-0.301531422750328
SNRPF	0.00135745284886533	0.0422290725800797	0.3290269925455
MIF	0.00137336751877785	0.0425709073777511	0.518832221537257
POU3F3	0.00140963987644269	0.0433784766815706	-0.397183803921867
MTLN	0.00141007575882941	0.0433784766815706	0.260486896621134
RPL11	0.00152943474818482	0.0461209545174843	0.326736800263133
CYB5R3	0.00154496069344542	0.0463602087200219	-0.191110605040535
DUSP6	0.0015856110378682	0.0470025912754473	0.320573732502268
LENG8	0.00159851850590564	0.0471562959242163	0.230500474062597
RPL10	0.00167120582052121	0.0481043282362275	0.285534052987138
