Gene	PVal	FDR	Log2FC
TMSB4X	2.33524685105967e-09	2.52392653026476e-07	-0.506437276332153
SUMO2	2.48031866939565e-09	2.63409842689818e-07	-0.928127273829019
TMEM59	3.30135821794473e-09	3.2515716061096e-07	-0.539538761931262
MEF2C	3.98111303342392e-09	3.76909561838809e-07	-0.164512438145925
H3-3B	4.30022087269723e-09	4.00905324566804e-07	-0.571315261706989
SNHG29	4.44085228439366e-09	4.10879764767423e-07	-0.968421664068122
NDFIP2	5.11465809680188e-09	4.6966405515971e-07	-0.211310301195861
RPL11	6.32700581094765e-09	5.6402716765769e-07	-0.658626342833197
PSMD10	6.66635194390184e-09	5.89972147035313e-07	-0.626280199204353
TMEM251	6.86581384738727e-09	5.94696344100289e-07	-0.190510211712287
RPL19	6.97163746487394e-09	5.99609918017644e-07	-0.733695770606185
QKI	7.67661477897707e-09	6.51072890941993e-07	-0.511593283599846
RPL6	9.66603562801463e-09	8.02354665385694e-07	-0.617239854614724
YBX1	1.01934431589139e-08	8.19029745393522e-07	-0.656071477127149
L3HYPDH	1.11311715382525e-08	8.71442294850501e-07	-0.208399652777958
RIOK2	1.20969506020563e-08	9.29182752848511e-07	-0.321702230686175
MPC2	1.43856953033138e-08	1.07786807815566e-06	-0.983715682027119
CHMP2A	1.70140416039967e-08	1.22954136159533e-06	-1.09877383882843
CHCHD2	1.82797304832644e-08	1.31323734348299e-06	-0.908707815958066
MT-ATP6	2.12656944797513e-08	1.50998794582094e-06	0.528058821797023
MARCKSL1	2.18862772573555e-08	1.54506996615077e-06	-0.589922455534704
GPT2	2.21820888449417e-08	1.55695316703031e-06	-0.253967212795676
EIF2A	2.35051479902779e-08	1.62185521132917e-06	-0.153255046166677
TRIM52	2.41625099568643e-08	1.6578468208044e-06	-0.16555261212428
PRMT6	2.53842814914986e-08	1.72232349919818e-06	-0.200561004943277
LBR	2.53048114181504e-08	1.72232349919818e-06	-0.213109330168308
ADIPOR1	2.64783878719019e-08	1.78663287889248e-06	-0.194027680172926
DNAJC15	2.70173997830394e-08	1.81298628324319e-06	-0.315228659615599
ALDH2	2.74768474029368e-08	1.82048098339784e-06	-0.544030611920986
NUFIP2	2.83777465445513e-08	1.8533551794043e-06	-0.392120508384975
ENDOG	2.91225287746982e-08	1.89188002087973e-06	-0.480727388273944
PANK2-AS1	3.08447435230871e-08	1.98266764551296e-06	-0.163712386795914
YWHAG	3.1150761989552e-08	1.99185474438952e-06	-0.409515815323211
RPS3	3.43997052042624e-08	2.16558556525597e-06	-0.5452313364434
PPIB	3.59864875232473e-08	2.23097955391583e-06	-0.549813439130437
PGRMC1	4.67708197497338e-08	2.78640010538292e-06	-0.493224517267305
SKP1	5.40175753842125e-08	3.1717146546509e-06	-0.64785470569044
RPS4X	5.38834568186063e-08	3.1717146546509e-06	-0.625446535443379
PSMD11	5.47369864052844e-08	3.18172767577629e-06	-0.252631366620392
DBI	5.9904220999068e-08	3.41873949094214e-06	-0.650496513268112
RPL10	6.44005556641363e-08	3.60790819415641e-06	-0.620700184801171
RPS27A	6.65909306467955e-08	3.69670470904234e-06	-0.559764946644248
AC006480.2	6.74634779565225e-08	3.72819663476475e-06	0.510792203047352
EMC7	7.79301723528896e-08	4.24893390600822e-06	-0.550480214282185
CLTA	7.84290632553501e-08	4.2571295535004e-06	-0.699005360616881
SLC2A4RG	8.70737801484515e-08	4.66417577610982e-06	-0.172151996850125
RAN	9.02406592264263e-08	4.81270380407137e-06	-0.987802474886348
VKORC1L1	9.076915612741e-08	4.81984219036547e-06	-0.221511385984219
TMCC1	1.03451531129837e-07	5.33102763581732e-06	-0.312745838954323
RSL24D1	1.22931677748853e-07	6.1784550631553e-06	-0.901918936743803
YIPF6	1.36605920098972e-07	6.83256992994264e-06	-0.293871865317274
DPY19L4	1.39895381503486e-07	6.91717528057521e-06	0.181926361866541
SPCS1	1.46311058498535e-07	7.11911138423349e-06	-0.55123204619049
ATP5PF	1.46232834878222e-07	7.11911138423349e-06	-0.757028138882925
VBP1	1.50797992994682e-07	7.24751423335957e-06	-0.919519557745084
BEX4	1.55500522759471e-07	7.34011124977685e-06	-0.68407957254376
MT-CO3	1.55026082766792e-07	7.34011124977685e-06	0.517730818762788
TBCB	1.57841174262611e-07	7.41428562026641e-06	-0.992667322614906
RPS18	1.69893531531047e-07	7.8302486341795e-06	-0.635973214245549
ZDHHC5	1.69902226157174e-07	7.8302486341795e-06	-0.163934405070625
GTPBP6	1.70797694593028e-07	7.84192572956634e-06	-0.225804242409991
TMEM60	1.77882325584534e-07	8.13661738713078e-06	-0.387827442849662
HMGB1	1.81608747368369e-07	8.24530718070592e-06	-0.545181252383026
CHST8	1.87368033191177e-07	8.47528070134757e-06	-0.166486033897653
TFG	1.90857696981581e-07	8.53826026826389e-06	-0.251576068763227
SELENOT	1.90756673211788e-07	8.53826026826389e-06	-0.465158407988562
PSMA7	1.91737405580387e-07	8.54630997939149e-06	-0.833285156769988
UFD1	1.93404364627916e-07	8.58926365527541e-06	-0.373885890187339
UBB	2.08383070723111e-07	9.18766224816373e-06	-0.988449410899147
PGM1	2.21330196959984e-07	9.688550879829e-06	-0.477575698956996
TTC19	2.37563008156202e-07	1.02521449420908e-05	-0.27370205952824
PEBP1	2.40543484509863e-07	1.03442168180245e-05	-0.506228010723398
ZNF22	2.70511907900234e-07	1.15516151440054e-05	-0.788721036694608
SOD1	2.83093456156163e-07	1.2046760906046e-05	-0.886006465761574
CPNE3	2.85623273763866e-07	1.21122119530489e-05	-0.575638926853893
VIM	2.91928339651211e-07	1.23367502150873e-05	-0.790179161098637
METTL9	3.02996360935258e-07	1.27216970838928e-05	-0.772260836927271
NDUFB10	3.12159413205524e-07	1.30561743612297e-05	-0.848472741320647
RPS19	3.16549074439171e-07	1.31945865055481e-05	-0.52517271217951
UXT	3.26393295602796e-07	1.34670314837735e-05	-0.57577061477068
EIF3K	3.70279583724802e-07	1.50740818534367e-05	-0.812362808193171
MARCHF9	3.8015351225544e-07	1.54246340371286e-05	-0.172985467196325
NDUFA4	3.94317639652004e-07	1.58414517535195e-05	-0.485007097271674
FTH1	3.98300747728194e-07	1.59490066623096e-05	-0.475016959241196
TUBA1A	4.11758921194443e-07	1.63273107290511e-05	-0.586354338363106
ATP2A2	4.22952892797085e-07	1.67169051123974e-05	-0.244223712650796
ACTG1	4.56548396465418e-07	1.79286995692352e-05	-0.50405959158563
RBM15B	4.71660891044702e-07	1.84628027638748e-05	-0.197492946152445
ARPC1A	4.7719153053316e-07	1.86196171322731e-05	-0.343465108446172
CDC42BPB	4.80544303047226e-07	1.86907247551457e-05	-0.202677898613489
ATXN7L3B	5.21537511676534e-07	2.0093178643866e-05	-0.631619997059808
SNX1	5.33865440236705e-07	2.03375194456957e-05	-0.415091106098549
P4HB	5.34540550402712e-07	2.03375194456957e-05	-0.289574950349865
INSR	5.3356074094433e-07	2.03375194456957e-05	0.23382003151142
ZC3H7A	5.39410963134214e-07	2.04590872445906e-05	0.251001773280256
UBE2E2	5.75754062062956e-07	2.16015126487089e-05	-0.245270610940321
RCE1	5.95053680228276e-07	2.22244360753148e-05	-0.202698447482633
COX7B	6.52871170980554e-07	2.38475570642962e-05	-0.881867002507239
EEF1D	6.50845256636863e-07	2.38475570642962e-05	-0.399356458966867
RAPGEF1	6.54133432943521e-07	2.38475570642962e-05	-0.245788646336201
TMEM186	6.51667389950706e-07	2.38475570642962e-05	-0.153838054089626
ZNF800	6.66064049367159e-07	2.41016261249785e-05	-0.295929500192727
SERPINE2	7.09379306199166e-07	2.53323083819018e-05	-0.485770017625606
CIRBP	7.18006510198203e-07	2.55656370526258e-05	-0.556793755779974
AKR7A2	7.64531664928123e-07	2.69763968120737e-05	-0.466119054542751
MRPS28	8.22859721385111e-07	2.87953747199896e-05	-0.398093994422281
SESN3	8.32840502875918e-07	2.89785785231441e-05	-0.458603437514408
PHF23	8.56081019599676e-07	2.97026065124172e-05	-0.474996363060524
MT-ATP8	8.63926866047354e-07	2.98899116573267e-05	0.957650321242171
ELOC	8.78698840532595e-07	3.01764385844865e-05	-0.764276756576404
EGFR	9.14191864147201e-07	3.09280477474509e-05	-0.179720695557132
EIF5	9.66710789320407e-07	3.25246249861436e-05	-0.699024956714728
MRFAP1	9.95218604284382e-07	3.33917714673768e-05	-0.655724747584819
ESD	1.08385371349978e-06	3.6068407092569e-05	-0.528108424975718
PFN2	1.10290252025095e-06	3.66025773908283e-05	-0.800600096757226
HIKESHI	1.1173357249132e-06	3.68933413961849e-05	-0.706668082662832
RALA	1.14044651369082e-06	3.73901593324117e-05	-0.675248351436679
CCND3	1.25014253234419e-06	4.06063583710628e-05	-0.154360067353204
RFK	1.24806501649638e-06	4.06063583710628e-05	-0.444807839820135
NACA	1.26543316774117e-06	4.09939927788407e-05	-0.457484393131891
ING3	1.27725999609792e-06	4.11424697582416e-05	-0.154069720126756
RPL39	1.29995159290017e-06	4.15610178117532e-05	-0.687992442122919
GNA11	1.32094982233733e-06	4.20123963026194e-05	0.192145627904303
TBC1D14	1.36852724001071e-06	4.34125277461061e-05	-0.26386793383284
RPL4	1.41573745327283e-06	4.4448332948126e-05	-0.850193586948655
RPL5	1.42547943046204e-06	4.4525269269138e-05	-0.56025843221204
SLC25A27	1.50966849138956e-06	4.67958915871592e-05	0.186640998085333
ARMC10	1.53718615740751e-06	4.752823934283e-05	0.156954492999779
CZIB	1.55579168846777e-06	4.79820300284265e-05	-0.353075959233594
CREB3	1.58128449124558e-06	4.8445860751187e-05	-0.28763274744263
COMMD6	1.58273138784276e-06	4.8445860751187e-05	-0.941078957416842
RPL32	1.62677116077534e-06	4.95455266497487e-05	-0.552015091799726
PRDX1	1.6756529893466e-06	5.0907338206194e-05	-0.52054968332741
PDXDC2P-NPIPB14P	1.71035871295641e-06	5.17044825775659e-05	0.273560438605727
CEBPZOS	1.85016643802605e-06	5.55389595430925e-05	-0.284301576354839
THUMPD3	1.86992831109835e-06	5.57844803218146e-05	-0.356018058608736
HSP90AB1	1.8962538850532e-06	5.63478070514714e-05	-0.462395156948871
PSMG1	2.012336620555e-06	5.95076686364123e-05	-0.360787424333086
SRSF3	2.06959237244134e-06	6.07594510688128e-05	-0.616664342152688
RACK1	2.17861902190721e-06	6.33511288441732e-05	-0.55403671832585
PPAT	2.3154227389333e-06	6.7010089835527e-05	-0.181010057328478
RAB5IF	2.33996852507229e-06	6.75603678409169e-05	-0.373433780030627
GLIPR2	2.50371613934762e-06	7.14436570323655e-05	-0.191317581400553
SEC11A	2.51070158002034e-06	7.14759869389008e-05	-0.560100622205172
TSC22D1	2.58482433100232e-06	7.30751378577114e-05	-0.512657438458253
GLRX5	2.60140977055317e-06	7.32051095109813e-05	-0.876980200457692
TBCC	2.62710148854288e-06	7.37581390335039e-05	-0.235213925447911
TMEM43	2.6751116275553e-06	7.47623302227296e-05	-0.166228043320031
TXNL1	2.69784523994954e-06	7.52255340536615e-05	-0.699631331921946
FAU	2.73303953990481e-06	7.58557189500361e-05	-0.477026740114109
HINT1	2.74701374506976e-06	7.59033458564185e-05	-0.573601321746743
ARL13B	2.79320598634912e-06	7.70054733888981e-05	-0.269612313331877
RPS13	2.88209778145658e-06	7.82201337887316e-05	-0.450043260401139
C4orf3	2.99902349304292e-06	8.10333493817105e-05	-0.652320844152926
AC008771.1	3.01653567552781e-06	8.13266008945278e-05	0.167064785926151
HACD3	3.02372962587602e-06	8.13409910150304e-05	-0.443647179867537
UFC1	3.05911265386407e-06	8.21119622893228e-05	-0.777356839788014
CHRM3	3.11050727343559e-06	8.31260948150303e-05	0.17078019673453
PARL	3.11870015693019e-06	8.31630677218086e-05	-0.450696441811178
GAPDH	3.17319069768685e-06	8.44317603286483e-05	-0.542536644585641
COX7C	3.18440110355291e-06	8.45458492993297e-05	-0.596777679201567
ERCC6L2	3.1995776235735e-06	8.47645152206143e-05	0.221451648913983
SRP9	3.35300784068326e-06	8.84455394346969e-05	-0.74335432777373
NTM	3.39444973576039e-06	8.91320693481484e-05	0.52673535090032
DNAJC9	3.39692726074481e-06	8.91320693481484e-05	-0.252606102029339
GABARAPL2	3.40092887220479e-06	8.91320693481484e-05	-0.633092461084308
NDUFAB1	3.44183202285268e-06	8.98185779809826e-05	-0.751472724072388
RPS28	3.45231278108682e-06	8.98999914614357e-05	-0.56622508232198
KRT10	3.6476428497844e-06	9.45831467609699e-05	-0.703709253032011
TRMT11	3.74517564198978e-06	9.69064197364855e-05	-0.304117315282644
ACTB	3.8326752729727e-06	9.89608099552125e-05	-0.310180165854563
RGPD5	3.87403767668104e-06	9.98177682390413e-05	0.262580727465026
MTPN	4.11637212574843e-06	0.000105616077251608	-0.875116099217901
VAMP2	4.18995544890433e-06	0.000107278670644588	-0.710818320283279
TMEM205	4.24927372194733e-06	0.000108117458262797	-0.195896569896319
SLC25A5	4.44179785338754e-06	0.000112547048098386	-0.702068195805595
PGD	4.45689333557519e-06	0.000112695731485258	-0.188558009685624
LINC00641	4.76566644595331e-06	0.000118298951838268	-0.156142319871119
TUBB2B	4.92865859169694e-06	0.000122096769534269	-0.61419361122014
NDUFS6	4.98400788903341e-06	0.000123217992608836	-0.80724214411471
RIT2	5.0172544290037e-06	0.000123789350184691	-0.428288849026048
UBA6	5.1093651855065e-06	0.000125807816553611	0.275473973913293
MSRB2	5.20824617676945e-06	0.000127984528283471	-0.563052040320809
CHCHD3	5.24367612744331e-06	0.000128596418763986	-0.599448635171003
COMMD5	5.59856042247291e-06	0.000136477481915492	-0.198499111920838
PPP2CA	5.63063902120519e-06	0.00013682501535294	-0.246745941840377
MED23	5.66195724453197e-06	0.000137201356800534	0.169527382061144
DIPK1B	5.74805146217646e-06	0.000138190851392837	-0.276112974065438
COA1	5.81431877621436e-06	0.000139509381559737	-0.243000030586726
SEC11C	5.84940553461735e-06	0.00014007605842016	-0.474557883560297
PHB	5.97017523911151e-06	0.000142409668350134	-0.612887387778014
PACC1	6.32172205489436e-06	0.000149916876614417	-0.41742112105311
TERF2IP	6.36968937580291e-06	0.000150761659586591	-0.808032616209871
RPL13	6.54037468651444e-06	0.000154502120012381	-0.427420281144526
ZDHHC2	6.57229832276927e-06	0.000154657956485513	-0.301743857630982
ZNF385D	6.65530644545796e-06	0.000156310110804573	0.174863721433813
TUBB	6.79745538518895e-06	0.000159080045066217	-0.791216458482469
FAM216A	6.80717022366374e-06	0.000159080045066217	-0.29956779788553
EMP2	6.81231995166065e-06	0.000159080045066217	-0.552774593554083
CXXC5	7.24943983913109e-06	0.000167367502372983	-0.583575901429979
BORCS7	7.36784170168138e-06	0.000169780095665348	-0.553634396934458
CNBP	7.78610318266195e-06	0.000177741454523085	-0.867944194025901
TMEM145	8.23873779425909e-06	0.00018702547338529	0.299173928354826
PSMA3-AS1	8.44004296928849e-06	0.000190880572169712	0.501440384080932
ACSL3	8.92028794684794e-06	0.00020004248671584	-0.257053906482738
TMEM222	9.07863336108545e-06	0.000203072068203181	-0.262283439342701
IGFBP2	9.80047229352382e-06	0.000216443341990608	-0.838796315825793
TPT1	1.01016625060859e-05	0.00022189137443674	-0.463201987720863
SEPTIN7	1.05046861761672e-05	0.000227068552689433	-0.450709920923265
CDC40	1.09594074774338e-05	0.000236062157886947	-0.44353267745216
MED10	1.09849069427029e-05	0.000236194838893011	-0.351307822972608
SNX3	1.10785595213022e-05	0.000237789890041588	-0.709456939083125
TXNDC9	1.131000194344e-05	0.000242323829263898	-0.272201280160553
LRRC59	1.13691602528628e-05	0.000242323829263898	-0.303570649011419
HSPB11	1.16517081954748e-05	0.000246624457870597	-0.172132975830505
PSMD4	1.17062702335431e-05	0.000247350654605989	-0.532003668034694
TMX3	1.22056757698e-05	0.000256571287739358	0.151978973015842
IBTK	1.32441497299603e-05	0.000276025257085332	-0.320940428875882
DYNLL1	1.37769261915399e-05	0.000286152380233463	-0.531089849777606
TSPO	1.37664811791698e-05	0.000286152380233463	-0.311827804527983
TIPRL	1.39036672704803e-05	0.000288294547324917	-0.563449649026457
SRSF9	1.40558868139188e-05	0.000290956857048118	-0.818193123828256
MBNL2	1.43580678151614e-05	0.000296207909166497	0.176805706868257
RPS15	1.47652177695484e-05	0.000304093768329669	-0.519866297147446
SLC44A1	1.48455169544595e-05	0.000304719829520695	-0.190593896796797
PPP1R14B	1.48241414049186e-05	0.000304719829520695	-0.768039248784435
AC097382.3	1.57394609323852e-05	0.000317395020149253	-0.152374566824866
CFL1	1.57117962862563e-05	0.000317395020149253	-0.4741315780909
RPL7	1.60060545905117e-05	0.000322046037419966	-0.699587146783271
ENOPH1	1.60831819649617e-05	0.000323065627200785	-0.588076903142712
MRPS11	1.62443965763968e-05	0.000325768169766065	-0.277576454410848
TUBB4B	1.63710776577336e-05	0.000326715950339231	-0.781323268885642
MRPL16	1.64493084728865e-05	0.000327724966361115	-0.439739643214653
ABCA3	1.66067220178744e-05	0.000330322306195927	-0.380265877712843
EIF3B	1.70278635400865e-05	0.000338148451081425	-0.205298853443918
FTL	1.72004710971943e-05	0.000341021677776028	-0.484645827600769
ACP2	1.7513682121067e-05	0.000344706470106524	-0.176768966815829
SAC3D1	1.75676328184709e-05	0.000344706470106524	-0.365720921634184
OGFR	1.76313990165068e-05	0.000345083775943264	-0.229662979943314
ATP5MC2	1.76911122671763e-05	0.000345698486590439	-0.724877511833816
SSR2	1.81347847318397e-05	0.000353802118098976	-0.497353280914134
STMN1	1.87378457702305e-05	0.000364403360496536	-0.54816818163799
ZNF808	1.91941447592795e-05	0.000372092206262032	-0.236404999403792
RPS3A	1.97260564679946e-05	0.00038179766663014	-0.412422316868866
ARPC3	1.99321267282807e-05	0.000385175733753943	-0.701948148021161
SLC27A5	2.03452170229009e-05	0.000391301000788487	-0.290958315126439
F3	2.06208818492495e-05	0.000395979292491957	-0.191985016211435
GSTP1	2.08649056426328e-05	0.000400036252140462	-0.755118717278957
EIF3F	2.10165579567784e-05	0.00040042936400333	-0.492957866798752
C11orf96	2.1751151549296e-05	0.00041313656900708	-0.673986103731778
TAFA5	2.1819543457277e-05	0.000413792056279075	-0.301349927594522
GLG1	2.20593071500662e-05	0.000417690415850788	0.369438188417043
PLEKHA3	2.21703058683884e-05	0.000419142330604687	-0.191386452647376
JAGN1	2.23848442696498e-05	0.000421892134359928	-0.359483030968271
AP2S1	2.32670625413088e-05	0.000435829194504609	-0.833057158323412
ANO6	2.33259390903747e-05	0.000436262931256886	0.163124425418554
ATP5MC1	2.42687358436124e-05	0.000453201943208009	-0.795273860987839
UBL3	2.43503150444133e-05	0.000454031141431176	-0.583992530810208
C19orf53	2.48654537675528e-05	0.000461522472436357	-0.812111069858114
CMTM5	2.56453946110869e-05	0.000473122665234447	-0.535866446260784
NEU4	2.61971910203621e-05	0.000481122246513808	-0.858300273629141
CMTM6	2.61739759916333e-05	0.000481122246513808	-0.172371468380218
NRBF2	2.64031602166059e-05	0.000483541041433204	-0.365959384827693
PLCG2	2.69359172086656e-05	0.000489536245341419	-0.741465013809421
TXNDC17	2.9274405899361e-05	0.00052500487408061	-0.255789245277107
NDUFC1	3.08572496034802e-05	0.000549358002051463	-0.868446011268267
CBX5	3.10702855306003e-05	0.000552345556310367	-0.564780690521154
PNMA1	3.16471745424814e-05	0.000561783346929251	-0.579787001773889
DYNLRB1	3.19015261425147e-05	0.00056547654394562	-0.865177686090771
IGLON5	3.21639298977729e-05	0.000569301559190581	-0.151264619777284
RCN2	3.25786473241383e-05	0.00057414577167345	-0.416540163069689
MYL6	3.26815868669213e-05	0.000575130000584595	-0.496094262682884
RPAIN	3.3498483426229e-05	0.000587811750121458	-0.50474469589795
COPZ1	3.46293861623693e-05	0.000605048202004315	-0.455488754401089
TSC1	3.472671137323e-05	0.000605121079249224	0.212179823047669
GBF1	3.48109653489953e-05	0.000605621538187008	0.292143372371323
PAXX	3.5074632495738e-05	0.000608475123111432	-0.236766062677607
MLLT11	3.78163009972708e-05	0.00064815181025597	-0.571623734234217
CLTC	3.79759157937683e-05	0.000648619505922314	-0.437813771280432
C1QBP	3.83284345491766e-05	0.000651957062881746	-0.568366844150658
RRP36	3.85629239643339e-05	0.000653750977898401	-0.289977791509202
SRI	3.85372264587266e-05	0.000653750977898401	-0.544696269091417
MRPL41	3.85944857991277e-05	0.000653750977898401	-0.681957045260986
PARK7	3.87575662446576e-05	0.000655604094939062	-0.534497408463819
CNIH4	3.9999056201916e-05	0.000672876685115703	-0.262979988975065
MRPL9	4.02033913227013e-05	0.00067538379398095	-0.293124270032254
RPL30	4.10681706160462e-05	0.000687772187174609	-0.449122542541085
ETNK1	4.11097761923741e-05	0.000687772187174609	0.433389048002756
C12orf65	4.12462154638125e-05	0.000689110847413875	-0.367612929537941
CTSK	4.14326399907472e-05	0.00069033674243792	-0.178128965670708
PGLS	4.15891527337495e-05	0.000692000439151611	-0.588166880554116
ARHGEF11	4.18363276150737e-05	0.000695166080493734	0.223031343327403
C1GALT1C1	4.25375702725699e-05	0.00070289106987896	-0.154715999278831
RPL7L1	4.29982292954183e-05	0.000706961501431416	-0.629201984968943
AL021368.4	4.30092848246575e-05	0.000706961501431416	0.180822156505878
AVEN	4.35215830426272e-05	0.000712505487532985	-0.172681081157689
PIM3	4.37298424468407e-05	0.000714956580727262	-0.150008913943061
LIMA1	4.39963357817954e-05	0.000717647618323802	-0.452540251261173
COQ2	4.54255130045894e-05	0.000737741742453525	-0.192477169187096
SPAG16	4.59231523755083e-05	0.000744653437451557	-0.492226447303058
STUB1	4.59730362595983e-05	0.000744653437451557	-0.678911448826367
TCF7L2	4.68789108734452e-05	0.000756317223906718	0.221619957418024
NDUFC2	4.71266525463566e-05	0.000759078665485384	-0.431185524470673
MTRNR2L8	4.75263540617245e-05	0.000762732407563524	0.590955358420983
MORF4L1	4.76947301299658e-05	0.000763910374543348	-0.561982474774845
PTMS	4.85208283562898e-05	0.000774620753876297	-0.551849677225279
PTCH1	4.88305884374983e-05	0.000778548272307006	0.327517754134812
YWHAZ	4.89873578374781e-05	0.0007794665696116	-0.435465261364773
PCDHGB6	4.99158507625107e-05	0.000786609400467798	-0.36793080355406
STX10	4.98695352025404e-05	0.000786609400467798	-0.260687379571838
DIP2A	4.99065957480542e-05	0.000786609400467798	0.371263285888166
MAP3K13	5.01741988935345e-05	0.00078929958780249	-0.240284420551987
NEU1	5.08221916464076e-05	0.00079575823920202	-0.170093152310303
CCDC14	5.10727091627632e-05	0.000797635546041979	0.4104192878822
LMAN2	5.17300315173668e-05	0.000803789917203055	-0.420305484381321
MZT2B	5.20214864709391e-05	0.000807291504789808	-0.672722945766583
XRN2	5.40356346853253e-05	0.000833254048499845	-0.1843231429104
NFU1	5.52894829574605e-05	0.000849371641961591	-0.501561944941539
YWHAB	5.62501489232805e-05	0.000861961190464271	-0.52131357687161
MAGOH	5.72018704218392e-05	0.000875446671004915	-0.474099230415876
PRDX2	5.84953936678078e-05	0.000891840428333249	-0.397920967993635
PSMB1	5.90495568889737e-05	0.000895866134515572	-0.497878615093831
STMP1	5.9808095195813e-05	0.000902887845026531	-0.545778829837609
DYRK4	5.9923811170763e-05	0.000903517908430282	-0.330068384504384
TNFRSF12A	6.13153541902299e-05	0.000922222193011426	-0.195097078716002
USE1	6.14028319157197e-05	0.000922401951029132	-0.241493795233439
LDHB	6.19370202730354e-05	0.000928938140915396	-0.480145095653571
ARF4	6.26519503866848e-05	0.000936558470101079	-0.605028642993037
FKBP1A	6.27400655318027e-05	0.000936729120219935	-0.526220568431546
ATP5MC3	6.30322077845577e-05	0.000939941823776316	-0.676366995673538
OCIAD1	6.60453889420532e-05	0.000978898464987009	-0.474974985650628
GMPS	6.62198221990153e-05	0.000980294167898878	-0.308044263405828
SNU13	6.7081610224232e-05	0.000991849522601145	-0.559279256909591
NPM1	6.75283111090734e-05	0.000996042588858833	-0.540677424975447
UQCR11	6.80205360112442e-05	0.00100209264934297	-0.991184272449484
GRIPAP1	6.92182825076844e-05	0.00101484139767869	0.165526496591353
ATXN10	6.90676666527019e-05	0.00101484139767869	-0.608721785854192
KDELR1	7.04975551458563e-05	0.00102988832655065	-0.368708290170283
TMEM106B	7.12236817221497e-05	0.00103801291750909	-0.3086375669012
LMAN1	7.13441913820572e-05	0.00103852992771045	-0.279025975321561
