Gene	PVal	FDR	Log2FC
MT-ND1	3.29731053398193e-37	9.58810798845745e-35	0.32771179395697
TMSB4X	1.67455313541015e-35	4.75612033552656e-33	0.590504064086037
MT-ND3	2.45125250010831e-35	6.80389699632336e-33	0.286594850929403
TNK2	1.21240020182437e-34	3.29045414775134e-32	-0.438343532616844
GOLGA8B	3.89253292825845e-34	1.03346749245262e-31	-0.398716674848875
DIAPH1	1.39143137919712e-33	3.61564924130519e-31	0.408942233088467
MT-ND4	3.52906627391603e-33	8.97926800069509e-31	0.268850520526125
S100A1	4.67236687304708e-33	1.16456360450049e-30	-0.338917515034467
COL11A1	7.12426377218203e-33	1.74017266899318e-30	-0.383898650967827
HIP1R	2.44323381747793e-32	5.85082639467804e-30	-0.394923109929141
TCEAL6	3.02855001269465e-32	7.11301563558456e-30	-0.218391775452036
DSCAM	1.6811499373261e-31	3.87394041218182e-29	-0.418153654082987
GRIA4	2.64698132426045e-31	5.98658942836905e-29	-0.325912186467043
LUZP2	3.40113097008443e-31	7.55236591593476e-29	-0.332924344259339
CXCL14	6.00092505642063e-31	1.30873745917974e-28	0.157547473962664
SCN9A	7.02994540277183e-31	1.50625830182548e-28	-0.336931188858224
CD81	2.30766127266206e-30	4.8592184694865e-28	-0.277546100976369
NES	2.77370287414414e-30	5.74156494947837e-28	0.364545608468457
THY1	4.51876695937521e-30	9.19795014580825e-28	-0.400097044479676
NUP42	4.57250416953316e-29	9.15475302008336e-27	-0.376976698753996
IGSF21	7.74279135491964e-28	1.52520501318764e-25	-0.369948157735953
RPL13	1.05113428512203e-27	2.03769889272942e-25	-0.361178077376349
DCX	2.79588351966472e-27	5.33533209776019e-25	0.429769270139099
COL19A1	5.23455497184275e-27	9.83532613401777e-25	-0.157802983028893
THBS4	5.72020862151021e-27	1.05849860446218e-24	-0.215714567527897
TNR	6.41233535687527e-27	1.16886345841071e-24	-0.290654830013508
SPRY4	7.7753844997975e-27	1.39648192494157e-24	0.424922037572016
CD9	2.03733506287908e-26	3.60608306129597e-24	-0.354284974870482
RPS29	4.05735387836097e-26	7.07892327377464e-24	0.309919259356836
FERMT1	1.38429309565459e-25	2.38117909538444e-23	-0.448142308055446
PDE4DIP	1.86173815666672e-25	3.15797334824592e-23	-0.369776295042889
RPRM	3.1936436439946e-25	5.27080673298731e-23	-0.314585792587969
RPL27A	3.85646796317377e-25	6.27987243123217e-23	0.356630608423128
THSD4	4.18325658945238e-25	6.72238325355025e-23	0.239038021366547
LRP1	6.94936723914786e-25	1.10224184534692e-22	-0.271580667913774
COL9A1	1.30614321201409e-24	2.04511885234975e-22	-0.335707383617674
CCDC50	1.45386444484155e-24	2.24760081833543e-22	-0.287143160094784
PPP1R14A	1.79395111527083e-24	2.73869062135034e-22	-0.204767270766613
SYT1	1.94753521049733e-24	2.93645031182764e-22	0.233335649630986
PCSK1N	1.97778668716434e-24	2.94569619638269e-22	-0.269564850943687
MT-CO2	2.67768089968553e-24	3.9400622684168e-22	0.212048157284391
EGR3	2.87389184656751e-24	4.17843346692012e-22	0.29525661983413
CEROX1	3.15977694625283e-24	4.54004186406892e-22	-0.347703390171889
GPR82	5.43890608473323e-24	7.72387907126128e-22	0.226328129376591
NOVA1	9.50410266113436e-24	1.33417937701648e-21	0.2290236319824
TMEM255A	1.57994803107619e-23	2.19271651176518e-21	0.276406913205182
ZNF528	1.68733605971646e-23	2.31544216823788e-21	-0.196107544494735
TMEM176B	2.5064080225122e-23	3.40119568654905e-21	-0.171978352568047
AKR1C3	3.56330148515068e-23	4.78226385034563e-21	-0.238712646639667
HSPH1	4.90610207793975e-23	6.51285050846502e-21	0.372843427871105
NEU4	5.29565787238136e-23	6.95439458014984e-21	-0.438182696652225
CCND2	7.6097472805543e-23	9.88700463163933e-21	0.400821361262137
CAT	9.74175633348973e-23	1.23933406355115e-20	-0.265979770297035
SULF2	9.65621054170991e-23	1.23933406355115e-20	-0.351154990702543
ZNF506	1.0087198801808e-22	1.27005112336578e-20	-0.291308234690311
ZNF37A	1.15380306905129e-22	1.43789764105341e-20	0.282548955734001
MTSS2	1.75684934864858e-22	2.14564010950451e-20	-0.308383486832069
MORF4L2	1.96392755549015e-22	2.35151443482364e-20	-0.341963358673876
CLU	4.7879009025071e-22	5.62256093483838e-20	-0.270281191773903
ENHO	6.22451161851213e-22	7.23999622827511e-20	-0.274178065661332
LINC01322	6.39648790532941e-22	7.36984026299888e-20	-0.280889319842079
GRB14	7.56499588529966e-22	8.63470044366025e-20	0.428312287502252
APOE	7.66073796466323e-22	8.66301784837334e-20	-0.60806758229202
DNAJC15	1.10163091129817e-21	1.23433195593436e-19	0.20284390966981
JUND	3.64983564857865e-21	4.0158056555037e-19	-0.385997794623534
COL16A1	5.94953904515464e-21	6.48765360343514e-19	-0.271632211448172
RPS27	8.31761432457554e-21	8.98964811911868e-19	0.371796062899999
CPNE8	1.33163226855613e-20	1.42659867507684e-18	0.231722453914546
GSN	1.39959580769224e-20	1.48637074776916e-18	-0.176791139945116
WFDC1	1.49713251092041e-20	1.57624822033371e-18	-0.195332337524424
VWC2	2.18745072643198e-20	2.2640115018571e-18	-0.235282455489322
ABHD2	4.6040836389006e-20	4.72518264553723e-18	-0.328409439498895
ANO3	6.58793374249591e-20	6.70486956642521e-18	-0.159587739323571
FA2H	7.18146795969745e-20	7.24853456130454e-18	-0.186157023373769
ZNF439	1.0082786757277e-19	1.0093530710379e-17	-0.159133430530136
TLE2	1.13827283980198e-19	1.1302216416668e-17	-0.204752325528522
TMEM59L	1.4186590232667e-19	1.39726472993195e-17	-0.284014197828397
RPL23	1.98947733014609e-19	1.94379893064593e-17	0.306548630299088
BHLHE41	2.86346596443587e-19	2.77551665267105e-17	-0.200185286642562
COBL	4.14414573586735e-19	3.98523243087779e-17	-0.310174700011551
PREX2	8.70630558629113e-19	8.30703985354481e-17	-0.312890178452197
CLDN10	8.82910586056183e-19	8.30961150628907e-17	-0.171731043506769
ITPR2	9.21898500835993e-19	8.5947682371832e-17	-0.266427778404244
ITM2C	1.07175813522618e-18	9.91619856478581e-17	-0.301410295662184
HSD17B12	1.20691234455026e-18	1.10827221533777e-16	-0.332325796020562
RAP1GAP	1.35538089614564e-18	1.23531842422587e-16	-0.256174935828581
VCAN	1.61671540938537e-18	1.45183421285467e-16	-0.270600819179577
EEF1A2	1.85135217460664e-18	1.65040613930444e-16	-0.358526875921134
CST3	5.16175947541492e-18	4.47096230306684e-16	0.421230945773976
ZBTB33	6.0469086876848e-18	5.2007673100489e-16	0.187985012098015
PLPP4	6.56913893415696e-18	5.61041215404608e-16	-0.216704005954316
FBXO7	7.1009611930317e-18	6.02250271184001e-16	-0.281690303704423
SCG5	8.10282407792113e-18	6.82481313542419e-16	-0.320645590560454
GATM	1.19625245162991e-17	9.93866067466402e-16	-0.300189951511629
NR4A1	1.58346719937586e-17	1.30668141256604e-15	0.31249045470468
RPLP0	1.69952591334605e-17	1.39304093823459e-15	0.350018078618101
GPR17	1.97240210298157e-17	1.6059297922476e-15	-0.320507494896572
RPS2	2.09295481394946e-17	1.68166165412926e-15	0.278445280672152
MMP17	2.35912956318023e-17	1.88314048072681e-15	-0.171048649740494
HSPD1	4.00258009549713e-17	3.17425394196795e-15	0.278486509596538
TSC22D1	6.69598717776944e-17	5.27600589690956e-15	-0.258441363323131
SAT1	9.04738960764892e-17	7.08306213321899e-15	0.277715485760601
RPL18A	9.45325331847461e-17	7.35366769290003e-15	0.36882213961128
PPIB	1.04139693793354e-16	8.04973468543187e-15	-0.224623430377142
RPS27A	1.06481861996616e-16	8.17890013482741e-15	0.320816555072743
NKAIN3	1.07150087740308e-16	8.17890013482741e-15	0.359543807924966
EPN2	1.16773897023735e-16	8.80345434784491e-15	-0.162486925916211
MGST3	1.18646656975173e-16	8.8355586685231e-15	-0.228255888632682
KCNIP4	1.18210243413952e-16	8.8355586685231e-15	-0.158048348559265
SEMA3E	1.31922783406986e-16	9.7646845681789e-15	-0.199473190926182
BCAN	1.5183650287044e-16	1.1170959093715e-14	-0.211770781645686
ACADVL	1.58407553183238e-16	1.15846194432747e-14	-0.224891411498759
JAG1	1.64196408977987e-16	1.19364925169533e-14	0.256861928252139
AL157778.1	2.58789232466252e-16	1.87017331130789e-14	0.161273931026497
MIR9-1HG	2.6840564859598e-16	1.92825775664865e-14	0.214360219296124
PLLP	2.82746604333355e-16	2.01940601094927e-14	-0.286507039512378
TUBA1A	2.93208020232506e-16	2.08194741343e-14	0.285064521671428
RPS12	3.19656227249427e-16	2.2566251464724e-14	0.310676666578609
PEG10	3.43737984309993e-16	2.4126850588379e-14	0.354522290242987
MT-CO1	3.96566824105515e-16	2.75185830840946e-14	0.167278751089833
MIR9-3HG	4.97234198972434e-16	3.39258171622924e-14	-0.240709909412288
RAMP1	5.28832165812929e-16	3.58812624504073e-14	-0.241660589190607
RBMX2	6.03651293011156e-16	4.07314543731782e-14	0.250696079698995
TCIM	6.88575949762386e-16	4.55471844456303e-14	0.175685298208493
KLRC2	6.87382819050186e-16	4.55471844456303e-14	-0.295204659491955
RPL23A	6.8993933697221e-16	4.55471844456303e-14	0.314118716536757
CHAD	7.71303767797365e-16	5.06448006242431e-14	-0.22593578779182
PSAP	8.23884645277553e-16	5.38080383570843e-14	-0.250129596388856
RPS18	1.71768116688383e-15	1.10410737321854e-13	0.369425425488854
RPS19	1.75879956745519e-15	1.12461880195446e-13	0.387996722428707
FOSB	1.78145416103932e-15	1.1331718577486e-13	-0.361296023109659
PEBP1	1.99517332636494e-15	1.26254154584949e-13	-0.179347028204788
H3-3A	2.30612819283518e-15	1.43697671526e-13	0.363521237404847
CNTNAP5	2.49902237584487e-15	1.53369649629112e-13	-0.192513569433699
VEGFA	3.02360594261636e-15	1.83692417508065e-13	-0.226601604169245
TSPAN6	3.03822716258324e-15	1.83692417508065e-13	0.264033404215462
TMEM163	3.42759687480127e-15	2.06213008039152e-13	-0.175117089149311
STXBP6	3.47202060312961e-15	2.07861704049127e-13	-0.157336324394007
ID2	4.03206360484993e-15	2.39046567019574e-13	0.199497658836938
CUL4B	6.47897221226548e-15	3.8042157513653e-13	0.223457201977651
GALR1	7.61997017556981e-15	4.45276056240355e-13	0.252933929436906
PID1	8.95618357100357e-15	5.2086604739365e-13	-0.273656089687524
RPL37	9.9120926570032e-15	5.71020696320661e-13	0.280545764727586
HES1	1.2473702012821e-14	7.08564291546895e-13	0.375556582182293
TSPOAP1	1.29864568583563e-14	7.3427591486623e-13	-0.217122998641505
C14orf132	1.3499595849486e-14	7.59772184837664e-13	0.15672482797616
VWA1	1.39027185625382e-14	7.78871109193941e-13	-0.193900134554397
RPL21	1.43164979977073e-14	7.98389908885839e-13	0.250746741036193
CACNG2	1.59365778292384e-14	8.8469738649313e-13	-0.17050321085654
GNAI1	1.7827303234718e-14	9.8518033667697e-13	-0.229694414381903
SPRY2	1.88125918322299e-14	1.0349467749866e-12	0.32425052083289
CERS4	2.10799354992129e-14	1.14421889889727e-12	-0.213392379573078
OTX2	2.60361135758016e-14	1.40078878899235e-12	0.160885596636706
OFD1	3.91260664228037e-14	2.08666659048778e-12	-0.238928176433788
KIAA0895L	4.8961098212605e-14	2.59983431508932e-12	-0.176146112671725
ARHGAP20	5.12039415339756e-14	2.69854368133146e-12	-0.18964621634368
EHD3	6.52010877358462e-14	3.41760036273772e-12	-0.151417326696405
FOXG1	6.7389239754759e-14	3.51719993643107e-12	0.253135853169439
RAB26	8.7368668977748e-14	4.52132861959846e-12	-0.152775033379256
PRDX5	8.82650960923092e-14	4.54844564799735e-12	-0.262775532614703
EVI5L	9.03793396761554e-14	4.63782720783566e-12	-0.175610849578722
SMAD3	1.0464947063402e-13	5.34763173578782e-12	-0.165186747574473
SMS	1.06739539097907e-13	5.40917008714827e-12	0.265155619637022
RPS11	1.063308637389e-13	5.40917008714827e-12	0.279928551855914
SON	1.1802310103412e-13	5.95626501210625e-12	-0.165102753734291
KLHL13	1.45365893083664e-13	7.27603955832289e-12	0.167472586491025
PDGFRA	1.49585792900806e-13	7.45669913754102e-12	0.192706020201882
PLEKHB1	2.00875067557979e-13	9.9727121954699e-12	-0.20802752377447
PCBP4	2.14910245559581e-13	1.06263110486606e-11	-0.211094021035719
PPP2R3B	2.2217096918467e-13	1.08970845247083e-11	-0.248464735821561
KLF6	2.29090510726674e-13	1.11915296300195e-11	0.193498355084624
PPT1	2.57518639235978e-13	1.25301798445777e-11	-0.219762174642288
PLEKHH2	2.62824111724652e-13	1.27375828432269e-11	-0.262077303086771
RPS8	2.77090650344665e-13	1.33759213939106e-11	0.298841270141829
COL20A1	3.07178030332385e-13	1.47699420647615e-11	-0.267805267332137
PHF6	3.6802796376239e-13	1.74892043635411e-11	0.287578595022536
LIMA1	3.80983607845246e-13	1.80347007853255e-11	0.194900967028147
SOX9	4.55398350067334e-13	2.14740542446809e-11	0.217089403110087
MPC1	4.74095386623699e-13	2.22697190647509e-11	-0.194936969169702
ARC	5.07493496807245e-13	2.36565575439194e-11	0.308796298295573
GPM6B	5.77045310014159e-13	2.6796404453243e-11	0.204943086984209
PCDH7	6.23299363137556e-13	2.88346784924203e-11	-0.258846297899201
FBLN2	6.89438330801957e-13	3.17740012606955e-11	-0.233769744409165
VEGFB	6.97331469429582e-13	3.2016952015577e-11	-0.208784648368544
DHRS7	7.27191968194588e-13	3.32629045226985e-11	-0.197845241963184
SOX11	8.00815645407626e-13	3.64938861095647e-11	0.257572186947593
TSC22D4	9.68806443302611e-13	4.39852531303152e-11	-0.215810492205871
NENF	1.14465202038829e-12	5.15853694649528e-11	-0.199976931129803
UBQLN2	1.25044734798612e-12	5.61460053711562e-11	0.203110400020551
MEF2C-AS2	1.26106779189352e-12	5.64154613274564e-11	0.182823704160628
FREM2	1.37868607876978e-12	6.10068589855629e-11	0.166624811590348
COTL1	1.41932791594544e-12	6.25785264889592e-11	0.254984796110771
RPL39	1.49483984712794e-12	6.54354087920196e-11	0.264885277539634
SCD5	1.50196605038146e-12	6.551254061896e-11	-0.24806359217558
AC007952.4	1.53039098798058e-12	6.65148225487787e-11	-0.157754290580389
ARL6IP5	1.74655558420409e-12	7.56407210988813e-11	-0.213513903229389
REPS2	1.99510984031224e-12	8.60999168895174e-11	-0.177816723421617
RPS16	2.0542969311704e-12	8.77242252460983e-11	0.309335141058016
CYB5A	2.08246819620601e-12	8.86173661333242e-11	-0.198875369077497
GNG3	2.6103697263318e-12	1.09932570578242e-10	-0.221264608408296
SCG3	2.7269637116566e-12	1.14448136805711e-10	-0.198236705660976
ABCG1	2.90940537115439e-12	1.21686876020235e-10	-0.202669319560429
ZEB1	3.42021939376572e-12	1.41597082901901e-10	0.262904457194373
ASCL1	3.45116709820479e-12	1.42395620845862e-10	-0.336073514910349
RPL6	3.86513231677208e-12	1.58405573774286e-10	0.277163782736341
ZNF300	4.56647844817718e-12	1.86523081229391e-10	0.164088105959535
SNHG6	6.039978582979e-12	2.44259133887161e-10	0.280392465375802
ALCAM	6.32527915639256e-12	2.54952588571031e-10	-0.233760538716805
MCTS1	6.4445054391344e-12	2.58903766211015e-10	0.232155049679833
DGKG	7.21661406182584e-12	2.88972155859275e-10	-0.197919258741242
DOCK10	7.86950763498701e-12	3.1408379021938e-10	-0.233941439412863
CREB5	9.37728089661938e-12	3.70630199321723e-10	0.260437180721087
TPI1	1.06081072314988e-11	4.16581394271043e-10	-0.223074494137571
CACNA1A	1.14535316227971e-11	4.45484018182232e-10	-0.159742561362466
CHRM3-AS2	1.3514233329555e-11	5.22308011562834e-10	0.193932335371313
PLCG2	1.52923273422458e-11	5.87311930285685e-10	-0.268961662412177
ZFAS1	1.66536945140485e-11	6.37591131975154e-10	0.273469240136387
SOX8	1.68005467583813e-11	6.41203367375346e-10	-0.31830375478585
AL359091.1	1.81159240907222e-11	6.89251653956357e-10	-0.159478731255918
CACNA2D1	2.02114285820289e-11	7.61858571828144e-10	-0.151695852002741
RPLP1	2.19155851990946e-11	8.21027736308414e-10	0.322262481146073
OLIG1	2.43151590003946e-11	9.05369014853107e-10	-0.193586479331303
RPL22	2.61645130840507e-11	9.71268079925566e-10	0.312277115509965
P2RX7	2.65128755841177e-11	9.81217422754027e-10	-0.214412400430412
RPL35A	2.92452881746237e-11	1.07259070413417e-09	0.216697699629421
RPS6	2.9339335404451e-11	1.07281827333701e-09	0.2735624753649
TMEM59	2.96290271780763e-11	1.08017704156969e-09	-0.176868690259463
BEX2	3.68302518297481e-11	1.3347414409398e-09	-0.220000675205962
CD47	4.67213574186676e-11	1.683209257092e-09	-0.161537970795943
TRIM24	5.13036664322424e-11	1.83745360157471e-09	0.247440023933861
RBM41	5.52518719106748e-11	1.96732102520429e-09	0.156450501815149
RPL3	6.5251376854969e-11	2.3098987406659e-09	0.27095718422142
RRBP1	7.15737380376472e-11	2.5263874643173e-09	-0.216698959617536
GAL3ST1	7.53860660051636e-11	2.65328537210681e-09	-0.248734080108871
RIMS2	7.72974837267152e-11	2.70496896491224e-09	-0.216190125917616
DNAJB1	7.76594249313931e-11	2.70987016196315e-09	0.272627283059721
SIRT2	8.40606172340925e-11	2.91656908602265e-09	-0.278830390904831
RPL26	8.84254239038291e-11	3.05931926951123e-09	0.280194125869599
TM7SF2	9.70557323902853e-11	3.33899059065508e-09	-0.206485551677777
RPL9	1.22334240822366e-10	4.18506465872144e-09	0.242515876517681
PMP22	1.24269552463454e-10	4.23939677160939e-09	-0.176649901187572
RPSA	1.34705110905536e-10	4.58260033283932e-09	0.23822469804155
FUNDC1	1.66997444740018e-10	5.58778025372559e-09	0.154633914335118
LINC01301	1.89192363994585e-10	6.27882158007029e-09	-0.163231939990768
HMX1	2.00685826318904e-10	6.64221137353057e-09	-0.162264679117214
RPL11	2.18329044270907e-10	7.20662869643402e-09	0.229799130895779
GPR37L1	2.36195833123069e-10	7.77536309954727e-09	-0.223069261165005
KAT2A	2.37812965545228e-10	7.80755308656954e-09	-0.171998719292504
ATP6V0E2	2.72345730928466e-10	8.84616598890787e-09	-0.228228319940638
HSP90AA1	2.90893801645359e-10	9.42357029043704e-09	0.185198920999005
PDE6D	3.25292008041392e-10	1.04822989293127e-08	-0.179913145688761
ANKRD36B	3.35006380164914e-10	1.07669287393529e-08	-0.150832108189737
GLRX5	3.61213319348242e-10	1.15787356146984e-08	-0.20794733941526
TPT1	3.65601341260827e-10	1.16887151330327e-08	0.242051493176475
PSAT1	4.1932325902697e-10	1.33712662206172e-08	-0.243269653230486
ARL4C	4.93653378564886e-10	1.56191417420025e-08	0.190092667333058
CNP	5.0141254707737e-10	1.58236471252091e-08	-0.236198641695742
PANTR1	5.62390884694123e-10	1.75664446925047e-08	0.242298530040674
PWWP3A	5.76475441985002e-10	1.79604453391909e-08	-0.213271149586725
MAP4K4	5.85092726752067e-10	1.81825380962417e-08	0.223785612381759
RPL4	6.1500466441912e-10	1.90635836714485e-08	0.22064836924852
AL450345.2	6.48540469246244e-10	2.00522145592516e-08	-0.173760638526359
TPM1	6.73047603938642e-10	2.07051143246918e-08	-0.195057703491447
LRPAP1	6.84492947335288e-10	2.09667747916986e-08	-0.180892485148496
BICD1	6.849867470636e-10	2.09667747916986e-08	0.197719383985164
LINGO1	7.76549467863442e-10	2.34752441856837e-08	-0.231179645436016
RPS5	8.70713985838101e-10	2.6192191894189e-08	0.309766016203927
BRINP1	9.12986268797882e-10	2.73963176924534e-08	-0.203636066488595
APCDD1	9.42583400512266e-10	2.8146139536568e-08	-0.173102604403344
PKM	9.54593017906478e-10	2.84352305553459e-08	-0.218328722963746
QTRT1	9.80710917154978e-10	2.91421470345833e-08	-0.172554518695597
MXRA7	1.00903864719296e-09	2.97666400921924e-08	-0.167355778689463
LHFPL6	1.0425909618944e-09	3.06823214882319e-08	0.217841674163345
NKAIN4	1.05213838417854e-09	3.08888607835877e-08	-0.185841409000284
RPS23	1.08376780136917e-09	3.17411418659993e-08	0.254174782163346
ZNF462	1.13555769621924e-09	3.31783879041283e-08	0.226495635650342
RALGPS2	1.20430064983727e-09	3.5102920850746e-08	-0.17964581355824
PRDX4	1.27998889862056e-09	3.72202486163163e-08	-0.177352490389288
MMGT1	1.32066528909928e-09	3.83118412726117e-08	0.162312695923614
SHC2	1.68309092274061e-09	4.87099275815903e-08	-0.175990824707388
CHRM3	1.80065664491661e-09	5.18665556706758e-08	0.221620470876138
CLSTN1	1.92216207071981e-09	5.50405681971961e-08	-0.161888339737937
GNPTAB	2.12912012699999e-09	6.04719630489555e-08	-0.172360256183504
EIF3J-DT	2.40831209611627e-09	6.80849898839538e-08	0.194775224773179
TCF4	2.52328417782099e-09	7.11705996852835e-08	0.167573639002564
APP	2.76497918151658e-09	7.70974674517396e-08	-0.191559630145678
TSC22D3	2.81266180578675e-09	7.82483795764774e-08	-0.17295728080749
OLIG2	3.28343203057862e-09	9.07252384376847e-08	-0.24428490025966
PCDHB2	3.29448620041554e-09	9.0825191796106e-08	0.234098161495816
AIG1	3.48822599142486e-09	9.55195157696679e-08	-0.203152498795592
GRM7	3.66869577286728e-09	1.00012905075956e-07	-0.164708429208896
CTSL	4.19408386082333e-09	1.13073611903389e-07	-0.165095968607847
PHLDA1	4.26439377649289e-09	1.14715949762792e-07	-0.259197004639681
NCALD	4.39977719624381e-09	1.18097755819177e-07	-0.185501501381846
ARL16	4.55615660180193e-09	1.21760045028024e-07	-0.193747579660434
AKAP9	4.78912162166695e-09	1.27151179055258e-07	-0.187929890093737
MAMLD1	4.99179000541726e-09	1.32244536520957e-07	0.151669568744313
FGF12	5.06766125936322e-09	1.33674615465665e-07	-0.252181945088408
TUBB	5.2238499526055e-09	1.370002298426e-07	0.299037765446467
STK17A	5.22738942984129e-09	1.370002298426e-07	0.194716593496116
DDAH1	5.33895709172622e-09	1.39326245643702e-07	0.209765952149604
MBP	5.7835560199749e-09	1.4964951201685e-07	-0.200768928242634
TMSB10	5.85676529629529e-09	1.51223413453815e-07	0.283415668419683
RPL28	7.2122808259641e-09	1.83507470265624e-07	0.191430254463717
RPS9	7.39413957229042e-09	1.87743506437386e-07	0.263481766291791
RPL41	8.08568309987565e-09	2.04452272668284e-07	0.224237154281782
PPFIBP1	8.22159032882974e-09	2.07031510692779e-07	-0.192306719131782
SAPCD2	8.27152920536179e-09	2.07860465401407e-07	-0.213921355881733
PRDX1	9.11522678730773e-09	2.28123493347109e-07	-0.19047990596178
DBI	9.37128684861237e-09	2.33098831531778e-07	0.307517658810875
COL9A2	9.52750713607378e-09	2.36023214306023e-07	-0.182100531515312
DPP7	9.82320724727209e-09	2.42855931398652e-07	-0.196956459270917
CHCHD10	1.16333853552135e-08	2.82462296905016e-07	-0.165571376340675
CDC37	1.17780919588424e-08	2.85408406931235e-07	-0.174156701320392
PLPP3	1.18583048005938e-08	2.86783121840896e-07	0.190203955844477
VPS13A	1.22129867481969e-08	2.9419567486337e-07	-0.168952200312987
PTPRN2	1.27313710922093e-08	3.05477868662382e-07	-0.165422915147923
OAZ1	1.38647392576623e-08	3.32019726576138e-07	-0.161597004596611
COMT	1.44755685583181e-08	3.45968921336083e-07	0.202155476473071
ZNF254	1.45904933334322e-08	3.48034560705483e-07	0.188321191758722
RPL30	1.8933144008574e-08	4.458605697809e-07	0.278712946716978
CYRIB	1.90506342322675e-08	4.46574656197087e-07	-0.166474268934587
ATP1A1	1.92522140367674e-08	4.50435421515403e-07	-0.182128679168954
MAP3K1	1.96278127047329e-08	4.55779453603466e-07	0.198379160160977
RPS20	2.01984488997943e-08	4.67203894721946e-07	0.188018606685393
SNHG29	2.01803162929191e-08	4.67203894721946e-07	0.293577519045786
UBE2E2	2.09704532550892e-08	4.84143942541407e-07	-0.159221749157522
RTN1	2.22521967254856e-08	5.11800524686168e-07	-0.196611342683967
RIT2	2.34111476625306e-08	5.3744426015505e-07	-0.168592030222114
SLC1A3	2.56222415233224e-08	5.83814245754359e-07	0.206615923639339
MDH1	2.97098236478638e-08	6.7069515011342e-07	-0.188496813176051
FCHSD2	3.21272581832338e-08	7.22597061126767e-07	-0.178377616212954
RPL12	3.46064257831341e-08	7.76926981782017e-07	0.178450572019341
RPL13A	3.49021896489156e-08	7.8212925171047e-07	0.217934687463648
TALDO1	3.55688134886498e-08	7.94153417069251e-07	-0.176708494904633
ABHD12	3.79148307300321e-08	8.44988736689566e-07	-0.174700113806331
ZNF711	4.00425624251258e-08	8.89163299814658e-07	0.20791922586578
KCNK1	4.05772403310608e-08	8.99400791584838e-07	-0.156833459643159
TCEAL2	4.18767500686124e-08	9.2317824654867e-07	-0.169359083196467
TAF7	4.36979472253412e-08	9.61591044077643e-07	0.251566019073383
MAPT	4.54401640477347e-08	9.96338821391353e-07	-0.198356131686549
CUTA	4.7797905352718e-08	1.04615738005868e-06	-0.212491547308725
CSMD3	5.32444775767029e-08	1.15501741499871e-06	-0.192497509112422
GALNT10	5.40751216852025e-08	1.17095649138542e-06	-0.153850789220098
