Gene	PVal	FDR	Log2FC
COX6A1	3.96653736608627e-35	1.12658885702353e-32	0.393429473506234
C4orf48	5.34829435395807e-35	1.48451633965659e-32	0.513989679882574
SCD5	1.82906895541551e-34	4.9640931449977e-32	0.359501842857732
RPS21	9.09594478515901e-34	2.41497334045972e-31	0.458277421058499
HSPA1A	1.43690653014768e-33	3.73381690482844e-31	-0.577812318968858
SPCS2	6.20269704827662e-33	1.57819873022088e-30	0.354795678617873
BEX1	3.18486042529458e-32	7.93810211716789e-30	0.418271924448925
COX6C	5.90159767223793e-32	1.44152424742084e-29	0.475495621609661
RPL41	8.25125695652381e-32	1.97593335705932e-29	0.394904980502396
MT3	1.12052743496806e-30	2.63173106985864e-28	0.613661926267422
POLR2J3.1	2.13084158470461e-30	4.91018269320707e-28	-0.408515701807542
RPS29	9.54330064040644e-30	2.15837649483859e-27	0.412729359173137
TMCO1	2.14333956442739e-29	4.75938292733667e-27	0.450168786751074
DAD1	1.59951007957214e-28	3.48836010746688e-26	0.420912115854826
SNHG14	2.38421618231383e-28	5.10849688326296e-26	-0.452483678516305
RPS18	3.84537012066191e-28	8.09715608338689e-26	0.270120435816083
ACAP3	6.26162987827272e-28	1.29615738480245e-25	-0.391133298042893
ATP5F1E	1.11782410582883e-27	2.27533096741459e-25	0.470965503983611
SEC11C	1.35688523322652e-27	2.71666218908123e-25	0.457558220082725
COX7C	2.12839773564458e-27	4.19260024926246e-25	0.44317990852035
TMBIM6	2.96810110944091e-27	5.75387600787331e-25	0.273879150726382
HSPD1	3.85886696947353e-27	7.36380348409065e-25	-0.341021928836317
PEG10	6.4341592273107e-27	1.20892902527916e-24	0.499333277247993
ATP5ME	9.38415090419528e-27	1.73649446958995e-24	0.504664837495053
THY1	9.69094849997255e-27	1.76650080642037e-24	0.396557136901472
RPS27	1.23125573612944e-26	2.21137151549248e-24	0.394610927739818
SARAF	2.73023880748363e-26	4.83252268924603e-24	0.178511569286914
CHCHD2	3.28538415830003e-26	5.73205667504546e-24	0.438133210122127
LUZP2	4.19156826397369e-26	7.21008777576206e-24	0.325332286679031
TMA7	9.77568325590115e-26	1.65820027228223e-23	0.412285447395262
EEF1A1	1.22756443532756e-25	2.05373211625418e-23	0.357408089177833
SEC62	2.74190204620055e-25	4.52524995814153e-23	0.312169781232775
PET100	3.8271832181023e-25	6.23218515235779e-23	0.423784319137667
PCMTD2	6.59863621793034e-25	1.06038347538925e-22	-0.37841766026746
RPS7	1.13516918250189e-24	1.80049626310332e-22	0.262049623732417
SRP14	1.29404448957128e-24	2.02617504501718e-22	0.342891776828938
LINC00632	1.49657066735446e-24	2.31362247600001e-22	-0.387028733876048
RPL30	1.88133073935666e-24	2.87208653997035e-22	0.352358971447616
RPL38	2.41135549711123e-24	3.6357882328666e-22	0.44242763469133
BEX3	2.75056180180124e-24	4.09665991285348e-22	0.314179819795235
RPL39	3.53111743579748e-24	5.19584786064996e-22	0.3920908011746
RPS28	3.80847017591567e-24	5.53724360219738e-22	0.363195513015083
PRDX1	4.2809079326046e-24	6.15090924481176e-22	0.363668342004091
FTX	6.00903769563912e-24	8.533532253121e-22	-0.36416974622354
RPL13	6.33895690675191e-24	8.89858398875415e-22	0.350251468689042
MT-ND1	7.37082971335971e-24	1.02295390101434e-21	-0.295979219020808
RPLP1	8.01361602223304e-24	1.09966620763519e-21	0.370755480203543
UBL5	1.47675217853464e-23	2.0039527062715e-21	0.440885918136471
RPL27	1.63921463748376e-23	2.19997015028452e-21	0.391131210892764
MARCKSL1	1.794478281181e-23	2.38216991826778e-21	0.354132760988286
IGFBP2	2.3577262992062e-23	3.09622702066724e-21	0.391201183081511
GALR1	2.67290947832396e-23	3.47279185731602e-21	-0.301161548061075
RPL18	4.19806771694612e-23	5.39694747653294e-21	0.283736755457474
ABHD2	5.76285634319631e-23	7.33143380411005e-21	0.397161047635527
RPL36	9.06084251402397e-23	1.14082546003891e-20	0.397618941578987
H1-4	1.20498272267704e-22	1.50167897878109e-20	0.348723361417603
HNRNPH1	1.39749152758352e-22	1.72399636630075e-20	-0.349306804718019
RPS27A	2.04667561018983e-22	2.49960492272484e-20	0.292280684873961
INTS6	4.32297154341677e-22	5.22737143165831e-20	-0.314663390012684
RPS4X	6.46286965699017e-22	7.73833599223735e-20	0.358692281089599
NDUFC1	1.08063680090817e-21	1.28134148053315e-19	0.447650324438019
FAU	1.3726931823038e-21	1.61199056110349e-19	0.304764747064028
GOLM1	1.70978540216585e-21	1.98872467777633e-19	0.363208236924845
RTN3	1.80893011415524e-21	2.08419466831867e-19	0.284857232217165
PNISR	2.22460466394503e-21	2.53916792156642e-19	-0.271755755601999
H3-3A	2.44282020319872e-21	2.76242251311722e-19	0.332718109727055
NEAT1	3.10325127234583e-21	3.47706493478528e-19	-0.217768085616425
NDUFB2	3.62045287983403e-21	4.01969009285573e-19	0.403340937992142
RPL34	4.66048559280659e-21	5.12779374278801e-19	0.397686466188671
CALR	4.9843607022757e-21	5.43517832650832e-19	0.356828537870632
AP2B1	5.41817396324229e-21	5.8559432400954e-19	0.378553763393947
NDUFB1	7.56023804368268e-21	8.09940238837689e-19	0.459354954162865
KCNQ1OT1	8.94350403768833e-21	9.498001288025e-19	-0.484788112009368
RPL35	1.09262503730398e-20	1.15036461901668e-18	0.37803865076493
MARCKS	1.33486543860892e-20	1.39339415399409e-18	0.216080762604909
WSB1	1.96639611155789e-20	2.03521997546242e-18	-0.282793979271648
RPS19	2.16465344132498e-20	2.22158928394134e-18	0.270694852932472
ATP6V0E1	3.50223525134026e-20	3.56439992705155e-18	0.39646300423692
TMEM59	4.76161766520049e-20	4.80608566488377e-18	0.285933464649043
TIMP2	6.16811497682832e-20	6.17468755836101e-18	0.396755287298137
NKAIN4	6.29619131409193e-20	6.25165727796787e-18	0.362927774393797
DDX17	6.63500420488925e-20	6.53494406083165e-18	-0.292860053629842
RPS15	1.23437657246089e-19	1.1964635777353e-17	0.297192977520163
CIRBP	1.28766140581801e-19	1.23828415348467e-17	-0.225601418441334
RPL37A	1.45086264558466e-19	1.38432699144731e-17	0.265298113465112
RPL32	1.54962466748456e-19	1.46709814449527e-17	0.345092842390577
SNRNP70	2.09227840971651e-19	1.96561509368213e-17	-0.337276242350882
MT-ND2	2.16161740867148e-19	2.0152544589393e-17	-0.268908986577928
RAB2A	3.11958477577274e-19	2.88632491412973e-17	0.303420351074822
GABPB1-AS1	3.3814796770916e-19	3.0958499820227e-17	-0.336906552560312
PRDX2	3.3967403389097e-19	3.0958499820227e-17	0.329102227734054
RPS14	4.32202981926897e-19	3.90999630983199e-17	0.314545189335762
RPL15	4.79708229857039e-19	4.27878238306899e-17	0.30859236957908
TSC22D1	4.79974769901296e-19	4.27878238306899e-17	0.257915624413792
PON2	6.18246295137549e-19	5.4714797119673e-17	0.346660512300367
UQCR11	6.39123564536961e-19	5.6155511465395e-17	0.430034692724058
RABAC1	7.65398797342921e-19	6.67701107996364e-17	0.358748353722117
SPARCL1	8.50720129005565e-19	7.36868435145033e-17	0.487037159601336
RPL35A	1.10016868584265e-18	9.462225464927e-17	0.310148230358852
LINC00342	1.15344289377066e-18	9.85104759553923e-17	-0.273750459755133
TUBB2B	1.99112161222057e-18	1.68872001736457e-16	0.177806328178972
RBM25	2.82579884649773e-18	2.375141799023e-16	-0.299008015096713
ATP5PF	2.83935726404125e-18	2.375141799023e-16	0.375324240027253
BCAN	3.21010896654234e-18	2.66701093934569e-16	0.187616125459279
NDUFA1	4.12335936014311e-18	3.40260728820458e-16	0.433754007122506
RPS24	4.22428099014293e-18	3.46249286796078e-16	0.284965642376565
ELOB	4.84844524735844e-18	3.94760412039924e-16	0.356849949215998
NDUFB11	5.28654909229053e-18	4.27580291815525e-16	0.384422517115311
OST4	5.65766110744593e-18	4.5458562569235e-16	0.408699270058253
SSR4	7.4407331320506e-18	5.9008879053074e-16	0.375450053101491
FXYD6	7.83893951403953e-18	6.1369851464721e-16	0.271311160918775
NKTR	8.57993055409951e-18	6.67431158326225e-16	-0.332283970869256
H1-2	9.14266052827765e-18	7.06704512859841e-16	0.363078068160686
UQCR10	1.05984579652923e-17	8.14081554277456e-16	0.441248105104827
PTPRA	1.10950819757538e-17	8.46901476061759e-16	0.318205045933296
YWHAE	1.17252265087145e-17	8.89442182303911e-16	0.267448821132014
SELENOK	1.31620214120245e-17	9.92270169784291e-16	0.406213001854423
HSP90B1	1.40439619231458e-17	1.05226323292871e-15	0.262829146726412
H3-3B	1.59508526513045e-17	1.18785221603892e-15	0.251364237249696
DYNC1I2	1.85310121720794e-17	1.37163182822791e-15	0.320925073837712
HSBP1	2.2704733417049e-17	1.67043921218325e-15	0.35191436920291
FUS	2.4126978859535e-17	1.76444786114671e-15	-0.269717573945674
DSTN	2.49534642145684e-17	1.81402772888407e-15	0.329157253639603
NDUFS5	2.81941930340282e-17	2.03154203421429e-15	0.401266742215136
DYNLL1	2.82782400570236e-17	2.03154203421429e-15	0.320825927728492
SRSF6	3.64080840120209e-17	2.60030368443749e-15	-0.286354295880541
RPS12	4.82966411713722e-17	3.42934231759284e-15	0.263984244679497
S100B	5.04753435520801e-17	3.56332584278355e-15	0.308618201193302
RPS3	5.11255087136991e-17	3.58848182712878e-15	0.178060422249604
RPL37	5.39503528675773e-17	3.76511805469555e-15	0.288701536922252
TOMM7	6.16244579775772e-17	4.27624718909176e-15	0.370905907880411
GAPDH	6.51441789919411e-17	4.49494835044393e-15	0.209847650556089
RPL19	9.93745791651206e-17	6.81832435586302e-15	0.259582316578839
PCDHGA10	1.03665469183862e-16	7.07299650917604e-15	-0.235769874629824
GABARAPL2	1.20399364254193e-16	8.16909686464701e-15	0.307147473110515
FSIP2	1.35865579139062e-16	9.16754871837219e-15	-0.291423792812417
NDUFA3	1.76588525268011e-16	1.18498662587814e-14	0.41555064340969
TSPAN7	1.89262044411074e-16	1.26309144720899e-14	0.177121450167844
RPS8	2.00115955016538e-16	1.32826965142227e-14	0.285372207540331
TMEM259	2.15641845103793e-16	1.42358586716358e-14	-0.25609028240083
TNR	2.84579635807873e-16	1.8685866086675e-14	0.230962453269714
BSG	2.97849452749047e-16	1.94525955423749e-14	0.2088015099357
MYT1	3.5784801061332e-16	2.3246796561811e-14	-0.276567836320097
RBP1	4.28451103937851e-16	2.76513700551074e-14	0.40379314157423
MUC20-OT1	4.30177704943127e-16	2.76513700551074e-14	-0.258540103815837
BPTF	4.40766631257295e-16	2.81836799347923e-14	-0.317982733269786
COX5B	4.71409359394063e-16	2.99860547202067e-14	0.33159742794742
HBD	4.89950690549166e-16	3.10039781537667e-14	0.344167138531699
ATP5MD	6.72570308454702e-16	4.21235957802937e-14	0.394974069420971
RPS13	8.003752315869e-16	4.98723607314837e-14	0.286357186315903
NFIA	8.27532424856331e-16	5.13028096688852e-14	-0.27518858033716
RPL27A	9.27244453246405e-16	5.71941237752442e-14	0.341336388179522
C11orf96	1.06775364252601e-15	6.55300263124127e-14	0.397584507521851
RPLP2	1.16989140679697e-15	7.14394187560571e-14	0.334903914181894
RPL8	1.27190180559615e-15	7.72822723967453e-14	0.219157153636107
FTL	1.33575712146221e-15	8.07604045763266e-14	0.258078770505031
RPL11	1.47314865449402e-15	8.86283966371207e-14	0.262194187090929
LHFPL3	1.50029803975677e-15	8.97872852460492e-14	0.330143228465994
RPS25	1.50711483463851e-15	8.97872852460492e-14	0.306273779462034
TRIM9	1.61196750103977e-15	9.55677625737799e-14	-0.283371416961132
ARL6IP5	1.81199917872634e-15	1.0639397100858e-13	0.332289820006681
BCHE	1.9079091357441e-15	1.11489446291114e-13	0.253472461267429
RPL10	2.03970208220682e-15	1.18623245380914e-13	0.241349415797385
RPL7A	2.61262741457326e-15	1.51222837034044e-13	0.257895377384298
RPL3	2.83305933789049e-15	1.62442036120453e-13	0.232908438568101
TSPAN3	2.98954023174026e-15	1.706133404217e-13	0.195671206675563
ATP5MC2	3.29403870675912e-15	1.87116719654182e-13	0.293958372204844
LRP1	3.75477487921933e-15	2.12301229629193e-13	0.211532623841736
RPS10	3.9707151833748e-15	2.2347624209473e-13	0.290628153308706
SLC22A17	5.08720605191552e-15	2.85000217945157e-13	0.185747069613258
TMEM258	5.46576524897342e-15	3.0481000450097e-13	0.365611305099754
PEBP1	6.43023603611878e-15	3.56965785041448e-13	0.189777742985571
MACF1	6.54984298322456e-15	3.61960327394215e-13	-0.30064327449482
RPS15A	6.87332309231532e-15	3.78125652821834e-13	0.291271815610888
TM9SF3	7.76174200287538e-15	4.2508589722474e-13	0.327703740115945
LDHB	8.33874982329733e-15	4.5464799817826e-13	0.230828041518728
IL1RAP	9.59541131474186e-15	5.20838926164188e-13	-0.245082447376057
TCF4	1.07202185046671e-14	5.79318710608406e-13	-0.254587578695378
LAMTOR4	1.11652871205624e-14	6.00712121601009e-13	0.35700807005813
HNRNPU	1.12849335052876e-14	6.04486372368761e-13	-0.287268156674919
RPS2	1.27100240792255e-14	6.77849450129176e-13	0.250372009186997
CHORDC1	1.34031942356881e-14	7.08628619915405e-13	-0.217525802485699
ZNF428	1.33667698985602e-14	7.08628619915405e-13	0.274422339506621
ATP6AP2	1.35036468291199e-14	7.1086223587949e-13	0.296837687123603
SCN1A	1.47318977574167e-14	7.7219170519884e-13	-0.307162282083897
C1QL1	1.60916994973598e-14	8.39862931458356e-13	0.381336889770972
TCEAL7	1.61751195600536e-14	8.40624405050784e-13	0.315294601034798
RPL24	1.6940454889199e-14	8.76668540516049e-13	0.256976520445208
COPS9	1.90389817845702e-14	9.76987750146873e-13	0.386998181821673
RPS26	2.18695142879593e-14	1.11754133053911e-12	0.316722837557333
TRIO	2.4980459338321e-14	1.27119312457881e-12	-0.307822183939691
GSTP1	2.6895854572345e-14	1.36298370079689e-12	0.254796450683113
SPCS1	3.90532615089718e-14	1.97089868929369e-12	0.335400421106589
ATP5MG	4.07265650492453e-14	2.04688699154911e-12	0.359811742666967
ATP5MF	4.28972028147301e-14	2.14714564744384e-12	0.370325552360709
CUTA	4.52268300947728e-14	2.2545113303978e-12	0.354883648401615
RPS9	5.43053281983262e-14	2.6960608670169e-12	0.183485191577618
RPS23	6.68784412732671e-14	3.3068275436049e-12	0.246681937498062
RPL28	7.90289924991811e-14	3.89185921529233e-12	0.195936560859882
BTG2	8.62537667672529e-14	4.23059137963237e-12	0.303680194966229
SOX4	1.01460001624373e-13	4.95652399935388e-12	0.280927874073885
EEF1B2	1.16068823259374e-13	5.64760373891128e-12	0.24762998289813
MGST3	1.310795972429e-13	6.35267905209341e-12	0.303262906207801
CYP51A1	1.58343436729093e-13	7.64366953664986e-12	0.166619311067832
HLA-B	1.67863300539401e-13	8.07131688774686e-12	-0.241120873919549
LUC7L3	1.70919505306235e-13	8.18603889531389e-12	-0.179057382504671
CLU	2.2732391789249e-13	1.08449492547695e-11	0.323062555619526
COL9A2	2.54393719044671e-13	1.20891458781812e-11	-0.270304337367674
NDUFA13	2.56193161862969e-13	1.2127469324932e-11	0.290931281630591
JUNB	2.65394003254e-13	1.2514505643788e-11	0.342098147664186
COL9A1	2.8018880827158e-13	1.31613304439262e-11	-0.303844863710319
COX4I1	2.95894575514372e-13	1.38458254818277e-11	0.301134953635465
COX6B1	2.97285765781868e-13	1.38578284637174e-11	0.284365759472045
RPL21	3.06614529239937e-13	1.42383393369101e-11	0.266019731398314
RPL36AL	3.23335830134606e-13	1.49579564145225e-11	0.358687141846298
TALDO1	3.43733894109831e-13	1.58415926368429e-11	0.356898464750059
SYT11	4.11950399770617e-13	1.88432592973728e-11	0.22711256770876
MIF	4.20568847123736e-13	1.9165698992247e-11	0.358101581359189
YWHAB	4.37252054615268e-13	1.9851893468462e-11	0.248363157259532
HNRNPA2B1	4.71448679118559e-13	2.13251952521295e-11	-0.157666376223716
EIF1	6.07507651881079e-13	2.73781953963971e-11	0.199609035129699
COX8A	6.12661051769304e-13	2.75089317105092e-11	0.323955452870174
DPYSL2	6.25573483229392e-13	2.79858203321632e-11	0.312756891350265
SGCB	6.45714907853329e-13	2.87814458744989e-11	0.311031632886495
COL9A3	7.06597542232255e-13	3.12669412437773e-11	-0.167208189798927
TCERG1	7.11724030356224e-13	3.13800923564641e-11	-0.230355896383338
RPL18A	7.23442056002971e-13	3.17820065826053e-11	0.170591806576638
RPL12	7.2910306359108e-13	3.19158986223579e-11	0.248425070152757
MT-ND5	8.44571164926682e-13	3.68383844187484e-11	-0.241605301185728
JAG1	8.61403055818945e-13	3.74388452694547e-11	-0.200915097133375
RPL23A	8.77893634962587e-13	3.80202658290712e-11	0.227894325226711
COL20A1	9.02956776683672e-13	3.89675304368823e-11	-0.226041777679706
MTRNR2L12	9.46565013102244e-13	4.07056285387948e-11	0.236234028014828
NDUFB4	1.04352840976965e-12	4.47179384860235e-11	0.35274861147036
EMC7	1.04902247053329e-12	4.47961938203604e-11	0.306846494841404
LAMA4	1.11022111596046e-12	4.70803141986981e-11	-0.190695220959581
SMG1	1.27184788834606e-12	5.35623388288636e-11	-0.192040504121874
MPZL1	1.29811138531028e-12	5.44805304082282e-11	0.283874306728988
SEC61G	1.34373098188347e-12	5.62020084991192e-11	0.351791807898302
RPL9	1.43877956394466e-12	5.9972064213161e-11	0.243012901506715
MAGEH1	1.4550708904448e-12	6.04448326020488e-11	0.289624007243364
OLIG2	1.81193331869302e-12	7.50140393938912e-11	0.237140090214137
DNAJA1	2.14931961616313e-12	8.83826278525264e-11	-0.242925744463606
CMTM5	2.21127177325636e-12	9.06250408281204e-11	0.278238209216266
TTYH1	2.24798494933032e-12	9.18215390841847e-11	0.170557022195167
S100A16	2.67194023785366e-12	1.08774687083022e-10	0.312621771385746
RPS3A	2.77711697164385e-12	1.12680829151782e-10	0.231465128891811
MYL6	3.53726691850922e-12	1.43048479721037e-10	0.245362954135076
METRN	4.00849629163635e-12	1.61570182210412e-10	0.200581933120545
JPX	4.28215681779822e-12	1.72032832946611e-10	-0.244043773293517
UQCRQ	4.86001771524835e-12	1.93340053277942e-10	0.326622118856401
REV3L	5.35315073975897e-12	2.11579385063677e-10	-0.275923163307749
RGCC	5.58869635766669e-12	2.20176608439301e-10	0.335642702792285
PCDH10	6.64717483934894e-12	2.61035197147809e-10	0.293304822632303
MEG3	6.90342073000165e-12	2.70229094152276e-10	-0.378477869828636
NDUFAB1	7.0113177245524e-12	2.73575793514244e-10	0.311012188345963
SNHG9	7.23278194171311e-12	2.80425288425848e-10	0.270097993247696
DNAJC8	7.65833694729711e-12	2.95985028915632e-10	0.301456897855373
RPS6	9.24751008031558e-12	3.56277099718909e-10	0.191433839720591
RPS11	1.09447135969975e-11	4.20338953333743e-10	0.207071259492152
LY6H	1.12127682197336e-11	4.29283819020711e-10	0.25124836201557
CCDC14	1.15264532657802e-11	4.39914292921793e-10	-0.210844739792692
CADM4	1.24515059383003e-11	4.73739071727293e-10	0.277722896517932
AFF4	1.24977543081639e-11	4.74021966973931e-10	-0.236770169801505
KLF3-AS1	1.37623117065825e-11	5.20368770503071e-10	-0.200968545427901
PNN	1.39378872247082e-11	5.25380915664695e-10	-0.245761648087261
SCAND1	1.57807307390156e-11	5.93015583124914e-10	0.321301453651555
SLC25A5	1.60124063319711e-11	5.99875823718905e-10	0.151838811568074
SPG7	1.70615213719944e-11	6.37224344086138e-10	-0.246669673722779
ATP1A2	1.82676340300446e-11	6.80190897588217e-10	0.288160215777242
MYO9B	2.15240411953243e-11	7.99006428931597e-10	-0.206468068806393
PCSK7	2.20875099838723e-11	8.17438664948583e-10	-0.191501782089198
ATP6V1F	2.22576287483917e-11	8.21245981583408e-10	0.318907109009324
MIR99AHG	2.59921332330481e-11	9.56150371009688e-10	-0.22482655600263
SFPQ	2.74833962161463e-11	1.00797212608947e-09	-0.209123558178537
RPL5	3.0370661144929e-11	1.11052959450005e-09	0.217873038699308
FNBP4	3.29484157664032e-11	1.20119105001517e-09	-0.235848335516981
RPL26	3.44200281120405e-11	1.25110655753676e-09	0.205362740768761
EWSR1	3.50112131620128e-11	1.26881883189217e-09	-0.185898762281406
EID1	3.71823043681672e-11	1.33955009807795e-09	0.214630742423754
OGA	3.75633002065763e-11	1.34929583947916e-09	-0.212933792043688
LENG8	3.84071372178375e-11	1.37556119308343e-09	-0.212260528603186
ASCL1	4.29611118455909e-11	1.53416391511755e-09	0.345409646179761
SNX3	4.49054784619679e-11	1.59892305672307e-09	0.298344804727397
HSPA5	4.73526587294849e-11	1.68115703797442e-09	0.309420362264125
BASP1	4.81616533900598e-11	1.69999500824509e-09	0.161048483713342
SERF2	4.80541192420689e-11	1.69999500824509e-09	0.282155797539463
HINT1	5.47959536018236e-11	1.92459165919951e-09	0.257535563830109
NDFIP1	5.4839752509738e-11	1.92459165919951e-09	0.185138639662833
PARK7	5.81264294785875e-11	2.03409192900283e-09	0.283207720282172
TUBB2A	5.90760337644958e-11	2.06141600104511e-09	0.154214332807402
SELENOS	6.58229198477706e-11	2.2903000572673e-09	0.263109515295841
PSMA3-AS1	7.66776579417093e-11	2.66040976261959e-09	-0.206158834125759
PAXBP1	7.9026564696772e-11	2.73414004147784e-09	-0.255601490404629
ENHO	9.33768022274712e-11	3.22149967684776e-09	0.333864352054152
COX7A2	9.5173096277888e-11	3.2742226051883e-09	0.293823530234798
OLFM2	9.60564577074567e-11	3.29533010668868e-09	0.196656296459309
BEX5	9.78034735360598e-11	3.3458650484479e-09	0.233804830530579
FTH1	9.87647859367639e-11	3.36931377275335e-09	0.2106053846067
MRPL33	1.01795199645716e-10	3.45340214798092e-09	0.309191976465914
N4BP2L2	1.01704019828592e-10	3.45340214798092e-09	-0.223357235707212
CANX	1.03100661011079e-10	3.47836567107267e-09	0.249669788644465
AASS	1.02846341178141e-10	3.47836567107267e-09	-0.21548952174033
DNER	1.21138991715601e-10	4.07567632458028e-09	0.222858238827833
TRA2A	1.46592363870523e-10	4.90502065739918e-09	-0.249360736705505
BRWD1	1.54508757570533e-10	5.15577993499706e-09	-0.205299795234861
KRTCAP2	1.74841863061781e-10	5.80256433036286e-09	0.272280679224471
RPS5	1.75919344240828e-10	5.82250122280008e-09	0.22256371687314
ATP6V0B	1.92230537518748e-10	6.32806348980181e-09	0.258391890212763
MBOAT2	2.04412776268257e-10	6.71100332409738e-09	-0.216023409001644
LRP6	2.06509958329509e-10	6.76167860878899e-09	-0.20410398341369
PSMA7	2.12256748214946e-10	6.91277777586434e-09	0.284350954017283
NDUFA11	2.28980274580811e-10	7.43759599323256e-09	0.304267779254995
SKP1	2.42054453092729e-10	7.84140858255039e-09	0.190534315986546
TAOK3	2.47442475895896e-10	7.99474856644598e-09	-0.156048150021602
CISD2	2.53927318128595e-10	8.18262357863994e-09	0.182940681583458
MT2A	2.85913397578893e-10	9.18910611745007e-09	0.330182177784816
DDX39B	2.92293956028961e-10	9.36951728341652e-09	-0.188585230998011
RPL23	2.93509195942989e-10	9.38384243469037e-09	0.175316595566743
PTMS	3.00253307225044e-10	9.57439592986804e-09	0.243363859133754
MRFAP1	3.24122374943817e-10	1.02818352342567e-08	0.216803649668815
AHI1	3.23977094816305e-10	1.02818352342567e-08	-0.21483752441295
POMP	3.31156956357019e-10	1.0477771782353e-08	0.29691326151342
PCDHB2	3.65429172552555e-10	1.15025424855267e-08	0.258765459330677
MDM4	3.71307656385629e-10	1.16575331810737e-08	-0.181623295753323
SEC61B	4.03259481304018e-10	1.25959285042608e-08	0.269886614425329
TIMM8B	4.08025421901423e-10	1.27122818308216e-08	0.287443397203572
C1QL2	4.32335779935519e-10	1.34354119092939e-08	0.173537339005562
UBA52	4.53369635067261e-10	1.40177300077885e-08	0.237297489174712
SBDS	5.36548310612632e-10	1.6547637670485e-08	0.30586399956133
DST	5.59280500032599e-10	1.71620420776335e-08	-0.225278453809294
KDELR1	5.64523715975647e-10	1.72795191559162e-08	0.206241754625352
SLIRP	5.82746941423998e-10	1.77927209890282e-08	0.288189724623652
CALM1	7.70155707557921e-10	2.33397311573322e-08	0.202195135706285
TARBP1	7.73782529280647e-10	2.33723792962148e-08	-0.173214879015057
LAPTM4A	7.75635994810083e-10	2.33723792962148e-08	0.194470058314639
COX7B	7.7697420734162e-10	2.33723792962148e-08	0.307287552248536
TIA1	8.00623213863741e-10	2.4024597815523e-08	-0.220167644707496
PPIA	8.65648646368658e-10	2.59121738188736e-08	0.198842825087432
MICU1	8.94128715195625e-10	2.66992518305236e-08	0.269757647838456
GOLGA8A	9.16082832041787e-10	2.72880966529911e-08	-0.251472291967342
UQCRB	9.40081662115756e-10	2.78670323772323e-08	0.27445447920541
GPX4	9.93053064582511e-10	2.936599776694e-08	0.240968606525723
HSPB1	1.01545405762772e-09	2.99558947000177e-08	-0.218019550486015
FIS1	1.08747191455516e-09	3.20031192589449e-08	0.283894827962554
CCDC88A	1.16961929207794e-09	3.43378856109324e-08	-0.229943459531108
