Gene	PVal	FDR	Log2FC
NKTR	2.261721969613e-25	1.27881529698535e-23	-0.295580600771247
RPL27	2.40607756628155e-25	1.35416706529938e-23	0.373374041116476
RPL18	3.02537738618158e-25	1.6949052301576e-23	0.310390163125479
DNM1	3.07780735844726e-25	1.7164046241423e-23	-0.226707964336664
PABPN1	3.45187436434004e-25	1.91626098234931e-23	-0.228694563939333
PTGDS	4.60982933960781e-25	2.54750433143123e-23	0.400477847132538
TRA2A	5.17448752784719e-25	2.84666739538729e-23	-0.277684985398542
BCAS1	5.28326239452774e-25	2.89347460198956e-23	-0.30681936417189
NDUFC2	5.46034551217571e-25	2.97710713125902e-23	0.306246975161643
ATP5F1D	5.60488911406318e-25	3.0423338111135e-23	0.248274969230639
RPL9	5.88622786243959e-25	3.18090711875994e-23	0.329244743268563
SEC11C	6.3850268625449e-25	3.43525696353572e-23	0.318637119197824
DMXL2	6.47054898578231e-25	3.46600064751576e-23	-0.202571625642929
TOMM7	6.8653208069364e-25	3.66140449847661e-23	0.368912364736248
RPL18A	7.85944513959663e-25	4.17336536912581e-23	0.255604489905028
UBL5	9.02061711538652e-25	4.76921198399202e-23	0.356502112838795
PCMTD2	9.2580831717136e-25	4.87366249035078e-23	-0.291928362187188
CHORDC1	9.51966401341169e-25	4.96853233315372e-23	-0.189992547580262
ELOB	1.15161538959603e-24	5.98496968218564e-23	0.261662122623647
MCAM	1.1981390572413e-24	6.20036962122371e-23	-0.258845037201415
MUC20-OT1	1.2041233235343e-24	6.20504563304829e-23	-0.242871491514892
NDUFS5	1.30781844825359e-24	6.68300699101302e-23	0.360270107604233
RPS21	1.35686574712629e-24	6.9047505706889e-23	0.319982534716931
FARP2	1.55019920737501e-24	7.8558435351332e-23	-0.241120591550625
RAP1GAP	1.81840546532442e-24	9.1769363421517e-23	-0.212721828383491
ATP5MC3	2.3857795430304e-24	1.19907512588602e-22	0.301096161943421
ATP5F1E	2.55474218350932e-24	1.27873222488522e-22	0.289660514488499
SAMD4A	3.00882896743532e-24	1.49987053793011e-22	-0.185193569369791
ANKRD36	3.18677640217456e-24	1.5821178942991e-22	-0.206197218057459
CLASP2	4.16691377601578e-24	2.06034485613282e-22	-0.252075379941649
RPL38	4.38194987290394e-24	2.15793362087805e-22	0.354813345565428
CDC37	4.50663925916737e-24	2.21042511133378e-22	-0.236101531862227
ARPP21	6.46639482345126e-24	3.15896319915241e-22	-0.267354696988406
PPIA	7.03278143927646e-24	3.42196652262483e-22	0.255853078782313
RPL3	8.91994684286566e-24	4.32298852348882e-22	0.300144312559226
UQCR10	9.13928034436178e-24	4.41177987532373e-22	0.399115406083608
PRDX1	1.01274682012862e-23	4.85046153499249e-22	0.233496031920642
SCG2	1.01246287947423e-23	4.85046153499249e-22	0.288468525795421
RBM25	1.03403805260108e-23	4.93308856891288e-22	-0.290105495100947
LDHB	1.07805581096901e-23	5.12307222543366e-22	0.216305887166599
DOCK9	1.08392194387321e-23	5.13098399245097e-22	-0.172618914356688
CLDN10	1.57065968158592e-23	7.3778718043111e-22	0.222967243914537
ATP5MF	1.68847244416672e-23	7.90088657494563e-22	0.314133693591092
MT2A	1.73679337692792e-23	8.09597614977889e-22	0.442890099978409
NDUFA1	1.7502112628386e-23	8.09671596706359e-22	0.416640617834162
ENHO	1.74786752359596e-23	8.09671596706359e-22	0.332970490065099
DSCAM	1.90139649336823e-23	8.76292655604008e-22	-0.267491911431151
BIRC6	1.95461719378454e-23	8.9743382660491e-22	-0.225095155591616
RPL27A	2.03043962636156e-23	9.28755024597519e-22	0.392232981859583
RPL10	2.18623793501592e-23	9.96288205236918e-22	0.231442723515752
RPS23	2.26888302796528e-23	1.03010663273383e-21	0.310830148017513
PTMA	2.35168995574053e-23	1.06374775664663e-21	0.283259590401058
SPTAN1	2.43352530280452e-23	1.09670274993179e-21	-0.282689945787167
SON	2.45828980349842e-23	1.10379019743111e-21	-0.183430307285017
RPS13	3.37253539690862e-23	1.50874632975989e-21	0.283682524348015
H1-4	3.58412692620372e-23	1.59755263320168e-21	0.294047616648665
PNISR	4.01917669436811e-23	1.78495290793883e-21	-0.210830533911977
ZNF528-AS1	4.17917013280861e-23	1.84928278376781e-21	0.244903591186179
SMG1	4.57939294766105e-23	2.01906592309691e-21	-0.197354543628834
RPS5	4.73902247182596e-23	2.08193098735289e-21	0.331907213409461
TUBB2B	4.76577969436098e-23	2.08618162749931e-21	0.229396031289861
CCDC88A	4.79403107156532e-23	2.09105362417955e-21	-0.285774513748089
COX8A	4.89579933129397e-23	2.12784331790368e-21	0.271687222154507
HIP1R	4.92711637742685e-23	2.13386072047922e-21	-0.266634162929726
RBM6	5.89621171693535e-23	2.54453829324846e-21	-0.217615886053032
AFDN	6.03752825761326e-23	2.59634973979686e-21	-0.210494260169822
SNHG29	6.0885158390682e-23	2.60908926114175e-21	0.151258034585268
IGF2BP2	6.31921064330367e-23	2.69847970582754e-21	-0.185096957159961
RPL19	6.42465785252759e-23	2.73394935027594e-21	0.249761098178633
RPS25	7.42439337012052e-23	3.14840681351673e-21	0.302910726774583
PDE4DIP	8.12832315333282e-23	3.43498998863854e-21	-0.224309164222819
PTK2	8.42804262999374e-23	3.54936843586598e-21	-0.254873366398382
HEY1	8.55029603918138e-23	3.58847991500076e-21	0.318229676507012
GON4L	9.38115587642071e-23	3.9103091030282e-21	-0.168583276139764
HNRNPA2B1	9.34999603708812e-23	3.9103091030282e-21	-0.184104341506801
PEG10	1.01676157229383e-22	4.22371057225324e-21	0.44431574879909
RPL24	1.06399230071125e-22	4.40492812494459e-21	0.284235270000905
GIPC1	1.40394732917811e-22	5.77320159301424e-21	-0.203269645664365
EIF1	1.56365721949371e-22	6.40837101398547e-21	0.250699073194942
FTX	1.66231110374066e-22	6.78990150835608e-21	-0.222521920215472
SPAG9	1.68268137906163e-22	6.85019589415988e-21	-0.256446489019704
USP34	1.92577096614384e-22	7.81376771080224e-21	-0.265885238599086
LRRC4C	1.99183340327881e-22	8.05505342855764e-21	-0.214325650891279
PEBP1	2.28867035153073e-22	9.22492772384318e-21	0.246602419796056
ATP5PF	2.43254310875405e-22	9.77258190368856e-21	0.288685677494923
EEF1A1	3.09486156499518e-22	1.23926374732086e-20	0.264901257233338
KIF13A	3.39523770359419e-22	1.35509928346392e-20	-0.253683738335596
RPL35	3.42140906903935e-22	1.36109670880057e-20	0.27408588945218
TMBIM6	3.68746930814758e-22	1.4621773591041e-20	0.202423202990841
TENM1	4.20086658526628e-22	1.65500592276958e-20	-0.227005402727793
BEX2	4.59886908633459e-22	1.80598032641172e-20	0.307658952914154
NPDC1	4.750423710531e-22	1.85951681976651e-20	-0.171775117040812
MMP16	5.98304053402144e-22	2.33453271699693e-20	-0.286520481812244
RBP1	9.11652792168763e-22	3.54586482508188e-20	0.332648913255804
RPL35A	9.52083210838179e-22	3.69136262030688e-20	0.314256001481496
GPX4	9.86618834084243e-22	3.81315690527559e-20	0.29309999316283
RPL32	9.97161899327238e-22	3.84174709037336e-20	0.304568729573817
JUND	1.11450793607216e-21	4.28034132806582e-20	0.293136915638832
DOCK10	1.17919870710785e-21	4.51459367081762e-20	-0.218567303595792
COX6B1	1.19390702079727e-21	4.55662076406159e-20	0.31493502118937
PGRMC1	1.22523544664092e-21	4.64714301547377e-20	0.181265433680181
ZNF428	1.22281209544189e-21	4.64714301547377e-20	0.232497927785781
COX5B	1.45645770282232e-21	5.50703341317925e-20	0.309331476170629
SNHG9	1.47047609844484e-21	5.52582295086363e-20	0.298202440006165
HERC1	1.54696603061438e-21	5.79542826131701e-20	-0.199403096191929
NOVA1	1.64290683284377e-21	6.13603093257523e-20	0.182283919647989
ERBB3	1.68726634915464e-21	6.28249509823952e-20	-0.199172628293242
TMA7	1.97438416748414e-21	7.30701631438902e-20	0.27810721875382
RAB2A	1.97202520957608e-21	7.30701631438902e-20	0.291397324849537
ATG2B	2.02525470539343e-21	7.4726391894169e-20	-0.170938532867809
EXOC7	2.34639817506333e-21	8.63149425061701e-20	-0.210477067138107
MGST3	2.74930179636211e-21	1.00832501017929e-19	0.218993660218005
RPL39	2.82987589429743e-21	1.03476869152858e-19	0.292769140336044
SPPL2B	3.14718452022236e-21	1.14736013568584e-19	-0.184251064552905
RPL36	3.21263806585811e-21	1.16773656840253e-19	0.304108841472169
PCDHGC3	3.52715246126109e-21	1.27825261155435e-19	-0.215498984438875
LINC01003	3.62890885497834e-21	1.31123857532102e-19	0.332696755454064
PKN2	3.78287235892892e-21	1.36283835161059e-19	-0.240877894404861
LUC7L	3.95074379837868e-21	1.41913041204703e-19	-0.222789207439784
P2RX7	3.9719556440419e-21	1.42256581468281e-19	-0.213619572112061
CCDC85B	5.04256679133797e-21	1.80072714101201e-19	0.35032811263142
TAOK3	5.40726405102861e-21	1.92533282376712e-19	-0.176931015009514
SH3GLB2	6.49557045667171e-21	2.29278618460496e-19	-0.183151794309005
ATP5MD	6.58654990689082e-21	2.31819982745987e-19	0.322199083801513
KCNQ1OT1	7.60182439164479e-21	2.66784716365396e-19	-0.376277638623083
SRSF10	8.17206278550349e-21	2.85401276049154e-19	-0.176479731534684
RPS26	8.17902617024514e-21	2.85401276049154e-19	0.276503968918996
DAD1	9.07636909600497e-21	3.15811099058429e-19	0.307688471174056
RABAC1	1.02913907832426e-20	3.57070328510629e-19	0.176742251959836
BTF3	1.08999235518767e-20	3.77112652518612e-19	0.257566799430441
S100A16	1.22924492899679e-20	4.24089500503894e-19	0.348655972400924
SAPCD2	1.48628110214077e-20	5.11322566209724e-19	-0.213250114138272
MYL6	1.49212045983541e-20	5.11889527414883e-19	0.161104052818454
ATP6V0E1	1.50063216199508e-20	5.13367523653948e-19	0.323879800735229
AGAP1	1.53659374866144e-20	5.22741488924851e-19	-0.241572474483111
PHLDB1	1.65801045018998e-20	5.6248004522695e-19	-0.22847740495421
KAT6B	1.73891406160327e-20	5.88292449705282e-19	-0.20923789617813
TARBP1	1.87157633316848e-20	6.31424357927807e-19	-0.17467777064191
BTG3	1.89293309401069e-20	6.36870299646075e-19	0.319898834469532
NDUFB11	2.26021677605234e-20	7.54208401254842e-19	0.296344707079582
PSMA3-AS1	2.25527631564088e-20	7.54208401254842e-19	-0.187226183540097
DNAJC1	2.29226874234618e-20	7.62819568127354e-19	-0.191257429705055
GAPDH	2.65919175835817e-20	8.82519264805118e-19	0.179692533558911
EGR1	2.78543891247642e-20	9.21912342495245e-19	0.198296451305299
RPL37	2.86520642066664e-20	9.45750432854099e-19	0.262919480077573
MAP4K4	3.27439476225452e-20	1.07790251297613e-18	-0.246158949758269
RPL36AL	3.29404131387637e-20	1.08145501522506e-18	0.317609021635526
EID1	3.69730068088984e-20	1.21059338379913e-18	0.272335106831385
RHOT2	3.90102490063571e-20	1.27388281046695e-18	-0.1562327377186
NKX2-2	4.08744983833781e-20	1.33120066334986e-18	-0.176420739963522
GSTP1	4.27475716861188e-20	1.38850024734726e-18	0.237068107468037
RPS3A	4.85505642427976e-20	1.57280647505912e-18	0.229000273901491
SPCS2	5.00039976059236e-20	1.61560535121996e-18	0.261150535952415
CAMSAP2	5.08999255279486e-20	1.6402131674745e-18	-0.228924497160273
NPEPPS	5.20782252753738e-20	1.67376675075826e-18	-0.198243649039877
SELENOK	5.59754898484114e-20	1.79430093836916e-18	0.359455368849552
LRP6	5.88074445946226e-20	1.8801448189375e-18	-0.228218265915914
PHLDA1	6.31016031463467e-20	2.00692676881857e-18	-0.164915040535586
CTTNBP2	6.59057654173022e-20	2.09066782608185e-18	-0.241904524064352
H1-2	6.60845930952414e-20	2.09090967738907e-18	0.30507275292534
DDX46	7.77535073745085e-20	2.45375603505135e-18	-0.22753357029564
SLC25A5	9.24668224969223e-20	2.91056005967761e-18	0.175984556821557
RPL31	9.48032202156888e-20	2.97643117864835e-18	0.349571351233782
UPF3A	1.04542923549066e-19	3.27380185975575e-18	-0.259438098993995
ATP5MC2	1.13313369533378e-19	3.53034740334477e-18	0.299560803010051
PSMB1	1.20950651265887e-19	3.75870306338492e-18	0.248901218714227
GCSH	1.24858660463825e-19	3.87030157422511e-18	0.312371630194197
PLCB1	1.26101711946206e-19	3.89893723544054e-18	-0.215647095065346
COX7A2	1.27423063131543e-19	3.92984310612508e-18	0.264969122906359
PMP2	1.30219381952617e-19	4.00596803976652e-18	0.338579526867334
LRRK2	1.55069057545996e-19	4.7584381904755e-18	-0.232890788419376
CAPN2	1.68148940051585e-19	5.14687469887219e-18	-0.166006025055122
AC140912.1	1.912711079443e-19	5.83998510330935e-18	0.254380469756481
NBEA	2.55079862544701e-19	7.74667859213832e-18	-0.177823228886005
NDUFC1	2.83819630488126e-19	8.53765799791006e-18	0.335609515832384
RGL2	2.85993644756154e-19	8.58191740394819e-18	-0.154187422568908
ATP5MG	2.98595828729708e-19	8.91626126228833e-18	0.343047481738468
TNIK	3.17329911491567e-19	9.4525614854793e-18	-0.151293901099439
B4GALNT4	3.21874261974989e-19	9.56459941970935e-18	-0.181485839813175
UBA52	3.35968579896343e-19	9.95918511231562e-18	0.312521867286609
SGIP1	3.37064362841123e-19	9.96747472973035e-18	-0.161546141029586
