Gene	PVal	FDR	Log2FC
TPT1	4.90266300474472e-16	1.95673932277606e-14	0.181894290111285
RPS23	5.22318333865422e-16	2.0711278608761e-14	0.190026571643895
RPL23A	6.45382346151556e-16	2.55082672930387e-14	0.224173343583459
SPTAN1	6.57394878548581e-16	2.58992375861736e-14	0.22195122152374
DCLK2	7.58978359634325e-16	2.98051533961865e-14	0.2379578527319
RBBP7	7.7268929972127e-16	3.02463282612047e-14	-0.20170178253342
BRINP1	7.97688915814129e-16	3.11251588780766e-14	-0.224491896461777
MAP4K4	8.20731055179418e-16	3.19222559774084e-14	0.247545300842959
APCDD1	9.67466261560257e-16	3.72733925944335e-14	-0.19476660245731
HMX1	1.43943602961178e-15	5.49369757176522e-14	-0.155574071592961
NCL	1.63478752423664e-15	6.21983178613773e-14	0.200862893595447
ETFB	1.80123710217731e-15	6.8318350089725e-14	-0.203155699118058
RPS16	2.26485593874142e-15	8.51098017841507e-14	0.199483974258803
PSAT1	2.75019156192674e-15	1.02715870170676e-13	-0.261474370435325
PENK	3.08199572347632e-15	1.14408552494883e-13	-0.159904863613917
CCDC85B	3.77254140677674e-15	1.38360505108001e-13	-0.243794653739709
RPL15	4.0168352203183e-15	1.46162973251934e-13	0.180249311033205
MT-CYB	4.0211871786334e-15	1.46162973251934e-13	-0.163144071622437
LRP4	4.23115302758019e-15	1.53338492361534e-13	-0.183887512417034
TRIM24	5.75306419051144e-15	2.07263047075859e-13	0.239945826783435
MT1E	5.84221830391821e-15	2.09855918075744e-13	-0.232839935065067
VWC2	6.23700189117697e-15	2.23379777410394e-13	-0.16175281722441
RPLP2	7.5440244117878e-15	2.6783479692199e-13	0.229159007567367
RPL30	7.75078286011184e-15	2.74377713247959e-13	0.194682138848934
CKB	1.01894379295519e-14	3.59663599519125e-13	-0.218652855153566
CBX5	1.1045319819956e-14	3.88750694412458e-13	0.224445419087659
DSCAM	1.58343653770839e-14	5.54112046849071e-13	-0.216072277714618
RPL27	1.78859554949081e-14	6.24117641312321e-13	0.191550147007176
MTRNR2L8	1.90002002712177e-14	6.59231380432903e-13	0.209181122458878
YWHAE	2.31499112341674e-14	8.00934464314125e-13	0.159880799834235
FABP7	2.6589419105534e-14	9.14750917002498e-13	0.216073137982936
AC140912.1	2.93465361935071e-14	1.00676754643624e-12	-0.2157891609424
CHAD	2.95360806167091e-14	1.0104317999212e-12	-0.19131434576259
TMOD2	3.55152030032887e-14	1.20820939910631e-12	0.19735310254075
ARHGAP6	4.27158452706004e-14	1.4411287798062e-12	0.158451402349045
MDFI	4.47776555993875e-14	1.50652756979427e-12	0.172602679905975
RPL5	4.73093146519854e-14	1.58733148308983e-12	0.179112791572425
HOXB2	5.33354950493742e-14	1.77489482571664e-12	-0.157932070882667
BTG2	5.40485730004167e-14	1.79373701645133e-12	-0.272995083160216
NPM1	7.68439680499886e-14	2.5296371476941e-12	0.173295587004314
ASCL1	9.08161401172629e-14	2.95770005133902e-12	-0.279037320093974
HLA-B	1.25943608785189e-13	4.06917802670241e-12	-0.184943758598809
TTC3	1.36605396531137e-13	4.39042554693362e-12	0.20474496029191
HNRNPM	1.4833555541727e-13	4.75491374884808e-12	0.192324710921327
DEK	1.50449743555396e-13	4.81005947131427e-12	0.234621889061366
DDAH1	1.53050691243396e-13	4.88043888291279e-12	0.207925347921396
VWA1	1.71025706672818e-13	5.42529079375359e-12	-0.158783633535619
SERTAD1	1.76039111446196e-13	5.56985924376267e-12	-0.174856707642346
TOP2B	2.0271303290279e-13	6.38075843000458e-12	0.202628961169661
BEX5	2.17825646577673e-13	6.83882936157613e-12	-0.218274810665024
SMC3	2.29646670335289e-13	7.191473807192e-12	0.234786407147553
ZFP36	2.37807753073438e-13	7.40904614358647e-12	-0.155562532326162
EEF1D	2.65278821186009e-13	8.24389374845987e-12	0.198411921946015
KLHL23	3.04882490004007e-13	9.37916838896456e-12	-0.21974585378385
LAMP2	3.25483177164796e-13	9.96272191156305e-12	-0.198346866733421
ARHGAP35	3.72074248948829e-13	1.13320269386834e-11	0.173533105394692
TMSB15A	3.81417750465505e-13	1.15876989712319e-11	0.152287346558657
C1QL2	4.21477317465778e-13	1.27729590030013e-11	-0.185532145833581
RPL14	5.15224330594424e-13	1.55753335384894e-11	0.190186787625129
CTXN1	5.39929238672039e-13	1.62818661528435e-11	0.157663954272345
RPS15	6.04049854355042e-13	1.80815217432307e-11	0.183204310057195
SEPTIN2	6.62902094742873e-13	1.97463982514505e-11	0.195047256165768
GOLGA8B	7.52669870665054e-13	2.23658324341419e-11	-0.214356952013862
RPL9	8.01733642912332e-13	2.37659538371076e-11	0.156284034755833
CCDC50	8.06264408008185e-13	2.38423903510992e-11	-0.189648234407596
DYNC1H1	9.69257795593368e-13	2.82518984667823e-11	0.207236190654773
CHRM3	1.00948997018896e-12	2.92848004891159e-11	0.183588027935488
PDE4D	1.02941315688932e-12	2.97919973580315e-11	0.160716909222354
ZNF428	1.11447541075439e-12	3.20260898624549e-11	0.166038706171127
COL9A3	1.1632548766854e-12	3.33493704435652e-11	0.239384966026397
GLUL	1.27968962989935e-12	3.65160033877589e-11	-0.16584866002511
PRKDC	1.37893494989767e-12	3.92562530142196e-11	0.220250319795715
RPS14	1.46151142744684e-12	4.12227230101808e-11	0.173197389144895
PCDHB2	1.68717206440685e-12	4.73688101668986e-11	0.238340848083681
ENAH	1.85696968582486e-12	5.16609812596333e-11	0.208895367743399
SSPN	2.05085876965335e-12	5.69253139858554e-11	-0.174587556715994
RPL10	2.2127121708913e-12	6.12785799163161e-11	0.167464064352735
CALR	2.39293492010934e-12	6.61197153377724e-11	0.230118425740847
ZNF462	2.54466703381143e-12	7.0153540595799e-11	0.219801435943164
VIM	2.71399537871461e-12	7.46532107212646e-11	0.196355292499449
DDX21	2.94317727552888e-12	8.07753349798521e-11	0.183296249220337
MIF	3.21336177925704e-12	8.79927968835567e-11	0.167834707817374
EMP2	3.23970644355506e-12	8.85157377967291e-11	0.198146079927133
ARPP21	3.35850307413938e-12	9.15566920635363e-11	-0.22855984974838
RIMS2	5.1082664839957e-12	1.38330950263946e-10	-0.181924280427607
AP2B1	6.7381792757084e-12	1.81262959238385e-10	0.220423794839892
RBP1	7.10741420471834e-12	1.90775493807088e-10	0.186664904195911
PPP1R14B	9.30217405965506e-12	2.4859398641262e-10	0.198570910015831
RPL13	9.80790141809781e-12	2.61536899605303e-10	-0.189593187954433
WSCD1	1.11117099934422e-11	2.95015900325889e-10	0.227747848509232
CDCA7L	1.13103608005587e-11	2.99638690796579e-10	0.178310328477108
EPB41L2	1.38283438342822e-11	3.64763635525029e-10	0.179970693156835
RPL28	1.63915195798955e-11	4.27755616729197e-10	0.15547995742161
RPS3	2.07518679127799e-11	5.40389259741538e-10	0.156459494755107
ATP5F1E	2.65350296580797e-11	6.85142319691602e-10	0.152136447115524
TM9SF3	2.77719400366059e-11	7.11066464710835e-10	0.217392795107809
RO60	2.97971833448419e-11	7.61324268181075e-10	0.217492958442699
PLCB1	3.18818413581336e-11	8.07827652503912e-10	0.174419719401674
SYNE2	3.20839157002247e-11	8.11264725562824e-10	0.16443404291083
ARL16	3.4312901877622e-11	8.65833617007021e-10	-0.176113697653756
S100A16	3.72217639091778e-11	9.37297737366573e-10	-0.229430314516141
BRD7	4.11500149953564e-11	1.02984658429977e-09	0.159979135348373
STAG2	4.99241020697566e-11	1.24433277260804e-09	0.160143280846716
LINC01003	5.15246404587829e-11	1.2790049469982e-09	-0.226177454290881
JPT1	5.25790897751776e-11	1.30253229903498e-09	0.195204386730006
TCEAL2	5.6807204553976e-11	1.40158866508628e-09	-0.232883541474667
BZW2	6.59500770958829e-11	1.61089658314404e-09	0.159191083663912
LINC01546	7.3732839275944e-11	1.78316666549922e-09	-0.166211897610222
CACNA1A	7.41843676044709e-11	1.79054087263518e-09	-0.157025601608663
PTPRN2	7.43945628348446e-11	1.79207257574351e-09	-0.154521340381001
RPL41	1.10004124309079e-10	2.59359144823702e-09	0.162460598740042
CEP170	1.22461235681785e-10	2.88173231480084e-09	0.204310967959576
RPL7A	1.22723875996839e-10	2.88235903374884e-09	0.165061424432226
APP	1.44419000239427e-10	3.37244598455856e-09	-0.159984988471405
LINC00632	1.56191423297783e-10	3.6403928487325e-09	-0.215631355858751
DPYSL2	1.64378846720018e-10	3.81665181557334e-09	0.214402185203489
CYCS	1.89962014418528e-10	4.38564476766253e-09	-0.211474283402776
ROBO1	2.50269750135876e-10	5.70250831792807e-09	0.187022237754645
RPL12	2.52982722327079e-10	5.75359029381866e-09	0.174577479966696
PSAP	2.53510613800959e-10	5.75487941700951e-09	-0.168171542407945
PRNP	2.96390236475043e-10	6.65406977586342e-09	-0.187246378612281
DLL3	2.96132081963279e-10	6.65406977586342e-09	-0.186032430667234
AIG1	3.03319894921521e-10	6.79714839757162e-09	-0.165563575538794
RPL7	3.2637405971323e-10	7.28703179392628e-09	0.192404693601729
CYRIB	3.64418384370113e-10	8.09207586965853e-09	-0.196452348212665
EIF4G2	3.77798915391529e-10	8.35880100303758e-09	0.188085778568677
RAB3IP	4.51857045703579e-10	9.92541384744211e-09	-0.164869661297626
EMC10	4.55024606006568e-10	9.97704759992497e-09	-0.19356510237329
BRI3	5.89226689372123e-10	1.2736682402304e-08	-0.18981910918543
SCRN1	6.11610588677974e-10	1.31971733560496e-08	0.160878971072885
DHRS7	7.03158842215529e-10	1.5119153063342e-08	-0.182232488938866
HNRNPR	8.91903485561603e-10	1.90101523022057e-08	0.160403497865112
FAM177A1	9.11003299966003e-10	1.93497100912779e-08	0.19987878571017
TOP1	9.53565812939837e-10	2.021857512749e-08	0.212934858328819
TPI1	1.03257289499842e-09	2.17053576017481e-08	-0.198041488251852
SETD5	1.22861975751868e-09	2.56937210592048e-08	0.174561563772249
ERBB3	1.41028819809027e-09	2.92425293094677e-08	0.170163523835328
KTN1	1.70602555618039e-09	3.51954224959985e-08	0.163490444453303
RB1CC1	2.0052402512759e-09	4.11596625022397e-08	0.161652839426451
MAP3K1	2.17936335918972e-09	4.45093055280669e-08	0.158503001268723
KIDINS220	2.22042953887188e-09	4.51968432637371e-08	0.181546082333438
RPL23	2.76848904476959e-09	5.60722333395872e-08	0.195145914281508
FGD5-AS1	2.79374405237841e-09	5.64900597875786e-08	0.177409752560501
ITGB8	2.98779500035607e-09	6.00163492423498e-08	0.195293110929354
OMG	3.40577506227372e-09	6.78543733043213e-08	-0.155832772644796
CIRBP	3.62649935159806e-09	7.17835276840634e-08	-0.153931078415575
UQCRFS1	3.65911887904988e-09	7.21951839577321e-08	-0.180305150720236
VAMP2	3.71449798097701e-09	7.30517936258812e-08	-0.174578660575174
PDE4DIP	3.73121766192681e-09	7.32626387541996e-08	-0.184498828379488
PJA2	3.90790207862243e-09	7.66086807162371e-08	0.152780313145894
