Gene	PVal	FDR	Log2FC
HTRA1	1.64434913494365e-21	3.23910257823658e-19	-0.9992874363014
DNER	3.03654584516002e-21	5.8865610169745e-19	-0.990958139326249
PDIA6	3.22004500033037e-21	6.14475149828669e-19	-0.990763270989632
VDAC2	4.3044030693059e-21	8.08764225929738e-19	-0.994489352045603
ABCA3	5.72542397368886e-21	1.0594636816767e-18	-0.534979487368677
C1QL1	5.87999185597096e-21	1.07182597816378e-18	-1.16969542254672
TMBIM6	1.30425090350415e-20	2.34247298301415e-18	-0.774978433173391
FTL	1.35805200758741e-20	2.40375205342971e-18	-0.876388078490679
MT-CYB	1.52935560043177e-20	2.66828856401045e-18	0.691765574193558
CD9	1.73951369972922e-20	2.9922085654638e-18	-1.16754215321001
SARAF	7.1693203814267e-20	1.16745213091152e-17	-0.717419773637321
STX2	1.01332068080589e-19	1.62837966772136e-17	-0.308055097721235
COX6A1	1.43608529565174e-19	2.27778048257074e-17	-0.771552039834057
MGST3	1.74515948903021e-19	2.73251703070845e-17	-0.912515867465188
CLTA	1.86770164451451e-19	2.88737217524756e-17	-0.956766955197835
MT3	1.91816843862154e-19	2.9283238926106e-17	-1.20949246244227
RPS23	2.08140798338162e-19	3.10002874402924e-17	-0.658821224458793
PORCN	3.96228373137463e-19	5.83028568810582e-17	-0.258983946418271
PTMA	6.84627123872377e-19	9.95398936173016e-17	-0.755218305435816
LINC00632	9.31419452742342e-19	1.33828538545203e-16	1.23085276147631
MT-ND1	1.07729488119713e-18	1.52988399814658e-16	0.76369619526238
ATP6AP2	1.30115569170875e-18	1.82655338653322e-16	-0.943191313807868
DAD1	1.38088536465437e-18	1.91644919983226e-16	-0.900242294017388
ARIH2OS	1.62890589884258e-18	2.23526154410837e-16	-0.17784785282943
RPL3	1.78790534976629e-18	2.42618755963286e-16	-0.713863291641703
PHF23	2.21527940468095e-18	2.97309971091961e-16	-0.502471978989555
HACD3	2.37980272766631e-18	3.12521835623534e-16	-0.916421436711217
SEC11A	3.15471572461257e-18	4.08074390705886e-16	-0.824544859801313
APLP2	4.8715988784978e-18	6.19758719823893e-16	-0.83359000425143
CLDN10	7.248216155278e-18	9.03290448004186e-16	-0.68435267992109
THUMPD3	8.47161339422924e-18	1.04508903417901e-15	-0.204223174686559
SRP14	9.26381335212768e-18	1.12018764821322e-15	-0.608139427934952
HBD	9.45495037973866e-18	1.13209126458577e-15	1.69499315750675
H3-3A	9.68598822801372e-18	1.14849489542458e-15	-0.598547916794835
SDHC	1.36215848048452e-17	1.58438490687213e-15	-0.459576458257912
SNN	1.37912344862657e-17	1.58898440359211e-15	-0.378420435307898
SNU13	2.49122604554554e-17	2.84349006488296e-15	-0.90002754470896
PPIA	3.07533461460713e-17	3.47769089335156e-15	-0.706593871772725
ATP2A2	3.19710907272034e-17	3.58222872524161e-15	-0.586146002373171
MPC2	3.42939350688138e-17	3.80756208177657e-15	-1.02479861049536
ZDHHC14	3.78230463406525e-17	4.16155734196746e-15	-0.269030157652159
SPCS2	4.84966301241748e-17	5.28829771166559e-15	-0.76396702829182
UBE2H	5.10311936361847e-17	5.50981614448573e-15	-0.572398018609564
YWHAE	6.42874866416311e-17	6.82733108134123e-15	-0.74164327499755
YBX1	6.85263993711149e-17	7.15310184204638e-15	-0.751482029226983
MT-ND4L	6.85234464837666e-17	7.15310184204638e-15	0.653504807305908
RAB2A	7.49751183643755e-17	7.75992475071286e-15	-0.655037759643845
NACA	8.16213927089447e-17	8.23836420788712e-15	-0.606239640859419
GPR37L1	8.84494551983256e-17	8.85437046177992e-15	-0.912424036309566
LRPAP1	9.66758624850841e-17	9.52179281072849e-15	-0.81189673004222
ATP5F1D	1.17657907439945e-16	1.14956481885124e-14	-0.901297670957036
SSBP3	1.41129726338807e-16	1.35717901399673e-14	-0.245066314076243
CFL1	1.76426128548062e-16	1.67030411469572e-14	-0.733332821581605
HSPA5	1.85407606561895e-16	1.7418331530311e-14	-0.921757337432478
HSP90AB1	2.15957709570403e-16	2.01335229540712e-14	-0.661536447477692
RNF175	2.21855280428433e-16	2.05266556050943e-14	-0.246198845209165
RSL1D1	2.36110696772888e-16	2.16813529299795e-14	-0.716506607577295
UBE2E2	2.56923699256431e-16	2.34164861120806e-14	-0.390380917211545
GOLM1	2.60390086873988e-16	2.35566231925335e-14	-0.868208408282752
RPS7	3.51948324273036e-16	3.13747801777123e-14	-0.505882146490604
VAPA	3.5781633155286e-16	3.16667453424281e-14	-0.720152436101482
OGFR	3.91899482404118e-16	3.44335854575647e-14	-0.37462914640237
DBI	4.23205791711006e-16	3.69186595297608e-14	-0.630144847593647
CANX	4.50575540302665e-16	3.90275111611096e-14	-0.843187788900619
XIAP	5.12915605400778e-16	4.3507818786732e-14	-0.380508498888671
GNAS	5.12988283410252e-16	4.3507818786732e-14	-0.6241426361064
RPL13	5.47393992800538e-16	4.61056747177446e-14	-0.762812350059481
ACTB	6.6296086932614e-16	5.54571308019188e-14	-0.671511255202257
LINGO1	7.41850100429893e-16	6.16341175275529e-14	-0.892507696202654
TMEM251	7.70217848784652e-16	6.35585850486956e-14	-0.157532101861036
ATRN	9.77269682271342e-16	8.010331966161e-14	-0.344770364636825
RPS3	1.03657805668419e-15	8.43981853752271e-14	-0.576096467377404
ACTG1	1.07589032184837e-15	8.70188642432723e-14	-0.668047995816961
MT-ATP8	1.30762746401078e-15	1.05066146170813e-13	0.86929728376819
SLC25A5	1.35561229860164e-15	1.07507097420921e-13	-1.02459179720786
ARL6IP5	1.48543541541042e-15	1.17042727280048e-13	-0.901583862345802
SLITRK2	1.74196528835749e-15	1.34649506751329e-13	0.845998443288268
LMAN2	1.85168217942164e-15	1.42230153819349e-13	-0.716607189523061
RTN3	2.05723065855129e-15	1.54257029296863e-13	-0.714777094801514
MSRB2	2.05878128022506e-15	1.54257029296863e-13	-0.806891415435342
SPCS1	2.38650761191993e-15	1.77722057709622e-13	-0.924777873906115
LAPTM4B	2.41164138709426e-15	1.78505310670195e-13	-0.810824273872994
SPATA2L	2.5270704996713e-15	1.84809053966979e-13	-0.286488848399193
CADM4	2.99156596253863e-15	2.17476161312406e-13	-0.858827319076428
HIKESHI	3.78343990639773e-15	2.73415098087784e-13	-0.679237668645803
RPS24	3.82624680912104e-15	2.7488207223409e-13	-0.55877111955088
SDC3	4.1593992650546e-15	2.95269263152704e-13	-0.650719864608274
CEBPG	4.18255813685562e-15	2.95269263152704e-13	-0.259687662340178
RAB9A	4.43005568596949e-15	3.09167257672831e-13	-0.957469159004166
EXOC2	4.48989084881311e-15	3.11562709866787e-13	-0.360717385518154
FXYD6	5.8481806335886e-15	3.99015810491718e-13	-0.901738471965291
UFD1	6.74041732256329e-15	4.57337315335919e-13	-0.241824405264538
MALAT1	8.97379788500735e-15	6.02181283349422e-13	0.773286642582749
MRPL16	9.04493631247683e-15	6.03638290624478e-13	-0.501293632838763
TUSC2	9.27461277149177e-15	6.15602422707766e-13	-0.41919894968793
PRH1	1.01576482308013e-14	6.70569501852844e-13	-0.158301492665842
REEP5	1.22963323172997e-14	8.07393046189145e-13	-0.609427478110253
OLFM1	1.35888749573075e-14	8.82770903476575e-13	-0.869435668357127
SLC1A1	1.89454319436473e-14	1.22423576892997e-12	-0.451342164587546
LUZP2	2.23454480443342e-14	1.43634187876555e-12	-0.691840775247203
FAU	2.41915042475126e-14	1.54686304384749e-12	-0.597571700445421
CYB5B	2.47765627816998e-14	1.57602167319219e-12	-0.216385029507527
RABAC1	2.86819221998394e-14	1.80563049395175e-12	-0.882846558607627
PFN2	3.39080337757791e-14	2.12368623847995e-12	-0.788956666627492
VKORC1L1	3.49679566506042e-14	2.17889619680525e-12	-0.155196323952768
RIOK2	4.01127480663341e-14	2.4742272330007e-12	-0.305825351300899
GLRX5	4.71621718680756e-14	2.89443017600405e-12	-0.911242636423138
HINT1	4.81753563673211e-14	2.93998403101026e-12	-0.743122528729721
C1QBP	4.83858830944947e-14	2.93998403101026e-12	-0.849300407459942
ATP6V0B	4.89820126161813e-14	2.9614718815912e-12	-0.830765249820763
PSMG1	6.01074847676757e-14	3.61622025353509e-12	-0.356045286456457
ZFP36L2	7.65978997439874e-14	4.56336658328448e-12	-0.916756396776229
C1QTNF4	8.06147008351462e-14	4.77935602572641e-12	-0.424832520792276
LMAN1	8.13615785863086e-14	4.80033313659221e-12	-0.568880078257572
PRMT6	1.25352055027727e-13	7.120579758389e-12	-0.152952918065405
PRDX2	1.41729747121222e-13	8.01363611847909e-12	-0.626814227090624
EBPL	1.77428931037042e-13	9.86430576467122e-12	-0.578965410468578
EIF3K	1.77691580138186e-13	9.86430576467122e-12	-0.843190344659577
EBP	1.80174812127718e-13	9.95690036432497e-12	-0.221446123620443
RPL15	1.90375341308167e-13	1.042625131568e-11	-0.588454404908497
GCSH	1.96444158124545e-13	1.07105915320315e-11	-0.839461756672086
ABHD2	1.98680094579966e-13	1.07843555338006e-11	-0.794071655947968
GPT2	2.278799809211e-13	1.2102715083098e-11	-0.210201073553124
ZDHHC2	2.34381725434386e-13	1.23561592515623e-11	-0.346881124398392
PSMD11	2.34719474851589e-13	1.23561592515623e-11	-0.24793379390078
ARF1	2.40029758684823e-13	1.25814740035096e-11	-0.753383954947915
CXXC5	2.50812133809269e-13	1.30347599583515e-11	-0.612742330056934
TMEM106B	2.59435649894927e-13	1.3360843124926e-11	-0.594926515999428
GRPEL1	3.02573231217135e-13	1.53333065263687e-11	-0.294251184800643
VBP1	3.21727873935685e-13	1.61698046270639e-11	-0.862378524073579
SET	3.33557253914687e-13	1.66274887431023e-11	-0.757049702225326
YIPF6	4.21212336748476e-13	2.06597038903982e-11	-0.31900391268725
MRPS28	4.25705582245982e-13	2.06763956396469e-11	-0.465032860300867
RAPGEF1	4.24839463876978e-13	2.06763956396469e-11	-0.197692255510731
RNF34	4.26631597575618e-13	2.06763956396469e-11	-0.274432425292618
PLLP	4.76307717518785e-13	2.28123378590468e-11	-0.727142705691926
CCND3	5.26330111063734e-13	2.49149986295402e-11	-0.179526549057175
ALDH2	5.87642368192376e-13	2.77099468831409e-11	-0.584898357224213
OAZ1	6.03145483414164e-13	2.82230489997593e-11	-0.692920201165468
ENDOG	6.18132538497742e-13	2.87043828618742e-11	-0.532966071818536
SKP1	6.35348079388705e-13	2.91710755397528e-11	-0.658073949516994
TBCC	6.34402895747458e-13	2.91710755397528e-11	-0.166425090012747
UBC	6.81449459963377e-13	3.11705702416956e-11	-0.692444182893263
METTL9	7.31851810556808e-13	3.32271604547595e-11	-0.712857748383226
TMEM222	8.33737133076894e-13	3.7573548362613e-11	-0.240792759582396
SOD1	8.50499300754736e-13	3.81880439710206e-11	-0.932958089260835
TTC19	8.93001218877548e-13	3.9949538044511e-11	-0.346184003055489
L3HYPDH	9.22321301020825e-13	4.1110620618129e-11	-0.196952487394027
CLU	9.42999336609539e-13	4.18794578109538e-11	-0.895764861926595
GPC1	1.10143905243036e-12	4.83880400983167e-11	-0.523203391898305
RASSF2	1.39179189963494e-12	6.09245679936972e-11	-0.611138119187355
MTDH	1.44687025188031e-12	6.28847914100152e-11	-0.691143203464338
GMNN	1.51856135062691e-12	6.55342394883618e-11	-0.182238044278929
SLC44A1	1.63940657478386e-12	7.02528859573167e-11	-0.441270174006347
GNPTAB	1.66599028368876e-12	7.11424452261917e-11	-0.336669990476589
MRPS6	1.75544487383737e-12	7.47012133943408e-11	-0.548752378086843
ZNF800	1.79734562461637e-12	7.59563220891469e-11	-0.365842778567747
NDFIP2	1.79737796477225e-12	7.59563220891469e-11	-0.253795709577598
RPL7A	1.91099120838695e-12	8.0202527931374e-11	-0.516022454449558
EIF1AX	1.97138549766988e-12	8.24538735720623e-11	-0.806860463498689
NUCB2	1.98738636174951e-12	8.25576518232884e-11	-0.434439592298174
LDHB	2.3546843937241e-12	9.71545962856502e-11	-0.723649132048529
IGSF8	2.71881602517139e-12	1.09587129093789e-10	-0.217015929114765
SUMF2	2.83768691848228e-12	1.13904203751132e-10	-0.281827647633679
MTRNR2L8	2.84457399034596e-12	1.13904203751132e-10	0.76410986562236
ARF4	2.8829526689285e-12	1.1506372858047e-10	-0.687186681281991
MBIP	3.15283764677274e-12	1.25425427296533e-10	-0.201721479157139
GAPDH	3.36387636884209e-12	1.32954764053943e-10	-0.690823904948695
ARPC3	3.38600261296997e-12	1.33397580361943e-10	-0.799831066473305
PTPRZ1	3.41312341709484e-12	1.34033685829515e-10	-0.415096747690689
LGMN	3.66875987124678e-12	1.43610783036977e-10	-0.155613193365867
IGLON5	3.72100530768635e-12	1.45190536174995e-10	-0.213656302065517
SLC35A5	4.20004167122767e-12	1.62326294084505e-10	-0.171769417124249
ST13	4.28829207120893e-12	1.65214230491087e-10	-0.786678742748639
DIPK1B	4.38942484798849e-12	1.68578759963784e-10	-0.385516592406991
TNR	4.56995773909009e-12	1.74962049741402e-10	-0.599051251503943
ATXN7L3B	6.07248510825736e-12	2.29607618040703e-10	-0.761534294495293
LBR	6.18035225780344e-12	2.3165028646503e-10	-0.162630470360767
ALKBH4	6.17076406834446e-12	2.3165028646503e-10	-0.467923990495036
MT-ND5	6.18341057787601e-12	2.3165028646503e-10	0.504665581862865
COMT	6.7616362746461e-12	2.52537809853984e-10	-0.712164986707808
QKI	6.98571260662399e-12	2.60111305075301e-10	-0.49426298852069
PARK7	7.1883078611567e-12	2.65229014828721e-10	-0.778256888909111
HEXIM2	7.2161009349699e-12	2.65382617779243e-10	-0.183142553082766
SULF2	7.23592988786439e-12	2.65382617779243e-10	-0.596578197529391
CNIH4	7.56311241233914e-12	2.75726244453426e-10	-0.415109033627828
FRMD8	7.83745038953544e-12	2.84877326212489e-10	-0.166495151480189
ACSL3	8.21743804848348e-12	2.97802880967741e-10	-0.542511115674046
LUC7L3	8.54070361772894e-12	3.06787097892128e-10	0.187658608084997
TTYH1	8.62060670392023e-12	3.08749177932486e-10	-0.685779673789862
GTPBP6	8.6908888904337e-12	3.09570916452342e-10	-0.247906770782815
TPI1	8.92814064412327e-12	3.16974946763598e-10	-0.819342079803926
HEPN1	9.59406529039718e-12	3.386483219411e-10	-0.665965106735105
SLC52A2	1.02827074517593e-11	3.59835834121307e-10	-0.265795458149415
RELL1	1.03643659461492e-11	3.61657146572343e-10	-0.206814569212817
MARCKS	1.04424541174812e-11	3.62311625388631e-10	-0.556199987429051
BCL2L1	1.04275625558671e-11	3.62311625388631e-10	-0.231507009494513
ADIPOR1	1.09060577149331e-11	3.77324880658579e-10	-0.244720118163855
TUBB2B	1.09560486015003e-11	3.77983676751759e-10	-0.823716208960432
CHGB	1.17613827854847e-11	4.04624698476409e-10	-0.410002467506616
IRF2BP1	1.18560285254753e-11	4.06156160211824e-10	-0.174143203279238
NDUFB10	1.2054339416035e-11	4.11228065050378e-10	-0.870703212849402
MARCHF7	1.34403218535651e-11	4.54699863705237e-10	0.234195421220962
H2AZ1	1.36108942669909e-11	4.59187529006505e-10	-0.708278027296723
SAMD8	1.44806604436398e-11	4.85857983511464e-10	-0.314221470517385
DHRS7	1.52825265960625e-11	5.1135752689784e-10	-0.743450471549503
CNP	1.54224083755826e-11	5.14628069647514e-10	-0.819873330854798
CHST8	1.5501653039916e-11	5.14977346670175e-10	-0.244488701598705
CDK14	1.57184497297119e-11	5.20242348371195e-10	0.171735431549798
ATP5PF	1.84920526685928e-11	6.0385946321263e-10	-0.865914929216528
GLTP	1.88033242975664e-11	6.12386665723142e-10	-0.560860205005794
PRDX5	1.90602492262665e-11	6.17461071088576e-10	-0.862597783255275
FHIT	1.92993912759011e-11	6.23554141938043e-10	-0.243656187457932
MT-ND2	1.96152120997852e-11	6.32085977241892e-10	0.495719517504199
OLFM2	2.1696322500222e-11	6.89713908604841e-10	-0.848974601085032
RPL11	2.54522340928289e-11	8.03225154976019e-10	-0.549843249467972
TMEM50A	2.61142857551506e-11	8.21994257545501e-10	-0.735580149866697
BEX4	2.68442539530442e-11	8.4279916074172e-10	-0.674726228985582
C1orf56	2.7094792746501e-11	8.48483855930813e-10	-0.297772276774836
TBC1D14	2.94504195742871e-11	9.17545852706043e-10	-0.283086649117625
C1QL2	3.07441912481341e-11	9.52984651770294e-10	-0.706840020233786
RPLP1	3.09000181856249e-11	9.52984651770294e-10	-0.358406410346862
PSMB1	3.29939954122931e-11	1.01500167750714e-09	-0.759193507198488
PCDHGB6	3.38212205938631e-11	1.03783559576093e-09	0.634574636445993
SRI	3.52963173279571e-11	1.07768480881585e-09	-0.701104170449486
SCARB2	3.64219445392408e-11	1.10927982208915e-09	-0.611549430080696
TAFA5	3.80313138797443e-11	1.15541402092865e-09	-0.376787507038317
DEGS1	4.07011575496758e-11	1.22133473502258e-09	-0.662354296161084
MAP3K13	4.06429205290838e-11	1.22133473502258e-09	-0.217614059742627
RPS13	4.18811832850074e-11	1.25366394965636e-09	-0.548448714697873
SRP9	4.45555687636318e-11	1.33045760711549e-09	-0.810833836369329
SESN3	4.52486766161955e-11	1.34785875003316e-09	-0.478559546660264
TIPRL	4.67786234565352e-11	1.38666827251132e-09	-0.458072398444883
IGSF21	5.04024031534203e-11	1.49047106467971e-09	-0.768947222753145
RPS27A	5.50543268713092e-11	1.61241845102949e-09	-0.373875951272759
ELOC	5.59847547578824e-11	1.63574595659813e-09	-0.609588287961987
RCN2	5.65013016804274e-11	1.64689832320539e-09	-0.54025546452015
OS9	5.70157282647258e-11	1.65793592689785e-09	-0.497516683806823
LRRC8A	5.95587533697185e-11	1.71960060261081e-09	-0.290731584747302
GMPS	6.13875290387582e-11	1.76822144375083e-09	-0.268894316059134
GRID2	6.15882588683888e-11	1.76982918955208e-09	-0.601151482865748
SPOCK3	6.49595040679221e-11	1.86232493704585e-09	-0.212754375121322
RAB8A	6.7093265444587e-11	1.91899309338347e-09	-0.388775037946023
FABP7	6.7794074096544e-11	1.92999773179742e-09	-0.611950403950049
VAMP2	6.77466272624957e-11	1.92999773179742e-09	-0.602555901919527
RTN4RL2	6.89205073235179e-11	1.9575026882375e-09	-0.349984307722201
APLP1	7.094363155226e-11	2.00878891493986e-09	-0.494396433426395
OCIAD1	7.34222195395606e-11	2.06614185999229e-09	-0.612350900802298
FKBP1A	7.47735234164328e-11	2.09933112985033e-09	-0.503096943927503
PHB	7.71071864315323e-11	2.15988547680804e-09	-0.747940061065557
VEGFB	7.84474971432358e-11	2.18739562239804e-09	-0.652435934624435
WASHC3	7.99279683836692e-11	2.22359972179898e-09	-0.180821680824011
DYNLL1	8.2375782906599e-11	2.28130484498479e-09	-0.622592243598849
GNPTG	8.93617481512285e-11	2.43067935450101e-09	-0.363794190292815
MPDU1	8.92699106028542e-11	2.43067935450101e-09	-0.247462818429854
RAB5IF	8.89277146910773e-11	2.43067935450101e-09	-0.40984434635016
PAXX	9.69626232367757e-11	2.60282482664631e-09	-0.420511809805839
CLTC	9.69692373801746e-11	2.60282482664631e-09	-0.482481071257685
TBCB	9.68271193672152e-11	2.60282482664631e-09	-0.776854589286521
TMED2	9.94709297312623e-11	2.65828985734772e-09	-0.389232225589358
ASTN1	1.0320669800658e-10	2.75210349946367e-09	-0.327219407177308
CCDC14	1.04688640122331e-10	2.77699881945724e-09	0.576373053750588
NENF	1.05680779551983e-10	2.79367826984496e-09	-0.821789204610905
MINDY1	1.07977331958668e-10	2.84208438623106e-09	-0.165905507304524
TM9SF3	1.10618856790362e-10	2.88057163748548e-09	-0.648402558534352
LINC02552	1.1237847098105e-10	2.91396659467424e-09	-0.498878465896572
BSG	1.12150464737294e-10	2.91396659467424e-09	-0.777854898086716
SELENOS	1.17292087365135e-10	3.03493276057287e-09	-0.676555302194636
TUBA1A	1.24182298086309e-10	3.20642369244839e-09	-0.534978850361877
SLC35A1	1.24522026131475e-10	3.20841245810907e-09	-0.253555905306934
R3HCC1	1.32166593018883e-10	3.38396352314385e-09	-0.199735713226239
STUB1	1.34891198103343e-10	3.44649833145632e-09	-0.631631915675701
AVEN	1.39084355131683e-10	3.54621550986064e-09	-0.160986333411367
TBL1XR1	1.40485172930872e-10	3.57446961875988e-09	-0.283793600806192
MRPL9	1.48878745069779e-10	3.77231558825147e-09	-0.243911981941406
STX10	1.5730308965742e-10	3.96930296278114e-09	-0.334482165435351
CNBP	1.60925555250077e-10	4.05233774488493e-09	-0.774680427269097
NKTR	1.62463761494732e-10	4.07427088118103e-09	0.674124421273369
ZNF532	1.62997367553567e-10	4.07566206996437e-09	0.277338030882308
EIF5	1.64325066434152e-10	4.09571844155163e-09	-0.498545666349072
IER3IP1	1.72533407236464e-10	4.29154888508947e-09	-0.432483178695309
PNMA8B	1.74582155240987e-10	4.33368264625644e-09	-0.317990656189415
SELENOT	1.79694055243849e-10	4.45152839085826e-09	-0.767658704699665
ITGB1	1.88087612931123e-10	4.63127825953186e-09	-0.27066920916913
RIT2	1.90904705171291e-10	4.69118544116093e-09	-0.503437336216314
PEX11A	1.93620014689944e-10	4.74835590242627e-09	-0.208374645180982
ATXN10	1.98571450237857e-10	4.8503062435099e-09	-0.617377379876551
CTSF	1.99728294370638e-10	4.86882566696327e-09	-0.390170691610226
TMCC1	2.03915698987562e-10	4.95229832336312e-09	-0.272115658380006
TMEM60	2.04394109308361e-10	4.95290725591869e-09	-0.35542483229975
PDGFRA	2.0762031979234e-10	5.01119953680603e-09	-0.519990488874085
DYNC1H1	2.10817303427997e-10	5.07832687725075e-09	-0.225534183438147
ZNF808	2.1438341772052e-10	5.14393846880297e-09	-0.19004274308141
P4HB	2.25026226769122e-10	5.38871628927702e-09	-0.454341999747995
C4orf3	2.26272776865098e-10	5.40796364746269e-09	-0.7585573191239
C1GALT1C1	2.40913769603106e-10	5.71316479254899e-09	-0.246852073685859
SF3B4	2.53652470854398e-10	5.99198767223358e-09	-0.357609015716375
TMED10	2.61930197943677e-10	6.15183366824255e-09	-0.562816769981948
TSPAN7	2.66926828384743e-10	6.25715423236633e-09	-0.650878753354424
DNAAF2	2.69335992317557e-10	6.30153347542974e-09	-0.199481438307851
RPL19	2.71301669991556e-10	6.33538679848351e-09	-0.56338171378547
SNHG30	2.80574351042442e-10	6.51455237505959e-09	-0.17540489018597
ARL3	2.86608846362421e-10	6.62945803148531e-09	-0.716865540485235
RPL6	2.95344881229795e-10	6.80574912162168e-09	-0.458637241093508
MRPL17	2.99978470117842e-10	6.87361548883529e-09	-0.216079206844218
SAC3D1	3.0303178947707e-10	6.93057536495029e-09	-0.364108296370699
ERCC6L2	3.06647592652249e-10	6.98579970403102e-09	0.271599613275452
ZNF219	3.07268145164852e-10	6.98579970403102e-09	-0.331768126669287
RPS19	3.07734401111004e-10	6.98579970403102e-09	-0.218092644868803
PARL	3.09610631173944e-10	7.01535183400256e-09	-0.351717827244165
NPTXR	3.19438240140438e-10	7.2246281978429e-09	-0.2669241600897
GRSF1	3.22217106537524e-10	7.27400651043029e-09	-0.166160186034448
ENOPH1	3.27748701002339e-10	7.38523041575934e-09	-0.507263721000193
RPL30	3.31711880575084e-10	7.45283917795253e-09	-0.426697337462148
DST	3.33170982815595e-10	7.46608662959057e-09	0.477058600410321
SOX11	3.37163768706146e-10	7.54172363957539e-09	-0.427072172770684
NCOA1	3.41910340327248e-10	7.61998355185525e-09	-0.202228265185283
RTN4	3.46639262099955e-10	7.71130292901048e-09	-0.525263328347648
SSR2	3.54808159249478e-10	7.86437758423571e-09	-0.688465930518664
FTX	3.63330990304153e-10	8.03869816047939e-09	0.658988662076352
ANAPC11	3.64985285376335e-10	8.04614673339564e-09	-0.707155964690937
